103314  , -51904      , array([ 2.6167     ,  0.439676   ,  1.22418e-19,  4.27973e-33,  0.0120707  ])
103315  , -51906      , array([ 2.61932    ,  0.439676   ,  1.22418e-19,  4.27973e-33,  0.0120707  ])
103316  , -51922.6    , array([ 2.6167     ,  0.440116   ,  1.22418e-19,  4.27973e-33,  0.0120707  ])
103317  , -51904      , array([ 2.6167     ,  0.439676   ,  1.2254e-19 ,  4.27973e-33,  0.0120707  ])
103318  , -51904      , array([ 2.6167     ,  0.439676   ,  1.22418e-19,  4.28401e-33,  0.0120707  ])
103319  , -51883.6    , array([ 2.6167     ,  0.439676   ,  1.22418e-19,  4.27973e-33,  0.0120828  ])
103320  , -51904      , array([ 2.6167     ,  0.439676   ,  1.22418e-19,  4.27973e-33,  0.0120707  ])
103321  , -17774.7    , array([ 2.42984    ,  0.222801   ,  1.22418e-19,  4.27973e-33,  0.0253838  ])
103322  , -17774.7    , array([ 2.42984    ,  0.222801   ,  1.22418e-19,  4.27973e-33,  0.0253838  ])
103323  , -17776      , array([ 2.43227    ,  0.222801   ,  1.22418e-19,  4.27973e-33,  0.0253838  ])
103324  , -17798.2    , array([ 2.42984    ,  0.223024   ,  1.22418e-19,  4.27973e-33,  0.0253838  ])
103325  , -17774.7    , array([ 2.42984    ,  0.222801   ,  1.2254e-19 ,  4.27973e-33,  0.0253838  ])
103326  , -17774.7    , array([ 2.42984    ,  0.222801   ,  1.22418e-19,  4.28401e-33,  0.0253838  ])
103327  , -17751      , array([ 2.42984    ,  0.222801   ,  1.22418e-19,  4.27973e-33,  0.0254092  ])
103328  , -1.17618e+06, array([ 1.80665    ,  0.014691   ,  1.22418e-19,  4.27973e-33,  0.496422   ])
103329  , -1.17618e+06, array([ 1.80665    ,  0.014691   ,  1.22418e-19,  4.27973e-33,  0.496422   ])
103330  , -1.17618e+06, array([ 1.80846    ,  0.014691   ,  1.22418e-19,  4.27973e-33,  0.496422   ])
103331  , -1.175e+06  , array([ 1.80665    ,  0.0147057  ,  1.22418e-19,  4.27973e-33,  0.496422   ])
103332  , -1.17618e+06, array([ 1.80665    ,  0.014691   ,  1.2254e-19 ,  4.27973e-33,  0.496422   ])
103333  , -1.17618e+06, array([ 1.80665    ,  0.014691   ,  1.22418e-19,  4.28401e-33,  0.496422   ])
103334  , -1.17737e+06, array([ 1.80665    ,  0.014691   ,  1.22418e-19,  4.27973e-33,  0.496919   ])
103335  , -4348.02    , array([ 2.24335    ,  0.107084   ,  1.22418e-19,  4.27973e-33,  0.0565593  ])
103336  , -4348.02    , array([ 2.24335    ,  0.107084   ,  1.22418e-19,  4.27973e-33,  0.0565593  ])
103337  , -4348.13    , array([ 2.2456     ,  0.107084   ,  1.22418e-19,  4.27973e-33,  0.0565593  ])
