52526   , -70099.8    , array([ 0.22546    ,  0.0169855  ,  1.69962e-16,  6.9337e-44 ,  0.000134085])
52527   , -70100.2    , array([ 0.225686   ,  0.0169855  ,  1.69962e-16,  6.9337e-44 ,  0.000134085])
52528   , -70107.7    , array([ 0.22546    ,  0.0170025  ,  1.69962e-16,  6.9337e-44 ,  0.000134085])
52529   , -70099.8    , array([ 0.22546    ,  0.0169855  ,  1.70132e-16,  6.9337e-44 ,  0.000134085])
52530   , -70099.8    , array([ 0.22546    ,  0.0169855  ,  1.69962e-16,  6.94064e-44,  0.000134085])
52531   , -70091.5    , array([ 0.22546    ,  0.0169855  ,  1.69962e-16,  6.9337e-44 ,  0.000134219])
52532   , -70099.8    , array([ 0.22546    ,  0.0169855  ,  1.69962e-16,  6.9337e-44 ,  0.000134085])
52533   , -49613.7    , array([ 0.217754   ,  0.00847072 ,  1.69962e-16,  6.9337e-44 ,  0.000278605])
52534   , -49613.7    , array([ 0.217754   ,  0.00847072 ,  1.69962e-16,  6.9337e-44 ,  0.000278605])
52535   , -49614.2    , array([ 0.217972   ,  0.00847072 ,  1.69962e-16,  6.9337e-44 ,  0.000278605])
52536   , -49635      , array([ 0.217754   ,  0.00847919 ,  1.69962e-16,  6.9337e-44 ,  0.000278605])
52537   , -49613.7    , array([ 0.217754   ,  0.00847072 ,  1.70132e-16,  6.9337e-44 ,  0.000278605])
52538   , -49613.7    , array([ 0.217754   ,  0.00847072 ,  1.69962e-16,  6.94064e-44,  0.000278605])
52539   , -49591.9    , array([ 0.217754   ,  0.00847072 ,  1.69962e-16,  6.9337e-44 ,  0.000278884])
52547   , -49588.5    , array([ 0.217748   ,  0.00846589 ,  1.69962e-16,  6.9337e-44 ,  0.000278772])
52548   , -49588.5    , array([ 0.217748   ,  0.00846589 ,  1.69962e-16,  6.9337e-44 ,  0.000278772])
52549   , -49589      , array([ 0.217966   ,  0.00846589 ,  1.69962e-16,  6.9337e-44 ,  0.000278772])
52550   , -49609.8    , array([ 0.217748   ,  0.00847436 ,  1.69962e-16,  6.9337e-44 ,  0.000278772])
52551   , -49588.5    , array([ 0.217748   ,  0.00846589 ,  1.70132e-16,  6.9337e-44 ,  0.000278772])
52552   , -49588.5    , array([ 0.217748   ,  0.00846589 ,  1.69962e-16,  6.94064e-44,  0.000278772])
52553   , -49566.7    , array([ 0.217748   ,  0.00846589 ,  1.69962e-16,  6.9337e-44 ,  0.000279051])
52554   , -49563.2    , array([ 0.217742   ,  0.00846106 ,  1.69962e-16,  6.9337e-44 ,  0.000278939])
52555   , -49563.2    , array([ 0.217742   ,  0.00846106 ,  1.69962e-16,  6.9337e-44 ,  0.000278939])
52556   , -49563.8    , array([ 0.21796    ,  0.00846106 ,  1.69962e-16,  6.9337e-44 ,  0.000278939])
