46886   , -2336.7     , array([ 0.00267951 ,  25.6314    ,  1.42726e-08,  1.17367e-17])
46887   , -2336.7     , array([ 0.00268219 ,  25.6314    ,  1.42726e-08,  1.17367e-17])
46888   , -2336.7     , array([ 0.00267951 ,  25.6571    ,  1.42726e-08,  1.17367e-17])
46889   , -2336.7     , array([ 0.00267951 ,  25.6314    ,  1.42869e-08,  1.17367e-17])
46890   , -2336.7     , array([ 0.00267951 ,  25.6314    ,  1.42726e-08,  1.17485e-17])
46891   , -2336.7     , array([ 0.00267951 ,  25.6314    ,  1.42726e-08,  1.17367e-17])
46892   , -2336.68    , array([ 0.00241902 ,  25.6314    ,  1.58069e-08,  1.17367e-17])
46893   , -2336.68    , array([ 0.00241902 ,  25.6314    ,  1.58069e-08,  1.17367e-17])
46894   , -2336.68    , array([ 0.00242144 ,  25.6314    ,  1.58069e-08,  1.17367e-17])
46895   , -2336.68    , array([ 0.00241902 ,  25.6571    ,  1.58069e-08,  1.17367e-17])
46896   , -2336.68    , array([ 0.00241902 ,  25.6314    ,  1.58227e-08,  1.17367e-17])
46897   , -2336.68    , array([ 0.00241902 ,  25.6314    ,  1.58069e-08,  1.17485e-17])
46898   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46899   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46900   , -2336.52    , array([ 0.00160845 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46901   , -2336.52    , array([ 0.00160684 ,  25.6571    ,  2.37801e-08,  1.17367e-17])
46902   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.38039e-08,  1.17367e-17])
46903   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17485e-17])
46910   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46911   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46912   , -2336.52    , array([ 0.00160845 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46913   , -2336.52    , array([ 0.00160684 ,  25.6571    ,  2.37801e-08,  1.17367e-17])
46914   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.38039e-08,  1.17367e-17])
46915   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17485e-17])
46916   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46917   , -2336.52    , array([ 0.00160684 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46918   , -2336.52    , array([ 0.00160845 ,  25.6314    ,  2.37801e-08,  1.17367e-17])
46919   , -2336.52    , array([ 0.00160684 ,  25.6571    ,  2.37801e-08,  1.17367e-17])
