14461   , -2336.75    , array([ 0.0533901  ,  0.902939   ,  4.92199e-86,  2.43627e-05])
14462   , -2336.75    , array([ 0.0534436  ,  0.902939   ,  4.92199e-86,  2.43627e-05])
14463   , -2336.75    , array([ 0.0533901  ,  0.903842   ,  4.92199e-86,  2.43627e-05])
14464   , -2336.75    , array([ 0.0533901  ,  0.902939   ,  4.92691e-86,  2.43627e-05])
14465   , -2336.75    , array([ 0.0533901  ,  0.902939   ,  4.92199e-86,  2.4387e-05 ])
14466   , -2336.75    , array([ 0.0533901  ,  0.902939   ,  4.92199e-86,  2.43627e-05])
14467   , -2336.38    , array([ 0.0533901  ,  0.537831   ,  4.92199e-86,  2.56205e-05])
14468   , -2336.38    , array([ 0.0533901  ,  0.537831   ,  4.92199e-86,  2.56205e-05])
14469   , -2336.38    , array([ 0.0534436  ,  0.537831   ,  4.92199e-86,  2.56205e-05])
14470   , -2336.38    , array([ 0.0533901  ,  0.538369   ,  4.92199e-86,  2.56205e-05])
14471   , -2336.38    , array([ 0.0533901  ,  0.537831   ,  4.92691e-86,  2.56205e-05])
14472   , -2336.38    , array([ 0.0533901  ,  0.537831   ,  4.92199e-86,  2.56461e-05])
14473   , -2328.57    , array([ 0.0533901  ,  0.0677012  ,  4.92199e-86,  3.13355e-05])
14474   , -2328.57    , array([ 0.0533901  ,  0.0677012  ,  4.92199e-86,  3.13355e-05])
14475   , -2328.57    , array([ 0.0534436  ,  0.0677012  ,  4.92199e-86,  3.13355e-05])
14476   , -2328.58    , array([ 0.0533901  ,  0.0677689  ,  4.92199e-86,  3.13355e-05])
14477   , -2328.57    , array([ 0.0533901  ,  0.0677012  ,  4.92691e-86,  3.13355e-05])
14478   , -2328.56    , array([ 0.0533901  ,  0.0677012  ,  4.92199e-86,  3.13668e-05])
14485   , -2328.57    , array([ 0.0533901  ,  0.0677011  ,  4.92199e-86,  3.13355e-05])
14486   , -2328.57    , array([ 0.0533901  ,  0.0677011  ,  4.92199e-86,  3.13355e-05])
14487   , -2328.57    , array([ 0.0534436  ,  0.0677011  ,  4.92199e-86,  3.13355e-05])
14488   , -2328.58    , array([ 0.0533901  ,  0.0677688  ,  4.92199e-86,  3.13355e-05])
14489   , -2328.57    , array([ 0.0533901  ,  0.0677011  ,  4.92691e-86,  3.13355e-05])
14490   , -2328.56    , array([ 0.0533901  ,  0.0677011  ,  4.92199e-86,  3.13668e-05])
14491   , -2328.57    , array([ 0.0533901  ,  0.067701   ,  4.92199e-86,  3.13355e-05])
14492   , -2328.57    , array([ 0.0533901  ,  0.067701   ,  4.92199e-86,  3.13355e-05])
14493   , -2328.57    , array([ 0.0534436  ,  0.067701   ,  4.92199e-86,  3.13355e-05])
14494   , -2328.58    , array([ 0.0533901  ,  0.0677688  ,  4.92199e-86,  3.13355e-05])
14495   , -2328.57    , array([ 0.0533901  ,  0.067701   ,  4.92691e-86,  3.13355e-05])
14496   , -2328.56    , array([ 0.0533901  ,  0.067701   ,  4.92199e-86,  3.13668e-05])
14497   , -1873.4     , array([ 0.0533901  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14498   , -1873.4     , array([ 0.0533901  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14499   , -1873.4     , array([ 0.0534436  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14500   , -1873.61    , array([ 0.0533901  ,  0.00107382 ,  4.92199e-86,  4.68742e-05])
14501   , -1873.4     , array([ 0.0533901  ,  0.00107274 ,  4.92691e-86,  4.68742e-05])
14502   , -1873.19    , array([ 0.0533901  ,  0.00107274 ,  4.92199e-86,  4.69211e-05])
14503   , -1873.4     , array([ 0.0533901  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14504   , -1873.4     , array([ 0.0533901  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14505   , -1873.4     , array([ 0.0534436  ,  0.00107274 ,  4.92199e-86,  4.68742e-05])
14506   , -1873.61    , array([ 0.0533901  ,  0.00107381 ,  4.92199e-86,  4.68742e-05])
