1164    , -33817.2    , array([ 0.016403   ,  1.18467    ,  0.00361387 ,  0.0465303  ])
1165    , -33818.2    , array([ 0.0164194  ,  1.18467    ,  0.00361387 ,  0.0465303  ])
1166    , -33815.6    , array([ 0.016403   ,  1.18585    ,  0.00361387 ,  0.0465303  ])
1167    , -33816.2    , array([ 0.016403   ,  1.18467    ,  0.00361748 ,  0.0465303  ])
1168    , -33814.1    , array([ 0.016403   ,  1.18467    ,  0.00361387 ,  0.0465769  ])
1169    , -33817.2    , array([ 0.016403   ,  1.18467    ,  0.00361387 ,  0.0465303  ])
1170    , -29561.8    , array([ 0.0126612  ,  1.82067    ,  0.0047395  ,  0.107092   ])
1171    , -29561.8    , array([ 0.0126612  ,  1.82067    ,  0.0047395  ,  0.107092   ])
1172    , -29564.9    , array([ 0.0126738  ,  1.82067    ,  0.0047395  ,  0.107092   ])
1173    , -29559.8    , array([ 0.0126612  ,  1.82249    ,  0.0047395  ,  0.107092   ])
1174    , -29558.7    , array([ 0.0126612  ,  1.82067    ,  0.00474424 ,  0.107092   ])
1175    , -29560.2    , array([ 0.0126612  ,  1.82067    ,  0.0047395  ,  0.107199   ])
1176    , -62831      , array([ 0.00449442 ,  10.1569    ,  0.0140208  ,  3.00494    ])
1177    , -62831      , array([ 0.00449442 ,  10.1569    ,  0.0140208  ,  3.00494    ])
1178    , -62807.1    , array([ 0.00449891 ,  10.1569    ,  0.0140208  ,  3.00494    ])
1179    , -62842.8    , array([ 0.00449442 ,  10.1671    ,  0.0140208  ,  3.00494    ])
1180    , -62854.5    , array([ 0.00449442 ,  10.1569    ,  0.0140349  ,  3.00494    ])
1181    , -62827.1    , array([ 0.00449442 ,  10.1569    ,  0.0140208  ,  3.00794    ])
1182    , -28198.9    , array([ 0.0112776  ,  2.20617    ,  0.00535008 ,  0.155434   ])
1183    , -28198.9    , array([ 0.0112776  ,  2.20617    ,  0.00535008 ,  0.155434   ])
1184    , -28201.9    , array([ 0.0112889  ,  2.20617    ,  0.00535008 ,  0.155434   ])
1185    , -28197.1    , array([ 0.0112776  ,  2.20837    ,  0.00535008 ,  0.155434   ])
1186    , -28196      , array([ 0.0112776  ,  2.20617    ,  0.00535543 ,  0.155434   ])
1187    , -28199.3    , array([ 0.0112776  ,  2.20617    ,  0.00535008 ,  0.155589   ])
1188    , -102438     , array([ 0.00244498 ,  10.6162    ,  0.0250059  ,  0.930083   ])
1189    , -102438     , array([ 0.00244498 ,  10.6162    ,  0.0250059  ,  0.930083   ])
1190    , -102424     , array([ 0.00244743 ,  10.6162    ,  0.0250059  ,  0.930083   ])
1191    , -102452     , array([ 0.00244498 ,  10.6268    ,  0.0250059  ,  0.930083   ])
1192    , -102441     , array([ 0.00244498 ,  10.6162    ,  0.025031   ,  0.930083   ])
1193    , -102435     , array([ 0.00244498 ,  10.6162    ,  0.0250059  ,  0.931014   ])
1194    , -27891.2    , array([ 0.0107943  ,  2.30775    ,  0.00559176 ,  0.163609   ])
1195    , -27891.2    , array([ 0.0107943  ,  2.30775    ,  0.00559176 ,  0.163609   ])
1196    , -27894.1    , array([ 0.0108051  ,  2.30775    ,  0.00559176 ,  0.163609   ])
1197    , -27889.4    , array([ 0.0107943  ,  2.31006    ,  0.00559176 ,  0.163609   ])
1198    , -27888.4    , array([ 0.0107943  ,  2.30775    ,  0.00559736 ,  0.163609   ])
1199    , -27892      , array([ 0.0107943  ,  2.30775    ,  0.00559176 ,  0.163773   ])
1200    , -27493.9    , array([ 0.0119377  ,  4.22971    ,  0.00516232 ,  0.154126   ])
1201    , -27493.9    , array([ 0.0119377  ,  4.22971    ,  0.00516232 ,  0.154126   ])
1202    , -27496.8    , array([ 0.0119496  ,  4.22971    ,  0.00516232 ,  0.154126   ])
1203    , -27492.8    , array([ 0.0119377  ,  4.23394    ,  0.00516232 ,  0.154126   ])
1204    , -27491.2    , array([ 0.0119377  ,  4.22971    ,  0.00516749 ,  0.154126   ])
1205    , -27494      , array([ 0.0119377  ,  4.22971    ,  0.00516232 ,  0.15428    ])
1206    , -26897.2    , array([ 0.0655406  ,  4.42611    ,  0.0382279  ,  0.15503    ])
1207    , -26897.2    , array([ 0.0655406  ,  4.42611    ,  0.0382279  ,  0.15503    ])
1208    , -26899.9    , array([ 0.0656061  ,  4.42611    ,  0.0382279  ,  0.15503    ])
1209    , -26896.2    , array([ 0.0655406  ,  4.43054    ,  0.0382279  ,  0.15503    ])
1210    , -26894.9    , array([ 0.0655406  ,  4.42611    ,  0.0382662  ,  0.15503    ])
1211    , -26898      , array([ 0.0655406  ,  4.42611    ,  0.0382279  ,  0.155185   ])
1212    , -26083.6    , array([ 0.0316758  ,  4.89521    ,  0.0271639  ,  0.16296    ])
1213    , -26083.6    , array([ 0.0316758  ,  4.89521    ,  0.0271639  ,  0.16296    ])
1214    , -26084.3    , array([ 0.0317075  ,  4.89521    ,  0.0271639  ,  0.16296    ])
1215    , -26083      , array([ 0.0316758  ,  4.90011    ,  0.0271639  ,  0.16296    ])
1216    , -26083.2    , array([ 0.0316758  ,  4.89521    ,  0.0271911  ,  0.16296    ])
1217    , -26086.2    , array([ 0.0316758  ,  4.89521    ,  0.0271639  ,  0.163124   ])
1218    , -25261.6    , array([ 0.0133875  ,  8.97522    ,  0.0131538  ,  0.133952   ])
1219    , -25261.6    , array([ 0.0133875  ,  8.97522    ,  0.0131538  ,  0.133952   ])
1220    , -25261.4    , array([ 0.0134009  ,  8.97522    ,  0.0131538  ,  0.133952   ])
1221    , -25261.4    , array([ 0.0133875  ,  8.9842     ,  0.0131538  ,  0.133952   ])
1222    , -25261.8    , array([ 0.0133875  ,  8.97522    ,  0.013167   ,  0.133952   ])
1223    , -25263.9    , array([ 0.0133875  ,  8.97522    ,  0.0131538  ,  0.134086   ])
1224    , -24551.2    , array([ 0.00480429 ,  18.9454    ,  0.00509424 ,  0.0875871  ])
1225    , -24551.2    , array([ 0.00480429 ,  18.9454    ,  0.00509424 ,  0.0875871  ])
1226    , -24552.6    , array([ 0.0048091  ,  18.9454    ,  0.00509424 ,  0.0875871  ])
1227    , -24551.1    , array([ 0.00480429 ,  18.9644    ,  0.00509424 ,  0.0875871  ])
1228    , -24549.8    , array([ 0.00480429 ,  18.9454    ,  0.00509933 ,  0.0875871  ])
1229    , -24551.4    , array([ 0.00480429 ,  18.9454    ,  0.00509424 ,  0.0876747  ])
1230    , -24464.2    , array([ 0.00247871 ,  31.3331    ,  0.00480373 ,  0.0503515  ])
1231    , -24464.2    , array([ 0.00247871 ,  31.3331    ,  0.00480373 ,  0.0503515  ])
1232    , -24459.3    , array([ 0.00248119 ,  31.3331    ,  0.00480373 ,  0.0503515  ])
1233    , -24464.2    , array([ 0.00247871 ,  31.3644    ,  0.00480373 ,  0.0503515  ])
1234    , -24469.1    , array([ 0.00247871 ,  31.3331    ,  0.00480853 ,  0.0503515  ])
1235    , -24466.9    , array([ 0.00247871 ,  31.3331    ,  0.00480373 ,  0.0504019  ])
1236    , -24254.9    , array([ 0.00367879 ,  23.2079    ,  0.004975   ,  0.070059   ])
1237    , -24254.9    , array([ 0.00367879 ,  23.2079    ,  0.004975   ,  0.070059   ])
1238    , -24255      , array([ 0.00368248 ,  23.2079    ,  0.004975   ,  0.070059   ])
1239    , -24254.9    , array([ 0.00367879 ,  23.2311    ,  0.004975   ,  0.070059   ])
1240    , -24254.9    , array([ 0.00367879 ,  23.2079    ,  0.00497998 ,  0.070059   ])
1241    , -24255.6    , array([ 0.00367879 ,  23.2079    ,  0.004975   ,  0.070129   ])
1242    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1243    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1244    , -24050.8    , array([ 0.00153759 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1245    , -24051.7    , array([ 0.00153606 ,  37.3947    ,  0.00271946 ,  0.0459917  ])
1246    , -24052.7    , array([ 0.00153606 ,  37.3573    ,  0.00272218 ,  0.0459917  ])
1247    , -24052.5    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0460378  ])
1254    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1255    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1256    , -24050.8    , array([ 0.00153759 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1257    , -24051.7    , array([ 0.00153606 ,  37.3947    ,  0.00271946 ,  0.0459917  ])
1258    , -24052.7    , array([ 0.00153606 ,  37.3573    ,  0.00272218 ,  0.0459917  ])
1259    , -24052.5    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0460377  ])
1266    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1267    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1268    , -24050.8    , array([ 0.00153759 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1269    , -24051.7    , array([ 0.00153606 ,  37.3947    ,  0.00271946 ,  0.0459917  ])
1270    , -24052.7    , array([ 0.00153606 ,  37.3573    ,  0.00272218 ,  0.0459917  ])
1271    , -24052.5    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0460377  ])
1278    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1279    , -24051.7    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1280    , -24050.8    , array([ 0.00153759 ,  37.3573    ,  0.00271946 ,  0.0459917  ])
1281    , -24051.7    , array([ 0.00153606 ,  37.3947    ,  0.00271946 ,  0.0459917  ])
1282    , -24052.7    , array([ 0.00153606 ,  37.3573    ,  0.00272218 ,  0.0459917  ])
1283    , -24052.5    , array([ 0.00153606 ,  37.3573    ,  0.00271946 ,  0.0460377  ])
1284    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1285    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1286    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1287    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1288    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1289    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1296    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1297    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1298    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1299    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1300    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1301    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1308    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1309    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1310    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1311    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1312    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1313    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1320    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1321    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1322    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1323    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1324    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1325    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1332    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1333    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1334    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1335    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1336    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1337    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1344    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1345    , -24007.6    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1346    , -24007.1    , array([ 0.00111925 ,  43.3422    ,  0.00205479 ,  0.0413016  ])
1347    , -24007.7    , array([ 0.00111813 ,  43.3855    ,  0.00205479 ,  0.0413016  ])
1348    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205684 ,  0.0413016  ])
1349    , -24008.2    , array([ 0.00111813 ,  43.3422    ,  0.00205479 ,  0.0413429  ])
1350    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1351    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1352    , -23998.9    , array([ 0.00101689 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1353    , -23999.4    , array([ 0.00101588 ,  45.084     ,  0.00189228 ,  0.0400946  ])
1354    , -24000      , array([ 0.00101588 ,  45.039     ,  0.00189417 ,  0.0400946  ])
1355    , -23999.9    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0401347  ])
1362    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1363    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1364    , -23998.9    , array([ 0.00101689 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1365    , -23999.4    , array([ 0.00101588 ,  45.084     ,  0.00189228 ,  0.0400946  ])
1366    , -24000      , array([ 0.00101588 ,  45.039     ,  0.00189417 ,  0.0400946  ])
1367    , -23999.9    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0401347  ])
1368    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1369    , -23999.4    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1370    , -23998.9    , array([ 0.00101689 ,  45.039     ,  0.00189228 ,  0.0400946  ])
1371    , -23999.4    , array([ 0.00101588 ,  45.084     ,  0.00189228 ,  0.0400946  ])
1372    , -24000      , array([ 0.00101588 ,  45.039     ,  0.00189417 ,  0.0400946  ])
1373    , -23999.9    , array([ 0.00101588 ,  45.039     ,  0.00189228 ,  0.0401347  ])
1376    , -23997.6    , array([ 0.00100045 ,  45.3339    ,  0.00186596 ,  0.0398929  ])
1380    , -23999      , array([ 0.00101076 ,  45.1302    ,  0.00188408 ,  0.0400319  ])
1381    , -23999      , array([ 0.00101076 ,  45.1302    ,  0.00188408 ,  0.0400319  ])
1382    , -23998.5    , array([ 0.00101177 ,  45.1302    ,  0.00188408 ,  0.0400319  ])
1383    , -23999      , array([ 0.00101076 ,  45.1754    ,  0.00188408 ,  0.0400319  ])
1384    , -23999.5    , array([ 0.00101076 ,  45.1302    ,  0.00188596 ,  0.0400319  ])
1385    , -23999.5    , array([ 0.00101076 ,  45.1302    ,  0.00188408 ,  0.040072   ])
1386    , -23998.4    , array([ 0.00100328 ,  45.2646    ,  0.0018721  ,  0.0399401  ])
1387    , -23998.4    , array([ 0.00100328 ,  45.2646    ,  0.0018721  ,  0.0399401  ])
1388    , -23997.9    , array([ 0.00100428 ,  45.2646    ,  0.0018721  ,  0.0399401  ])
1389    , -23998.4    , array([ 0.00100328 ,  45.3099    ,  0.0018721  ,  0.0399401  ])
1390    , -23998.9    , array([ 0.00100328 ,  45.2646    ,  0.00187397 ,  0.0399401  ])
1391    , -23998.9    , array([ 0.00100328 ,  45.2646    ,  0.0018721  ,  0.0399801  ])
1392    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1393    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1394    , -23997.7    , array([ 0.00100175 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1395    , -23998.2    , array([ 0.00100075 ,  45.3557    ,  0.00186804 ,  0.039909   ])
1396    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186991 ,  0.039909   ])
1397    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.0399489  ])
1400    , -23997.6    , array([ 0.00100089 ,  45.3259    ,  0.00186667 ,  0.0398984  ])
1404    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1405    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1406    , -23997.7    , array([ 0.00100175 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1407    , -23998.2    , array([ 0.00100075 ,  45.3557    ,  0.00186804 ,  0.039909   ])
1408    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186991 ,  0.039909   ])
1409    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.0399489  ])
1410    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1411    , -23998.2    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1412    , -23997.7    , array([ 0.00100175 ,  45.3103    ,  0.00186804 ,  0.039909   ])
1413    , -23998.2    , array([ 0.00100075 ,  45.3557    ,  0.00186804 ,  0.039909   ])
1414    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186991 ,  0.039909   ])
1415    , -23998.7    , array([ 0.00100075 ,  45.3103    ,  0.00186804 ,  0.0399489  ])
1416    , -23998.1    , array([ 0.00100032 ,  45.3181    ,  0.00186735 ,  0.0399037  ])
1417    , -23998.1    , array([ 0.00100032 ,  45.3181    ,  0.00186735 ,  0.0399037  ])
1418    , -23997.7    , array([ 0.00100132 ,  45.3181    ,  0.00186735 ,  0.0399037  ])
1419    , -23998.2    , array([ 0.00100032 ,  45.3635    ,  0.00186735 ,  0.0399037  ])
1420    , -23998.7    , array([ 0.00100032 ,  45.3181    ,  0.00186922 ,  0.0399037  ])
1421    , -23998.6    , array([ 0.00100032 ,  45.3181    ,  0.00186735 ,  0.0399436  ])
1422    , -23998.1    , array([ 0.00100004 ,  45.3233    ,  0.0018669  ,  0.0399002  ])
1423    , -23998.1    , array([ 0.00100004 ,  45.3233    ,  0.0018669  ,  0.0399002  ])
1424    , -23997.6    , array([ 0.00100104 ,  45.3233    ,  0.0018669  ,  0.0399002  ])
