42008   , -79089.4    , array([ 0.29082    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42009   , -79089.4    , array([ 0.29082    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42010   , -79089.4    , array([ 1.29082    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42011   , -79089.4    , array([ 2.90885    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42012   , -79089.4    , array([ 1.29082    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42013   , -79089.4    , array([ 1.90885    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42014   , -79089.4    , array([ 2.29082    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42015   , -79089.4    , array([ 2.52689    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42016   , -79089.4    , array([ 2.67279    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42017   , -79089.4    , array([ 2.76296    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42018   , -79089.4    , array([ 2.81868    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42019   , -79089.4    , array([ 2.85313    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42020   , -79089.4    , array([ 2.87875    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42021   , -79089.4    , array([ 2.87875    ,  3.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42022   , -79089.4    , array([ 2.87875    ,  4.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42023   , -79089.4    , array([ 2.87875    ,  6.40705    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42024   , -79089.4    , array([ 2.87875    ,  4.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42025   , -79089.4    , array([ 2.87875    ,  5.40705    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42026   , -79089.4    , array([ 2.87875    ,  5.78902    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42027   , -79089.4    , array([ 2.87875    ,  6.02508    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42028   , -79089.4    , array([ 2.87875    ,  6.17098    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42029   , -79089.4    , array([ 2.87875    ,  6.26115    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42030   , -79089.4    , array([ 2.87875    ,  6.31688    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42031   , -79089.4    , array([ 2.87875    ,  6.35132    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42032   , -79089.4    , array([ 2.87875    ,  6.37695    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42033   , -79089.4    , array([ 2.87875    ,  6.37695    ,  0.0433438  ,  0.0112026  ,  4.58823e-36])
42034   , -79089.4    , array([ 2.87875    ,  6.37695    ,  1.04334    ,  0.0112026  ,  4.58823e-36])
42035   , -79089.4    , array([ 2.87875    ,  6.37695    ,  2.66138    ,  0.0112026  ,  4.58823e-36])
