Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2040.69	4091.38	1403.84	4560.34	4.2362,0.4104,0.6835,2.0452,30.0
our_model	Round_1_Replicate_2	-1393.62	2797.24	167.24	19488.07	1.23,0.1237,4.8458,1.0715,0.0569
our_model	Round_1_Replicate_3	-1336.61	2683.22	52.3	20019.16	0.9797,0.1082,5.3779,1.2082,0.0494
our_model	Round_1_Replicate_4	-2172.32	4354.64	1656.68	4286.68	4.3566,0.5384,0.635,1.5229,30.0
our_model	Round_1_Replicate_5	-2150.3	4310.6	1615.39	4374.95	4.2899,0.5139,0.6494,1.6004,30.0
our_model	Round_1_Replicate_6	-2072.75	4155.5	1467.27	4121.55	4.6439,0.4849,0.6149,1.7191,30.0
our_model	Round_1_Replicate_7	-2679.3	5368.6	2563.5	6876.83	2.5191,0.4843,1.0325,1.6048,30.0
our_model	Round_1_Replicate_8	-2255.39	4520.78	1810.21	4770.45	3.8523,0.5277,0.7064,1.5366,30.0
our_model	Round_1_Replicate_9	-2254.88	4519.76	1809.21	7685.31	2.391,0.3276,1.1388,2.4745,30.0
our_model	Round_1_Replicate_10	-2003.19	4016.38	1327.14	6515.03	3.0124,0.2569,0.9882,3.3037,30.0
our_model	Round_2_Replicate_1	-1315.5	2641.0	9.19	20067.19	0.993,0.0915,4.9289,2.8807,0.0455
our_model	Round_2_Replicate_2	-1330.87	2671.74	40.55	19985.74	1.0797,0.0847,4.6741,2.8913,0.0404
our_model	Round_2_Replicate_3	-1311.06	2632.12	0.26	19984.31	1.0113,0.0996,4.9846,2.5016,0.0497
our_model	Round_2_Replicate_4	-1363.27	2736.54	107.48	19964.63	1.1572,0.0751,4.3757,3.4678,0.0354
our_model	Round_2_Replicate_5	-1322.48	2654.96	23.39	19983.18	1.0668,0.0882,4.8005,3.0177,0.0438
our_model	Round_2_Replicate_6	-1312.21	2634.42	2.57	20021.75	1.0079,0.0957,5.0011,2.7074,0.0479
our_model	Round_2_Replicate_7	-1314.57	2639.14	7.23	19974.28	0.9885,0.1069,5.0708,2.4086,0.0548
our_model	Round_2_Replicate_8	-1311.93	2633.86	1.98	19959.73	1.0033,0.1035,4.9601,2.4736,0.0521
our_model	Round_2_Replicate_9	-1364.97	2739.94	110.14	20078.2	1.0613,0.0719,4.2857,4.1677,0.0351
our_model	Round_2_Replicate_10	-1311.06	2632.12	0.27	20015.95	0.9909,0.0998,5.0024,2.5553,0.0502
our_model	Round_2_Replicate_11	-1323.86	2657.72	26.2	19975.38	1.0705,0.0879,4.7481,2.8173,0.0424
our_model	Round_2_Replicate_12	-1325.57	2661.14	29.16	19976.02	0.9842,0.11,5.1405,2.5819,0.0595
our_model	Round_2_Replicate_13	-1332.85	2675.7	43.11	19821.34	1.0105,0.1196,4.9737,1.8441,0.0598
our_model	Round_2_Replicate_14	-1367.39	2744.78	116.02	19959.03	1.1681,0.0742,4.316,3.5058,0.0349
our_model	Round_2_Replicate_15	-1313.28	2636.56	4.68	19973.97	0.9932,0.1059,5.0669,2.3645,0.0538
our_model	Round_2_Replicate_16	-1397.73	2805.46	179.8	20003.86	1.17,0.0679,4.0271,3.5287,0.0308
our_model	Round_2_Replicate_17	-1322.41	2654.82	23.23	20104.9	0.945,0.109,5.6092,1.887,0.0539
our_model	Round_2_Replicate_18	-1315.73	2641.46	9.67	20043.41	1.0072,0.0913,4.8722,2.8191,0.0451
our_model	Round_2_Replicate_19	-1311.05	2632.1	0.24	19989.18	1.0018,0.0999,4.9343,2.4871,0.0497
our_model	Round_2_Replicate_20	-1315.08	2640.16	8.27	19874.08	1.0338,0.1068,4.8493,2.1435,0.0525
