Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2022.53	4055.06	1367.25	5850.43	3.3236,0.3055,0.8811,2.7596,30.0
our_model	Round_1_Replicate_2	-2642.3	5294.6	2499.52	4412.47	3.9471,0.7407,0.6616,1.0525,30.0
our_model	Round_1_Replicate_3	-1318.33	2646.66	14.94	19987.77	0.9952,0.1053,5.1553,1.7763,0.0501
our_model	Round_1_Replicate_4	-2004.32	4018.64	1329.52	7973.64	2.4597,0.2109,1.2088,4.0228,30.0
our_model	Round_1_Replicate_5	-1576.84	3163.68	542.32	19557.8	1.0142,0.1631,5.5242,0.0104,0.0699
our_model	Round_1_Replicate_6	-2216.06	4442.12	1739.24	3350.16	5.5486,0.7195,0.4954,1.1341,30.0
our_model	Round_1_Replicate_7	-2110.29	4230.58	1539.52	4381.57	4.323,0.4857,0.6517,1.7041,30.0
our_model	Round_1_Replicate_8	-2098.04	4206.08	1515.69	7776.42	2.4403,0.2689,1.1573,3.085,30.0
our_model	Round_1_Replicate_9	-2511.67	5033.34	2270.5	4393.63	4.0276,0.6915,0.6545,1.1411,30.0
our_model	Round_1_Replicate_10	-2303.94	4617.88	1900.82	3208.08	5.7123,0.8142,0.4741,0.9918,30.0
our_model	Round_2_Replicate_1	-1324.0	2658.0	26.07	19749.43	1.1104,0.1069,4.7927,2.4469,0.0541
our_model	Round_2_Replicate_2	-1331.04	2672.08	40.89	20074.85	1.0188,0.0849,4.8239,2.6198,0.0398
our_model	Round_2_Replicate_3	-1336.1	2682.2	50.95	20128.52	1.0007,0.0818,4.9935,3.5322,0.0402
our_model	Round_2_Replicate_4	-1312.07	2634.14	2.28	20007.72	1.0101,0.0961,4.9477,2.7582,0.0483
our_model	Round_2_Replicate_5	-1334.09	2678.18	46.9	20025.92	0.9616,0.1172,5.6303,1.8798,0.0599
our_model	Round_2_Replicate_6	-1314.13	2638.26	6.38	20018.31	0.9931,0.0971,4.8698,2.2937,0.0467
our_model	Round_2_Replicate_7	-1319.92	2649.84	17.89	19967.87	1.0374,0.0898,4.5148,3.0642,0.0442
our_model	Round_2_Replicate_8	-1316.32	2642.64	10.74	20016.6	0.9787,0.1039,5.0569,2.7004,0.0548
our_model	Round_2_Replicate_9	-1340.29	2690.58	59.85	20075.01	1.03,0.0808,4.6323,2.8511,0.0377
our_model	Round_2_Replicate_10	-1312.48	2634.96	3.11	20026.78	1.0034,0.095,4.9401,2.7345,0.0474
our_model	Round_2_Replicate_11	-1327.51	2665.02	32.9	19853.24	1.0174,0.1168,5.1063,1.9158,0.0587
our_model	Round_2_Replicate_12	-1341.57	2693.14	62.27	19919.53	1.1513,0.0841,4.7593,2.9738,0.0403
our_model	Round_2_Replicate_13	-1311.04	2632.08	0.23	20006.84	1.0006,0.0988,4.9814,2.5158,0.0492
our_model	Round_2_Replicate_14	-1312.89	2635.78	3.92	20068.29	0.9626,0.1018,5.1999,2.2874,0.0503
our_model	Round_2_Replicate_15	-1311.93	2633.86	1.99	19955.87	1.0162,0.1028,5.0405,2.4258,0.0515
our_model	Round_2_Replicate_16	-1327.47	2664.94	33.2	20141.08	0.9116,0.1087,5.5004,1.7988,0.0524
our_model	Round_2_Replicate_17	-1350.19	2710.38	80.01	19903.82	1.1773,0.0809,4.5392,3.1113,0.0385
our_model	Round_2_Replicate_18	-1321.32	2652.64	21.07	20048.6	1.0,0.1033,5.5504,1.9031,0.0502
our_model	Round_2_Replicate_19	-1332.09	2674.18	42.62	20038.92	1.031,0.0828,4.5429,3.3083,0.0401
our_model	Round_2_Replicate_20	-1332.2	2674.4	43.08	19937.55	0.9972,0.1113,5.177,1.3848,0.0514
