118149  , -79089.4    , array([ 0.0175285  ,  0.0511239  ,  0.593624   ,  1.3728e-20 ,  2.13072e-11])
118150  , -79089.4    , array([ 0.017546   ,  0.0511239  ,  0.593624   ,  1.3728e-20 ,  2.13072e-11])
118151  , -79089.4    , array([ 0.0175285  ,  0.051175   ,  0.593624   ,  1.3728e-20 ,  2.13072e-11])
118152  , -79089.4    , array([ 0.0175285  ,  0.0511239  ,  0.594218   ,  1.3728e-20 ,  2.13072e-11])
118153  , -79089.4    , array([ 0.0175285  ,  0.0511239  ,  0.593624   ,  1.37417e-20,  2.13072e-11])
118154  , -79089.4    , array([ 0.0175285  ,  0.0511239  ,  0.593624   ,  1.3728e-20 ,  2.13285e-11])
118155  , -79089.4    , array([ 0.0175285  ,  0.0511239  ,  0.593624   ,  1.3728e-20 ,  2.13072e-11])
118156  , -79089.4    , array([ 0.0175115  ,  0.0510989  ,  0.593624   ,  1.3728e-20 ,  2.13384e-11])
118157  , -79089.4    , array([ 0.0175115  ,  0.0510989  ,  0.593624   ,  1.3728e-20 ,  2.13384e-11])
118158  , -79089.4    , array([ 0.017529   ,  0.0510989  ,  0.593624   ,  1.3728e-20 ,  2.13384e-11])
118159  , -79089.4    , array([ 0.0175115  ,  0.05115    ,  0.593624   ,  1.3728e-20 ,  2.13384e-11])
118160  , -79089.4    , array([ 0.0175115  ,  0.0510989  ,  0.594218   ,  1.3728e-20 ,  2.13384e-11])
118161  , -79089.4    , array([ 0.0175115  ,  0.0510989  ,  0.593624   ,  1.37417e-20,  2.13384e-11])
118162  , -79089.4    , array([ 0.0175115  ,  0.0510989  ,  0.593624   ,  1.3728e-20 ,  2.13597e-11])
118163  , -79089.4    , array([ 0.0174436  ,  0.0509989  ,  0.593624   ,  1.3728e-20 ,  2.14635e-11])
118164  , -79089.4    , array([ 0.0174436  ,  0.0509989  ,  0.593624   ,  1.3728e-20 ,  2.14635e-11])
118165  , -79089.4    , array([ 0.0174611  ,  0.0509989  ,  0.593624   ,  1.3728e-20 ,  2.14635e-11])
118166  , -79089.4    , array([ 0.0174436  ,  0.0510499  ,  0.593624   ,  1.3728e-20 ,  2.14635e-11])
118167  , -79089.4    , array([ 0.0174436  ,  0.0509989  ,  0.594218   ,  1.3728e-20 ,  2.14635e-11])
118168  , -79089.4    , array([ 0.0174436  ,  0.0509989  ,  0.593624   ,  1.37417e-20,  2.14635e-11])
