11175   , -4498.67    , array([ 0.0298138  ,  15.3492    ,  0.0239895  ,  2.41172e-42])
11176   , -4495.47    , array([ 0.0298436  ,  15.3492    ,  0.0239895  ,  2.41172e-42])
11177   , -4498.67    , array([ 0.0298138  ,  15.3645    ,  0.0239895  ,  2.41172e-42])
11178   , -4500.41    , array([ 0.0298138  ,  15.3492    ,  0.0240135  ,  2.41172e-42])
11179   , -4498.67    , array([ 0.0298138  ,  15.3492    ,  0.0239895  ,  2.41414e-42])
11180   , -4498.67    , array([ 0.0298138  ,  15.3492    ,  0.0239895  ,  2.41172e-42])
11181   , -1819.74    , array([ 0.0723861  ,  15.3492    ,  0.0148004  ,  2.41172e-42])
11182   , -1819.74    , array([ 0.0723861  ,  15.3492    ,  0.0148004  ,  2.41172e-42])
11183   , -1818.95    , array([ 0.0724585  ,  15.3492    ,  0.0148004  ,  2.41172e-42])
11184   , -1819.74    , array([ 0.0723861  ,  15.3645    ,  0.0148004  ,  2.41172e-42])
11185   , -1820.16    , array([ 0.0723861  ,  15.3492    ,  0.0148152  ,  2.41172e-42])
11186   , -1819.74    , array([ 0.0723861  ,  15.3492    ,  0.0148004  ,  2.41414e-42])
11193   , -1819.74    , array([ 0.0723863  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11194   , -1819.74    , array([ 0.0723863  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11195   , -1818.95    , array([ 0.0724587  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11196   , -1819.74    , array([ 0.0723863  ,  15.3645    ,  0.0148005  ,  2.41172e-42])
11197   , -1820.16    , array([ 0.0723863  ,  15.3492    ,  0.0148153  ,  2.41172e-42])
11198   , -1819.74    , array([ 0.0723863  ,  15.3492    ,  0.0148005  ,  2.41414e-42])
11199   , -1819.74    , array([ 0.0723864  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11200   , -1819.74    , array([ 0.0723864  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11201   , -1818.95    , array([ 0.0724589  ,  15.3492    ,  0.0148005  ,  2.41172e-42])
11202   , -1819.74    , array([ 0.0723864  ,  15.3645    ,  0.0148005  ,  2.41172e-42])
