1       , -21124.6    , array([ 1.73141    ,  0.106641   ,  9.9        ,  2.64572    ,  0.012066   ])
2       , -21125.5    , array([ 1.73314    ,  0.106641   ,  9.9        ,  2.64572    ,  0.012066   ])
3       , -21149.5    , array([ 1.73141    ,  0.106748   ,  9.9        ,  2.64572    ,  0.012066   ])
4       , -21126.8    , array([ 1.73141    ,  0.106641   ,  9.9099     ,  2.64572    ,  0.012066   ])
5       , -21125.5    , array([ 1.73141    ,  0.106641   ,  9.9        ,  2.64837    ,  0.012066   ])
6       , -21102.1    , array([ 1.73141    ,  0.106641   ,  9.9        ,  2.64572    ,  0.0120781  ])
7       , -21124.6    , array([ 1.73141    ,  0.106641   ,  9.9        ,  2.64572    ,  0.012066   ])
8       , -1963.88    , array([ 1.6847     ,  0.0505472  ,  9.25803    ,  2.57464    ,  0.023718   ])
9       , -1963.88    , array([ 1.6847     ,  0.0505472  ,  9.25803    ,  2.57464    ,  0.023718   ])
10      , -1964.26    , array([ 1.68639    ,  0.0505472  ,  9.25803    ,  2.57464    ,  0.023718   ])
11      , -1961.87    , array([ 1.6847     ,  0.0505978  ,  9.25803    ,  2.57464    ,  0.023718   ])
12      , -1964.55    , array([ 1.6847     ,  0.0505472  ,  9.2673     ,  2.57464    ,  0.023718   ])
13      , -1963.66    , array([ 1.6847     ,  0.0505472  ,  9.25803    ,  2.57721    ,  0.023718   ])
14      , -1965.38    , array([ 1.6847     ,  0.0505472  ,  9.25803    ,  2.57464    ,  0.0237418  ])
22      , -1961.38    , array([ 1.68264    ,  0.0505739  ,  9.23676    ,  2.57576    ,  0.0237283  ])
23      , -1961.38    , array([ 1.68264    ,  0.0505739  ,  9.23676    ,  2.57576    ,  0.0237283  ])
24      , -1961.76    , array([ 1.68432    ,  0.0505739  ,  9.23676    ,  2.57576    ,  0.0237283  ])
25      , -1959.36    , array([ 1.68264    ,  0.0506245  ,  9.23676    ,  2.57576    ,  0.0237283  ])
26      , -1962.04    , array([ 1.68264    ,  0.0505739  ,  9.246      ,  2.57576    ,  0.0237283  ])
27      , -1961.16    , array([ 1.68264    ,  0.0505739  ,  9.23676    ,  2.57833    ,  0.0237283  ])
28      , -1962.88    , array([ 1.68264    ,  0.0505739  ,  9.23676    ,  2.57576    ,  0.023752   ])
29      , -1947.17    , array([ 1.67085    ,  0.0507268  ,  9.11573    ,  2.58218    ,  0.0237871  ])
30      , -1947.17    , array([ 1.67085    ,  0.0507268  ,  9.11573    ,  2.58218    ,  0.0237871  ])
31      , -1947.54    , array([ 1.67252    ,  0.0507268  ,  9.11573    ,  2.58218    ,  0.0237871  ])
32      , -1945.16    , array([ 1.67085    ,  0.0507776  ,  9.11573    ,  2.58218    ,  0.0237871  ])
33      , -1947.81    , array([ 1.67085    ,  0.0507268  ,  9.12485    ,  2.58218    ,  0.0237871  ])
34      , -1946.95    , array([ 1.67085    ,  0.0507268  ,  9.11573    ,  2.58477    ,  0.0237871  ])
35      , -1948.65    , array([ 1.67085    ,  0.0507268  ,  9.11573    ,  2.58218    ,  0.0238109  ])
43      , -1946.57    , array([ 1.67034    ,  0.0507333  ,  9.1106     ,  2.58246    ,  0.0237896  ])
44      , -1946.57    , array([ 1.67034    ,  0.0507333  ,  9.1106     ,  2.58246    ,  0.0237896  ])
45      , -1946.94    , array([ 1.67202    ,  0.0507333  ,  9.1106     ,  2.58246    ,  0.0237896  ])
46      , -1944.56    , array([ 1.67034    ,  0.0507841  ,  9.1106     ,  2.58246    ,  0.0237896  ])
47      , -1947.21    , array([ 1.67034    ,  0.0507333  ,  9.11971    ,  2.58246    ,  0.0237896  ])
48      , -1946.35    , array([ 1.67034    ,  0.0507333  ,  9.1106     ,  2.58504    ,  0.0237896  ])
49      , -1948.05    , array([ 1.67034    ,  0.0507333  ,  9.1106     ,  2.58246    ,  0.0238134  ])
50      , -1943.14    , array([ 1.66748    ,  0.0507707  ,  9.08133    ,  2.58403    ,  0.023804   ])
51      , -1943.14    , array([ 1.66748    ,  0.0507707  ,  9.08133    ,  2.58403    ,  0.023804   ])
52      , -1943.51    , array([ 1.66915    ,  0.0507707  ,  9.08133    ,  2.58403    ,  0.023804   ])
53      , -1941.13    , array([ 1.66748    ,  0.0508215  ,  9.08133    ,  2.58403    ,  0.023804   ])
54      , -1943.78    , array([ 1.66748    ,  0.0507707  ,  9.09042    ,  2.58403    ,  0.023804   ])
55      , -1942.92    , array([ 1.66748    ,  0.0507707  ,  9.08133    ,  2.58661    ,  0.023804   ])
56      , -1944.62    , array([ 1.66748    ,  0.0507707  ,  9.08133    ,  2.58403    ,  0.0238278  ])
64      , -1942.99    , array([ 1.66736    ,  0.0507724  ,  9.08006    ,  2.5841     ,  0.0238046  ])
65      , -1942.99    , array([ 1.66736    ,  0.0507724  ,  9.08006    ,  2.5841     ,  0.0238046  ])
66      , -1943.36    , array([ 1.66903    ,  0.0507724  ,  9.08006    ,  2.5841     ,  0.0238046  ])
67      , -1940.98    , array([ 1.66736    ,  0.0508232  ,  9.08006    ,  2.5841     ,  0.0238046  ])
68      , -1943.63    , array([ 1.66736    ,  0.0507724  ,  9.08914    ,  2.5841     ,  0.0238046  ])
69      , -1942.77    , array([ 1.66736    ,  0.0507724  ,  9.08006    ,  2.58668    ,  0.0238046  ])
70      , -1944.47    , array([ 1.66736    ,  0.0507724  ,  9.08006    ,  2.5841     ,  0.0238284  ])
71      , -1942.14    , array([ 1.66665    ,  0.0507816  ,  9.0728     ,  2.58449    ,  0.0238082  ])
72      , -1942.14    , array([ 1.66665    ,  0.0507816  ,  9.0728     ,  2.58449    ,  0.0238082  ])
73      , -1942.52    , array([ 1.66831    ,  0.0507816  ,  9.0728     ,  2.58449    ,  0.0238082  ])
74      , -1940.13    , array([ 1.66665    ,  0.0508325  ,  9.0728     ,  2.58449    ,  0.0238082  ])
75      , -1942.78    , array([ 1.66665    ,  0.0507816  ,  9.08188    ,  2.58449    ,  0.0238082  ])
76      , -1941.92    , array([ 1.66665    ,  0.0507816  ,  9.0728     ,  2.58707    ,  0.0238082  ])
77      , -1943.62    , array([ 1.66665    ,  0.0507816  ,  9.0728     ,  2.58449    ,  0.023832   ])
78      , -25001      , array([ 0.154967   ,  0.140824   ,  0.105402   ,  5.99746    ,  0.0549548  ])
79      , -25001      , array([ 0.154967   ,  0.140824   ,  0.105402   ,  5.99746    ,  0.0549548  ])
80      , -24971.5    , array([ 0.155122   ,  0.140824   ,  0.105402   ,  5.99746    ,  0.0549548  ])
81      , -25013.4    , array([ 0.154967   ,  0.140965   ,  0.105402   ,  5.99746    ,  0.0549548  ])
82      , -25000.8    , array([ 0.154967   ,  0.140824   ,  0.105508   ,  5.99746    ,  0.0549548  ])
83      , -25002.9    , array([ 0.154967   ,  0.140824   ,  0.105402   ,  6.00346    ,  0.0549548  ])
84      , -25014.4    , array([ 0.154967   ,  0.140824   ,  0.105402   ,  5.99746    ,  0.0550097  ])
85      , -1443.05    , array([ 0.985713   ,  0.0636282  ,  3.38787    ,  3.11321    ,  0.028645   ])
86      , -1443.05    , array([ 0.985713   ,  0.0636282  ,  3.38787    ,  3.11321    ,  0.028645   ])
87      , -1442.93    , array([ 0.9867     ,  0.0636282  ,  3.38787    ,  3.11321    ,  0.028645   ])
88      , -1441.97    , array([ 0.985713   ,  0.0636918  ,  3.38787    ,  3.11321    ,  0.028645   ])
89      , -1442.93    , array([ 0.985713   ,  0.0636282  ,  3.39126    ,  3.11321    ,  0.028645   ])
90      , -1442.9     , array([ 0.985713   ,  0.0636282  ,  3.38787    ,  3.11633    ,  0.028645   ])
91      , -1443.64    , array([ 0.985713   ,  0.0636282  ,  3.38787    ,  3.11321    ,  0.0286737  ])
99      , -1443.05    , array([ 0.985714   ,  0.0636284  ,  3.38787    ,  3.11322    ,  0.0286452  ])
100     , -1443.05    , array([ 0.985714   ,  0.0636284  ,  3.38787    ,  3.11322    ,  0.0286452  ])
