58094   , -30765      , array([ 1.47178    ,  0.522836   ,  6.04334e-34,  4.64449e-16,  0.0321208  ])
58095   , -30768.8    , array([ 1.47325    ,  0.522836   ,  6.04334e-34,  4.64449e-16,  0.0321208  ])
58096   , -30787      , array([ 1.47178    ,  0.523359   ,  6.04334e-34,  4.64449e-16,  0.0321208  ])
58097   , -30765      , array([ 1.47178    ,  0.522836   ,  6.04938e-34,  4.64449e-16,  0.0321208  ])
58098   , -30765      , array([ 1.47178    ,  0.522836   ,  6.04334e-34,  4.64914e-16,  0.0321208  ])
58099   , -30740.2    , array([ 1.47178    ,  0.522836   ,  6.04334e-34,  4.64449e-16,  0.0321529  ])
58100   , -30765      , array([ 1.47178    ,  0.522836   ,  6.04334e-34,  4.64449e-16,  0.0321208  ])
58101   , -4692.09    , array([ 1.30817    ,  0.268527   ,  6.04334e-34,  4.64449e-16,  0.0679878  ])
58102   , -4692.09    , array([ 1.30817    ,  0.268527   ,  6.04334e-34,  4.64449e-16,  0.0679878  ])
58103   , -4691.22    , array([ 1.30948    ,  0.268527   ,  6.04334e-34,  4.64449e-16,  0.0679878  ])
58104   , -4700.97    , array([ 1.30817    ,  0.268796   ,  6.04334e-34,  4.64449e-16,  0.0679878  ])
58105   , -4692.09    , array([ 1.30817    ,  0.268527   ,  6.04938e-34,  4.64449e-16,  0.0679878  ])
58106   , -4692.09    , array([ 1.30817    ,  0.268527   ,  6.04334e-34,  4.64914e-16,  0.0679878  ])
58107   , -4686.65    , array([ 1.30817    ,  0.268527   ,  6.04334e-34,  4.64449e-16,  0.0680558  ])
58115   , -4687.48    , array([ 1.3088     ,  0.268343   ,  6.04334e-34,  4.64449e-16,  0.0679641  ])
58116   , -4687.48    , array([ 1.3088     ,  0.268343   ,  6.04334e-34,  4.64449e-16,  0.0679641  ])
58117   , -4686.62    , array([ 1.31011    ,  0.268343   ,  6.04334e-34,  4.64449e-16,  0.0679641  ])
58118   , -4696.36    , array([ 1.3088     ,  0.268611   ,  6.04334e-34,  4.64449e-16,  0.0679641  ])
58119   , -4687.48    , array([ 1.3088     ,  0.268343   ,  6.04938e-34,  4.64449e-16,  0.0679641  ])
58120   , -4687.48    , array([ 1.3088     ,  0.268343   ,  6.04334e-34,  4.64914e-16,  0.0679641  ])
58121   , -4682.04    , array([ 1.3088     ,  0.268343   ,  6.04334e-34,  4.64449e-16,  0.0680321  ])
58122   , -1999.66    , array([ 2.22322    ,  0.1257     ,  6.04334e-34,  4.64449e-16,  0.046265   ])
58123   , -1999.66    , array([ 2.22322    ,  0.1257     ,  6.04334e-34,  4.64449e-16,  0.046265   ])
58124   , -1999.84    , array([ 2.22545    ,  0.1257     ,  6.04334e-34,  4.64449e-16,  0.046265   ])
58125   , -1999.47    , array([ 2.22322    ,  0.125826   ,  6.04334e-34,  4.64449e-16,  0.046265   ])
