222282  , -40591.7    , array([ 0.184745   ,  0.934523   ,  0.199466   ,  7.25482e-65,  0.0208012  ])
222283  , -40588.5    , array([ 0.18493    ,  0.934523   ,  0.199466   ,  7.25482e-65,  0.0208012  ])
222284  , -40600.2    , array([ 0.184745   ,  0.935458   ,  0.199466   ,  7.25482e-65,  0.0208012  ])
222285  , -40591.7    , array([ 0.184745   ,  0.934523   ,  0.199665   ,  7.25482e-65,  0.0208012  ])
222286  , -40591.7    , array([ 0.184745   ,  0.934523   ,  0.199466   ,  7.26208e-65,  0.0208012  ])
222287  , -40583.9    , array([ 0.184745   ,  0.934523   ,  0.199466   ,  7.25482e-65,  0.020822   ])
222288  , -40591.7    , array([ 0.184745   ,  0.934523   ,  0.199466   ,  7.25482e-65,  0.0208012  ])
222289  , -25627.1    , array([ 0.243306   ,  0.458344   ,  0.199463   ,  7.25482e-65,  0.0402812  ])
222290  , -25627.1    , array([ 0.243306   ,  0.458344   ,  0.199463   ,  7.25482e-65,  0.0402812  ])
222291  , -25613.2    , array([ 0.243549   ,  0.458344   ,  0.199463   ,  7.25482e-65,  0.0402812  ])
222292  , -25641.6    , array([ 0.243306   ,  0.458803   ,  0.199463   ,  7.25482e-65,  0.0402812  ])
222293  , -25627      , array([ 0.243306   ,  0.458344   ,  0.199663   ,  7.25482e-65,  0.0402812  ])
222294  , -25627.1    , array([ 0.243306   ,  0.458344   ,  0.199463   ,  7.26208e-65,  0.0402812  ])
222295  , -25623.6    , array([ 0.243306   ,  0.458344   ,  0.199463   ,  7.25482e-65,  0.0403215  ])
222296  , -366794     , array([ 0.731927   ,  0.0265216  ,  0.199453   ,  7.25482e-65,  0.566441   ])
222297  , -366794     , array([ 0.731927   ,  0.0265216  ,  0.199453   ,  7.25482e-65,  0.566441   ])
222298  , -366865     , array([ 0.732659   ,  0.0265216  ,  0.199453   ,  7.25482e-65,  0.566441   ])
222299  , -366642     , array([ 0.731927   ,  0.0265481  ,  0.199453   ,  7.25482e-65,  0.566441   ])
222300  , -366753     , array([ 0.731927   ,  0.0265216  ,  0.199653   ,  7.25482e-65,  0.566441   ])
222301  , -366794     , array([ 0.731927   ,  0.0265216  ,  0.199453   ,  7.26208e-65,  0.566441   ])
222302  , -366809     , array([ 0.731927   ,  0.0265216  ,  0.199453   ,  7.25482e-65,  0.567008   ])
222303  , -22046.9    , array([ 0.258784   ,  0.39074    ,  0.199463   ,  7.25482e-65,  0.0467081  ])
222304  , -22046.9    , array([ 0.258784   ,  0.39074    ,  0.199463   ,  7.25482e-65,  0.0467081  ])
222305  , -22031      , array([ 0.259043   ,  0.39074    ,  0.199463   ,  7.25482e-65,  0.0467081  ])
222306  , -22061.3    , array([ 0.258784   ,  0.391131   ,  0.199463   ,  7.25482e-65,  0.0467081  ])
222307  , -22046.8    , array([ 0.258784   ,  0.39074    ,  0.199662   ,  7.25482e-65,  0.0467081  ])
222308  , -22046.9    , array([ 0.258784   ,  0.39074    ,  0.199463   ,  7.26208e-65,  0.0467081  ])
222309  , -22045.9    , array([ 0.258784   ,  0.39074    ,  0.199463   ,  7.25482e-65,  0.0467548  ])
222310  , -15301.5    , array([ 0.320213   ,  0.22519    ,  0.199461   ,  7.25482e-65,  0.0778779  ])
222311  , -15301.5    , array([ 0.320213   ,  0.22519    ,  0.199461   ,  7.25482e-65,  0.0778779  ])
222312  , -15281.7    , array([ 0.320533   ,  0.22519    ,  0.199461   ,  7.25482e-65,  0.0778779  ])
222313  , -15305      , array([ 0.320213   ,  0.225416   ,  0.199461   ,  7.25482e-65,  0.0778779  ])
222314  , -15300.9    , array([ 0.320213   ,  0.22519    ,  0.19966    ,  7.25482e-65,  0.0778779  ])
222315  , -15301.5    , array([ 0.320213   ,  0.22519    ,  0.199461   ,  7.26208e-65,  0.0778779  ])
222316  , -15315.9    , array([ 0.320213   ,  0.22519    ,  0.199461   ,  7.25482e-65,  0.0779558  ])
222317  , -808873     , array([ 6.9039     ,  0.00719498 ,  0.21044    ,  7.25482e-65,  0.357916   ])
222318  , -808873     , array([ 6.9039     ,  0.00719498 ,  0.21044    ,  7.25482e-65,  0.357916   ])
222319  , -808969     , array([ 6.91081    ,  0.00719498 ,  0.21044    ,  7.25482e-65,  0.357916   ])
222320  , -808733     , array([ 6.9039     ,  0.00720218 ,  0.21044    ,  7.25482e-65,  0.357916   ])
222321  , -808795     , array([ 6.9039     ,  0.00719498 ,  0.210651   ,  7.25482e-65,  0.357916   ])
222322  , -808873     , array([ 6.9039     ,  0.00719498 ,  0.21044    ,  7.26208e-65,  0.357916   ])
222323  , -808885     , array([ 6.9039     ,  0.00719498 ,  0.21044    ,  7.25482e-65,  0.358274   ])
222324  , -14595.8    , array([ 0.335605   ,  0.213642   ,  0.199624   ,  7.25482e-65,  0.0797151  ])
222325  , -14595.8    , array([ 0.335605   ,  0.213642   ,  0.199624   ,  7.25482e-65,  0.0797151  ])
222326  , -14576.9    , array([ 0.335941   ,  0.213642   ,  0.199624   ,  7.25482e-65,  0.0797151  ])
222327  , -14597.6    , array([ 0.335605   ,  0.213855   ,  0.199624   ,  7.25482e-65,  0.0797151  ])
222328  , -14595.2    , array([ 0.335605   ,  0.213642   ,  0.199824   ,  7.25482e-65,  0.0797151  ])
222329  , -14595.8    , array([ 0.335605   ,  0.213642   ,  0.199624   ,  7.26208e-65,  0.0797151  ])
222330  , -14611.1    , array([ 0.335605   ,  0.213642   ,  0.199624   ,  7.25482e-65,  0.0797948  ])
222331  , -14753.7    , array([ 0.740577   ,  0.510275   ,  0.263316   ,  7.25482e-65,  0.174983   ])
222332  , -14753.7    , array([ 0.740577   ,  0.510275   ,  0.263316   ,  7.25482e-65,  0.174983   ])
222333  , -14738.9    , array([ 0.741318   ,  0.510275   ,  0.263316   ,  7.25482e-65,  0.174983   ])
222334  , -14758.1    , array([ 0.740577   ,  0.510786   ,  0.263316   ,  7.25482e-65,  0.174983   ])
222335  , -14752.2    , array([ 0.740577   ,  0.510275   ,  0.26358    ,  7.25482e-65,  0.174983   ])
222336  , -14753.7    , array([ 0.740577   ,  0.510275   ,  0.263316   ,  7.26208e-65,  0.174983   ])
