16812   , -2336.8     , array([ 0.102815   ,  2.08344    ,  2.10669e-08,  1.10937e-38])
16813   , -2336.8     , array([ 0.102917   ,  2.08344    ,  2.10669e-08,  1.10937e-38])
16814   , -2336.8     , array([ 0.102815   ,  2.08552    ,  2.10669e-08,  1.10937e-38])
16815   , -2336.8     , array([ 0.102815   ,  2.08344    ,  2.1088e-08 ,  1.10937e-38])
16816   , -2336.8     , array([ 0.102815   ,  2.08344    ,  2.10669e-08,  1.11048e-38])
16817   , -2336.8     , array([ 0.102815   ,  2.08344    ,  2.10669e-08,  1.10937e-38])
16818   , -2336.8     , array([ 0.102411   ,  2.08344    ,  2.11415e-08,  1.10937e-38])
16819   , -2336.8     , array([ 0.102411   ,  2.08344    ,  2.11415e-08,  1.10937e-38])
16820   , -2336.8     , array([ 0.102513   ,  2.08344    ,  2.11415e-08,  1.10937e-38])
16821   , -2336.8     , array([ 0.102411   ,  2.08552    ,  2.11415e-08,  1.10937e-38])
16822   , -2336.8     , array([ 0.102411   ,  2.08344    ,  2.11627e-08,  1.10937e-38])
16823   , -2336.8     , array([ 0.102411   ,  2.08344    ,  2.11415e-08,  1.11048e-38])
16824   , -2336.8     , array([ 0.100812   ,  2.08344    ,  2.14425e-08,  1.10937e-38])
16825   , -2336.8     , array([ 0.100812   ,  2.08344    ,  2.14425e-08,  1.10937e-38])
16826   , -2336.8     , array([ 0.100912   ,  2.08344    ,  2.14425e-08,  1.10937e-38])
16827   , -2336.8     , array([ 0.100812   ,  2.08552    ,  2.14425e-08,  1.10937e-38])
16828   , -2336.8     , array([ 0.100812   ,  2.08344    ,  2.14639e-08,  1.10937e-38])
16829   , -2336.8     , array([ 0.100812   ,  2.08344    ,  2.14425e-08,  1.11048e-38])
16830   , -2336.8     , array([ 0.0946605  ,  2.08344    ,  2.26898e-08,  1.10937e-38])
16831   , -2336.8     , array([ 0.0946605  ,  2.08344    ,  2.26898e-08,  1.10937e-38])
16832   , -2336.8     , array([ 0.0947552  ,  2.08344    ,  2.26898e-08,  1.10937e-38])
16833   , -2336.8     , array([ 0.0946605  ,  2.08552    ,  2.26898e-08,  1.10937e-38])
16834   , -2336.8     , array([ 0.0946605  ,  2.08344    ,  2.27125e-08,  1.10937e-38])
16835   , -2336.8     , array([ 0.0946605  ,  2.08344    ,  2.26898e-08,  1.11048e-38])
16836   , -2336.8     , array([ 0.073587   ,  2.08344    ,  2.8448e-08 ,  1.10937e-38])
16837   , -2336.8     , array([ 0.073587   ,  2.08344    ,  2.8448e-08 ,  1.10937e-38])
16838   , -2336.8     , array([ 0.0736606  ,  2.08344    ,  2.8448e-08 ,  1.10937e-38])
16839   , -2336.8     , array([ 0.073587   ,  2.08552    ,  2.8448e-08 ,  1.10937e-38])
16840   , -2336.8     , array([ 0.073587   ,  2.08344    ,  2.84765e-08,  1.10937e-38])
16841   , -2336.8     , array([ 0.073587   ,  2.08344    ,  2.8448e-08 ,  1.11048e-38])
16842   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16843   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16844   , -2336.76    , array([ 0.0269007  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16845   , -2336.76    , array([ 0.0268738  ,  2.08552    ,  7.02974e-08,  1.10937e-38])
16846   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.03677e-08,  1.10937e-38])
16847   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.11048e-38])
16854   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16855   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16856   , -2336.76    , array([ 0.0269007  ,  2.08344    ,  7.02974e-08,  1.10937e-38])
16857   , -2336.76    , array([ 0.0268738  ,  2.08552    ,  7.02974e-08,  1.10937e-38])
16858   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.03677e-08,  1.10937e-38])
16859   , -2336.76    , array([ 0.0268738  ,  2.08344    ,  7.02974e-08,  1.11048e-38])
