189575  , -75889      , array([ 0.594803   ,  1.67133    ,  9.03064e-07,  1.66106e-28,  0.0016151  ])
189576  , -75890.9    , array([ 0.595398   ,  1.67133    ,  9.03064e-07,  1.66106e-28,  0.0016151  ])
189577  , -75890      , array([ 0.594803   ,  1.673      ,  9.03064e-07,  1.66106e-28,  0.0016151  ])
189578  , -75889      , array([ 0.594803   ,  1.67133    ,  9.03968e-07,  1.66106e-28,  0.0016151  ])
189579  , -75889      , array([ 0.594803   ,  1.67133    ,  9.03064e-07,  1.66273e-28,  0.0016151  ])
189580  , -75885.9    , array([ 0.594803   ,  1.67133    ,  9.03064e-07,  1.66106e-28,  0.00161672 ])
189581  , -75889      , array([ 0.594803   ,  1.67133    ,  9.03064e-07,  1.66106e-28,  0.0016151  ])
189582  , -68921.3    , array([ 0.352357   ,  1.25874    ,  9.03064e-07,  1.66106e-28,  0.00365183 ])
189583  , -68921.3    , array([ 0.352357   ,  1.25874    ,  9.03064e-07,  1.66106e-28,  0.00365183 ])
189584  , -68927.1    , array([ 0.352709   ,  1.25874    ,  9.03064e-07,  1.66106e-28,  0.00365183 ])
189585  , -68924.1    , array([ 0.352357   ,  1.26       ,  9.03064e-07,  1.66106e-28,  0.00365183 ])
189586  , -68921.3    , array([ 0.352357   ,  1.25874    ,  9.03968e-07,  1.66106e-28,  0.00365183 ])
189587  , -68921.3    , array([ 0.352357   ,  1.25874    ,  9.03064e-07,  1.66273e-28,  0.00365183 ])
189588  , -68912.5    , array([ 0.352357   ,  1.25874    ,  9.03064e-07,  1.66106e-28,  0.00365549 ])
189589  , -149786     , array([ 0.043393   ,  0.404973   ,  9.03064e-07,  1.66106e-28,  0.0954449  ])
189590  , -149786     , array([ 0.043393   ,  0.404973   ,  9.03064e-07,  1.66106e-28,  0.0954449  ])
189591  , -149668     , array([ 0.0434364  ,  0.404973   ,  9.03064e-07,  1.66106e-28,  0.0954449  ])
189592  , -149802     , array([ 0.043393   ,  0.405378   ,  9.03064e-07,  1.66106e-28,  0.0954449  ])
