4409    , -79039      , array([ 1.29711    ,  1.02009    ,  8.22193e-83,  2.44256e-12,  2.83041e-05])
4410    , -79039      , array([ 1.29841    ,  1.02009    ,  8.22193e-83,  2.44256e-12,  2.83041e-05])
4411    , -79039      , array([ 1.29711    ,  1.02111    ,  8.22193e-83,  2.44256e-12,  2.83041e-05])
4412    , -79039      , array([ 1.29711    ,  1.02009    ,  8.23015e-83,  2.44256e-12,  2.83041e-05])
4413    , -79039      , array([ 1.29711    ,  1.02009    ,  8.22193e-83,  2.445e-12  ,  2.83041e-05])
4414    , -79038.9    , array([ 1.29711    ,  1.02009    ,  8.22193e-83,  2.44256e-12,  2.83324e-05])
4415    , -79039      , array([ 1.29711    ,  1.02009    ,  8.22193e-83,  2.44256e-12,  2.83041e-05])
4416    , -78911.9    , array([ 0.979329   ,  0.602929   ,  8.22193e-83,  2.44256e-12,  6.39588e-05])
4417    , -78911.9    , array([ 0.979329   ,  0.602929   ,  8.22193e-83,  2.44256e-12,  6.39588e-05])
4418    , -78911.9    , array([ 0.980309   ,  0.602929   ,  8.22193e-83,  2.44256e-12,  6.39588e-05])
4419    , -78912      , array([ 0.979329   ,  0.603533   ,  8.22193e-83,  2.44256e-12,  6.39588e-05])
4420    , -78911.9    , array([ 0.979329   ,  0.602929   ,  8.23015e-83,  2.44256e-12,  6.39588e-05])
4421    , -78911.9    , array([ 0.979329   ,  0.602929   ,  8.22193e-83,  2.445e-12  ,  6.39588e-05])
4422    , -78911.7    , array([ 0.979329   ,  0.602929   ,  8.22193e-83,  2.44256e-12,  6.40228e-05])
4423    , -54947.5    , array([ 0.318227   ,  0.0735822  ,  8.22193e-83,  2.44256e-12,  0.00166766 ])
4424    , -54947.5    , array([ 0.318227   ,  0.0735822  ,  8.22193e-83,  2.44256e-12,  0.00166766 ])
4425    , -54949.8    , array([ 0.318545   ,  0.0735822  ,  8.22193e-83,  2.44256e-12,  0.00166766 ])
