Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11481.26	22978.52	606.02	19885.87	1.5299,0.57,0.6968,0.4863,2.1885,1.4923,0.1302,0.0367
our_model	Round_1_Replicate_2	-14035.82	28087.64	5639.69	8287.58	2.2821,0.5701,1.0437,0.5049,0.7619,5.6546,2.3752,1.6822
our_model	Round_1_Replicate_3	-11221.98	22459.96	86.41	20291.16	1.4181,0.4674,0.8694,0.5759,1.2388,4.3286,0.0983,0.0529
our_model	Round_1_Replicate_4	-11632.28	23280.56	890.16	20119.89	1.4116,0.326,0.5681,0.2734,0.8794,10.2226,0.0321,0.1323
our_model	Round_1_Replicate_5	-11589.32	23194.64	812.38	18965.32	1.5868,0.636,0.8289,0.6701,2.0462,0.01,0.1582,0.0388
our_model	Round_1_Replicate_6	-14086.22	28188.44	5716.19	6882.35	2.6307,0.7431,1.1867,0.3349,0.7217,4.5555,3.1497,1.9976
our_model	Round_1_Replicate_7	-11848.04	23712.08	1330.53	18511.29	1.6561,0.6402,0.7548,0.7216,1.9626,3.9645,0.1615,0.0505
our_model	Round_1_Replicate_8	-11431.26	22878.52	500.25	20733.07	1.3338,0.3377,0.6785,0.5141,0.832,9.0147,0.0548,0.0904
our_model	Round_1_Replicate_9	-11309.9	22635.8	259.42	20203.1	1.4364,0.5238,0.8139,0.5187,1.7195,1.7345,0.1175,0.0405
our_model	Round_1_Replicate_10	-13947.53	27911.06	5431.94	9249.9	1.9839,0.4871,1.0629,0.7753,0.6156,6.1106,2.0768,1.4405
our_model	Round_2_Replicate_1	-11184.6	22385.2	12.55	20101.5	1.4762,0.475,0.9236,0.4793,0.9705,4.226,0.0936,0.0552
our_model	Round_2_Replicate_2	-11186.5	22389.0	16.54	20128.19	1.4988,0.4808,1.0488,0.5191,0.8689,3.1748,0.0948,0.0505
our_model	Round_2_Replicate_3	-11247.45	22510.9	136.73	20146.78	1.4643,0.4284,0.8431,0.4269,0.7036,6.2489,0.0752,0.0703
our_model	Round_2_Replicate_4	-11186.93	22389.86	17.25	20045.06	1.4756,0.5019,0.9282,0.4784,1.1354,3.126,0.103,0.0495
our_model	Round_2_Replicate_5	-11209.88	22435.76	62.14	19960.47	1.5037,0.4541,0.8807,0.4538,0.8226,5.4911,0.0851,0.0655
our_model	Round_2_Replicate_6	-11198.34	22412.68	40.57	19969.52	1.516,0.5404,1.0562,0.4914,1.1443,0.5711,0.1094,0.041
our_model	Round_2_Replicate_7	-11255.96	22527.92	155.31	20018.78	1.4806,0.5576,0.9092,0.5209,1.5316,0.01,0.1168,0.038
our_model	Round_2_Replicate_8	-11254.59	22525.18	151.62	19843.04	1.5023,0.567,0.9514,0.5812,1.529,0.01,0.1205,0.0387
our_model	Round_2_Replicate_9	-11182.54	22381.08	8.58	20006.03	1.5027,0.5054,0.9511,0.4249,1.0642,3.0493,0.1004,0.0496
our_model	Round_2_Replicate_10	-11256.16	22528.32	155.85	20024.78	1.4808,0.5576,0.9057,0.5113,1.5269,0.01,0.1165,0.038
our_model	Round_2_Replicate_11	-11214.92	22445.84	72.62	20013.03	1.5042,0.4432,0.9147,0.5152,0.7726,5.5448,0.0836,0.0655
our_model	Round_2_Replicate_12	-11192.9	22401.8	29.02	20165.54	1.4704,0.4604,0.9161,0.4602,0.8952,4.683,0.0887,0.0577
our_model	Round_2_Replicate_13	-11234.39	22484.78	111.17	19971.43	1.5324,0.4365,0.8966,0.4768,0.7434,5.9024,0.0788,0.0689
our_model	Round_2_Replicate_14	-11214.28	22444.56	72.63	19870.34	1.5197,0.5546,1.0338,0.4884,1.2798,0.0718,0.1148,0.04
our_model	Round_2_Replicate_15	-11191.76	22399.52	26.84	19846.71	1.5006,0.5339,0.9987,0.5203,1.1772,1.9615,0.1095,0.0462
our_model	Round_2_Replicate_16	-11192.75	22401.5	29.32	20060.87	1.5062,0.5257,1.0908,0.5192,1.0681,0.8377,0.1061,0.0417
our_model	Round_2_Replicate_17	-11255.56	22527.12	155.11	20104.98	1.4707,0.5516,0.9002,0.4965,1.5114,0.01,0.1147,0.0378
our_model	Round_2_Replicate_18	-11187.51	22391.02	18.5	20150.53	1.4914,0.4691,0.9718,0.4855,0.8816,4.0195,0.0916,0.054
