257896  , -49209.8    , array([ 6.28928    ,  0.0066401  ,  3.14919e-14,  0.00654088 ,  0.000227798])
257897  , -49209.8    , array([ 6.29557    ,  0.0066401  ,  3.14919e-14,  0.00654088 ,  0.000227798])
257898  , -49231.7    , array([ 6.28928    ,  0.00664674 ,  3.14919e-14,  0.00654088 ,  0.000227798])
257899  , -49209.8    , array([ 6.28928    ,  0.0066401  ,  3.15235e-14,  0.00654088 ,  0.000227798])
257900  , -49209.8    , array([ 6.28928    ,  0.0066401  ,  3.14919e-14,  0.00654743 ,  0.000227798])
257901  , -49187.7    , array([ 6.28928    ,  0.0066401  ,  3.14919e-14,  0.00654088 ,  0.000228026])
257902  , -49209.8    , array([ 6.28928    ,  0.0066401  ,  3.14919e-14,  0.00654088 ,  0.000227798])
257903  , -13347.3    , array([ 6.28624    ,  0.00325236 ,  3.14919e-14,  0.00654088 ,  0.00046548 ])
257904  , -13347.3    , array([ 6.28624    ,  0.00325236 ,  3.14919e-14,  0.00654088 ,  0.00046548 ])
257905  , -13347.3    , array([ 6.29253    ,  0.00325236 ,  3.14919e-14,  0.00654088 ,  0.00046548 ])
257906  , -13369.2    , array([ 6.28624    ,  0.00325561 ,  3.14919e-14,  0.00654088 ,  0.00046548 ])
257907  , -13347.3    , array([ 6.28624    ,  0.00325236 ,  3.15235e-14,  0.00654088 ,  0.00046548 ])
257908  , -13347.3    , array([ 6.28624    ,  0.00325236 ,  3.14919e-14,  0.00654742 ,  0.00046548 ])
257909  , -13325.4    , array([ 6.28624    ,  0.00325236 ,  3.14919e-14,  0.00654088 ,  0.000465946])
257917  , -13321.2    , array([ 6.28624    ,  0.00325043 ,  3.14919e-14,  0.00654088 ,  0.000465757])
257918  , -13321.2    , array([ 6.28624    ,  0.00325043 ,  3.14919e-14,  0.00654088 ,  0.000465757])
257919  , -13321.2    , array([ 6.29253    ,  0.00325043 ,  3.14919e-14,  0.00654088 ,  0.000465757])
257920  , -13343.1    , array([ 6.28624    ,  0.00325368 ,  3.14919e-14,  0.00654088 ,  0.000465757])
257921  , -13321.2    , array([ 6.28624    ,  0.00325043 ,  3.15235e-14,  0.00654088 ,  0.000465757])
257922  , -13321.2    , array([ 6.28624    ,  0.00325043 ,  3.14919e-14,  0.00654742 ,  0.000465757])
257923  , -13299.3    , array([ 6.28624    ,  0.00325043 ,  3.14919e-14,  0.00654088 ,  0.000466223])
257924  , -2649.59    , array([ 6.28435    ,  0.00208196 ,  3.14919e-14,  0.00654087 ,  0.000727548])
257925  , -2649.59    , array([ 6.28435    ,  0.00208196 ,  3.14919e-14,  0.00654087 ,  0.000727548])
257926  , -2649.6     , array([ 6.29063    ,  0.00208196 ,  3.14919e-14,  0.00654087 ,  0.000727548])
257927  , -2649.11    , array([ 6.28435    ,  0.00208404 ,  3.14919e-14,  0.00654087 ,  0.000727548])
