655     , -1572.88    , array([ 18.5159    ,  1.19899    ,  2.21369    ,  3.19704    ])
656     , -1572.8     , array([ 18.5345    ,  1.19899    ,  2.21369    ,  3.19704    ])
657     , -1572.33    , array([ 18.5159    ,  1.20019    ,  2.21369    ,  3.19704    ])
658     , -1572.24    , array([ 18.5159    ,  1.19899    ,  2.21591    ,  3.19704    ])
659     , -1574.45    , array([ 18.5159    ,  1.19899    ,  2.21369    ,  3.20024    ])
660     , -1572.88    , array([ 18.5159    ,  1.19899    ,  2.21369    ,  3.19704    ])
661     , -1343.51    , array([ 19.3412    ,  1.63794    ,  3.17348    ,  1.31358    ])
662     , -1343.51    , array([ 19.3412    ,  1.63794    ,  3.17348    ,  1.31358    ])
663     , -1343.67    , array([ 19.3606    ,  1.63794    ,  3.17348    ,  1.31358    ])
664     , -1347.32    , array([ 19.3412    ,  1.63958    ,  3.17348    ,  1.31358    ])
665     , -1342.57    , array([ 19.3412    ,  1.63794    ,  3.17666    ,  1.31358    ])
666     , -1341.11    , array([ 19.3412    ,  1.63794    ,  3.17348    ,  1.31489    ])
667     , -983.427    , array([ 18.8223    ,  1.34832    ,  2.53497    ,  2.28769    ])
668     , -983.427    , array([ 18.8223    ,  1.34832    ,  2.53497    ,  2.28769    ])
669     , -983.326    , array([ 18.8411    ,  1.34832    ,  2.53497    ,  2.28769    ])
670     , -983.817    , array([ 18.8223    ,  1.34967    ,  2.53497    ,  2.28769    ])
671     , -982.55     , array([ 18.8223    ,  1.34832    ,  2.53751    ,  2.28769    ])
672     , -984.405    , array([ 18.8223    ,  1.34832    ,  2.53497    ,  2.28998    ])
673     , -541.67     , array([ 20.0475    ,  1.05411    ,  4.40559    ,  1.23475    ])
674     , -541.67     , array([ 20.0475    ,  1.05411    ,  4.40559    ,  1.23475    ])
675     , -541.745    , array([ 20.0675    ,  1.05411    ,  4.40559    ,  1.23475    ])
676     , -541.999    , array([ 20.0475    ,  1.05517    ,  4.40559    ,  1.23475    ])
677     , -541.914    , array([ 20.0475    ,  1.05411    ,  4.40999    ,  1.23475    ])
678     , -540.983    , array([ 20.0475    ,  1.05411    ,  4.40559    ,  1.23599    ])
685     , -541.669    , array([ 20.0468    ,  1.0541     ,  4.40556    ,  1.23474    ])
686     , -541.669    , array([ 20.0468    ,  1.0541     ,  4.40556    ,  1.23474    ])
687     , -541.744    , array([ 20.0669    ,  1.0541     ,  4.40556    ,  1.23474    ])
688     , -541.998    , array([ 20.0468    ,  1.05516    ,  4.40556    ,  1.23474    ])
689     , -541.913    , array([ 20.0468    ,  1.0541     ,  4.40996    ,  1.23474    ])
690     , -540.981    , array([ 20.0468    ,  1.0541     ,  4.40556    ,  1.23598    ])
691     , -541.667    , array([ 20.0462    ,  1.0541     ,  4.40553    ,  1.23474    ])
692     , -541.667    , array([ 20.0462    ,  1.0541     ,  4.40553    ,  1.23474    ])
693     , -541.742    , array([ 20.0663    ,  1.0541     ,  4.40553    ,  1.23474    ])
694     , -541.996    , array([ 20.0462    ,  1.05515    ,  4.40553    ,  1.23474    ])
695     , -541.912    , array([ 20.0462    ,  1.0541     ,  4.40993    ,  1.23474    ])
696     , -540.98     , array([ 20.0462    ,  1.0541     ,  4.40553    ,  1.23597    ])
703     , -541.667    , array([ 20.0461    ,  1.0541     ,  4.40552    ,  1.23473    ])
704     , -541.667    , array([ 20.0461    ,  1.0541     ,  4.40552    ,  1.23473    ])
705     , -541.742    , array([ 20.0661    ,  1.0541     ,  4.40552    ,  1.23473    ])
706     , -541.996    , array([ 20.0461    ,  1.05515    ,  4.40552    ,  1.23473    ])
707     , -541.911    , array([ 20.0461    ,  1.0541     ,  4.40993    ,  1.23473    ])
708     , -540.98     , array([ 20.0461    ,  1.0541     ,  4.40552    ,  1.23597    ])
709     , -541.667    , array([ 20.0459    ,  1.05409    ,  4.40551    ,  1.23473    ])
710     , -541.667    , array([ 20.0459    ,  1.05409    ,  4.40551    ,  1.23473    ])
711     , -541.742    , array([ 20.066     ,  1.05409    ,  4.40551    ,  1.23473    ])
712     , -541.996    , array([ 20.0459    ,  1.05515    ,  4.40551    ,  1.23473    ])
713     , -541.911    , array([ 20.0459    ,  1.05409    ,  4.40992    ,  1.23473    ])
714     , -540.979    , array([ 20.0459    ,  1.05409    ,  4.40551    ,  1.23597    ])
715     , -5162.73    , array([ 0.114497   ,  0.322368   ,  1.44791    ,  0.370797   ])
716     , -5162.73    , array([ 0.114497   ,  0.322368   ,  1.44791    ,  0.370797   ])
717     , -5160.26    , array([ 0.114611   ,  0.322368   ,  1.44791    ,  0.370797   ])
718     , -5169.35    , array([ 0.114497   ,  0.32269    ,  1.44791    ,  0.370797   ])
719     , -5162.73    , array([ 0.114497   ,  0.322368   ,  1.44935    ,  0.370797   ])
720     , -5158.58    , array([ 0.114497   ,  0.322368   ,  1.44791    ,  0.371168   ])
721     , -536.134    , array([ 17.699     ,  1.02441    ,  4.28891    ,  1.19944    ])
722     , -536.134    , array([ 17.699     ,  1.02441    ,  4.28891    ,  1.19944    ])
723     , -536.215    , array([ 17.7167    ,  1.02441    ,  4.28891    ,  1.19944    ])
724     , -536.441    , array([ 17.699     ,  1.02544    ,  4.28891    ,  1.19944    ])
725     , -536.372    , array([ 17.699     ,  1.02441    ,  4.2932     ,  1.19944    ])
726     , -535.47     , array([ 17.699     ,  1.02441    ,  4.28891    ,  1.20064    ])
727     , -529.992    , array([ 15.5884    ,  0.995008   ,  4.17317    ,  1.16449    ])
728     , -529.992    , array([ 15.5884    ,  0.995008   ,  4.17317    ,  1.16449    ])
729     , -530.078    , array([ 15.604     ,  0.995008   ,  4.17317    ,  1.16449    ])
730     , -530.278    , array([ 15.5884    ,  0.996004   ,  4.17317    ,  1.16449    ])
731     , -530.22     , array([ 15.5884    ,  0.995008   ,  4.17735    ,  1.16449    ])
732     , -529.353    , array([ 15.5884    ,  0.995008   ,  4.17317    ,  1.16565    ])
733     , -675.935    , array([ 1.33597    ,  0.566355   ,  2.45812    ,  0.657106   ])
734     , -675.935    , array([ 1.33597    ,  0.566355   ,  2.45812    ,  0.657106   ])
735     , -675.024    , array([ 1.33731    ,  0.566355   ,  2.45812    ,  0.657106   ])
736     , -676.601    , array([ 1.33597    ,  0.566922   ,  2.45812    ,  0.657106   ])
737     , -675.831    , array([ 1.33597    ,  0.566355   ,  2.46058    ,  0.657106   ])
738     , -676.455    , array([ 1.33597    ,  0.566355   ,  2.45812    ,  0.657764   ])
739     , -467.308    , array([ 5.7808     ,  0.792522   ,  3.37021    ,  0.924274   ])
740     , -467.308    , array([ 5.7808     ,  0.792522   ,  3.37021    ,  0.924274   ])
741     , -467.402    , array([ 5.78658    ,  0.792522   ,  3.37021    ,  0.924274   ])
742     , -467.505    , array([ 5.7808     ,  0.793315   ,  3.37021    ,  0.924274   ])
743     , -467.376    , array([ 5.7808     ,  0.792522   ,  3.37358    ,  0.924274   ])
744     , -466.935    , array([ 5.7808     ,  0.792522   ,  3.37021    ,  0.925199   ])
745     , -444.658    , array([ 3.23616    ,  0.693777   ,  2.97425    ,  0.80746    ])
