4014    , -6500.93    , array([ 0.963729   ,  6.46702    ,  3.63777    ,  0.155765   ])
4015    , -6495.74    , array([ 0.964693   ,  6.46702    ,  3.63777    ,  0.155765   ])
4016    , -6502.4     , array([ 0.963729   ,  6.47349    ,  3.63777    ,  0.155765   ])
4017    , -6500.98    , array([ 0.963729   ,  6.46702    ,  3.64141    ,  0.155765   ])
4018    , -6504.98    , array([ 0.963729   ,  6.46702    ,  3.63777    ,  0.155921   ])
4019    , -6500.93    , array([ 0.963729   ,  6.46702    ,  3.63777    ,  0.155765   ])
4020    , -4097.79    , array([ 2.0962     ,  5.18755    ,  3.60963    ,  0.0849487  ])
4021    , -4097.79    , array([ 2.0962     ,  5.18755    ,  3.60963    ,  0.0849487  ])
4022    , -4100.11    , array([ 2.09829    ,  5.18755    ,  3.60963    ,  0.0849487  ])
4023    , -4098.41    , array([ 2.0962     ,  5.19274    ,  3.60963    ,  0.0849487  ])
4024    , -4095.44    , array([ 2.0962     ,  5.18755    ,  3.61324    ,  0.0849487  ])
4025    , -4098.52    , array([ 2.0962     ,  5.18755    ,  3.60963    ,  0.0850337  ])
4032    , -4097.75    , array([ 2.09619    ,  5.18752    ,  3.60967    ,  0.0849479  ])
4033    , -4097.75    , array([ 2.09619    ,  5.18752    ,  3.60967    ,  0.0849479  ])
4034    , -4100.07    , array([ 2.09829    ,  5.18752    ,  3.60967    ,  0.0849479  ])
4035    , -4098.37    , array([ 2.09619    ,  5.19271    ,  3.60967    ,  0.0849479  ])
4036    , -4095.4     , array([ 2.09619    ,  5.18752    ,  3.61328    ,  0.0849479  ])
4037    , -4098.48    , array([ 2.09619    ,  5.18752    ,  3.60967    ,  0.0850328  ])
4038    , -4096.2     , array([ 2.09605    ,  5.18645    ,  3.61116    ,  0.084914   ])
4039    , -4096.2     , array([ 2.09605    ,  5.18645    ,  3.61116    ,  0.084914   ])
4040    , -4098.52    , array([ 2.09815    ,  5.18645    ,  3.61116    ,  0.084914   ])
4041    , -4096.82    , array([ 2.09605    ,  5.19164    ,  3.61116    ,  0.084914   ])
4042    , -4093.86    , array([ 2.09605    ,  5.18645    ,  3.61477    ,  0.084914   ])
4043    , -4096.94    , array([ 2.09605    ,  5.18645    ,  3.61116    ,  0.084999   ])
4050    , -4096.19    , array([ 2.09605    ,  5.18644    ,  3.61117    ,  0.0849138  ])
4051    , -4096.19    , array([ 2.09605    ,  5.18644    ,  3.61117    ,  0.0849138  ])
4052    , -4098.51    , array([ 2.09815    ,  5.18644    ,  3.61117    ,  0.0849138  ])
4053    , -4096.81    , array([ 2.09605    ,  5.19163    ,  3.61117    ,  0.0849138  ])
4054    , -4093.85    , array([ 2.09605    ,  5.18644    ,  3.61478    ,  0.0849138  ])
4055    , -4096.93    , array([ 2.09605    ,  5.18644    ,  3.61117    ,  0.0849988  ])
4056    , -4095.81    , array([ 2.09601    ,  5.18617    ,  3.61154    ,  0.0849054  ])
4057    , -4095.81    , array([ 2.09601    ,  5.18617    ,  3.61154    ,  0.0849054  ])
4058    , -4098.13    , array([ 2.09811    ,  5.18617    ,  3.61154    ,  0.0849054  ])
4059    , -4096.42    , array([ 2.09601    ,  5.19136    ,  3.61154    ,  0.0849054  ])
4060    , -4093.46    , array([ 2.09601    ,  5.18617    ,  3.61515    ,  0.0849054  ])
4061    , -4096.54    , array([ 2.09601    ,  5.18617    ,  3.61154    ,  0.0849903  ])
4062    , -3178.09    , array([ 1.98793    ,  4.4099     ,  4.99273    ,  0.0621228  ])
4063    , -3178.09    , array([ 1.98793    ,  4.4099     ,  4.99273    ,  0.0621228  ])
4064    , -3178.92    , array([ 1.98992    ,  4.4099     ,  4.99273    ,  0.0621228  ])
4065    , -3178.51    , array([ 1.98793    ,  4.41431    ,  4.99273    ,  0.0621228  ])
4066    , -3176.86    , array([ 1.98793    ,  4.4099     ,  4.99772    ,  0.0621228  ])
4067    , -3178.54    , array([ 1.98793    ,  4.4099     ,  4.99273    ,  0.0621849  ])
4074    , -3178.08    , array([ 1.98795    ,  4.40987    ,  4.99278    ,  0.0621234  ])
4075    , -3178.08    , array([ 1.98795    ,  4.40987    ,  4.99278    ,  0.0621234  ])
4076    , -3178.92    , array([ 1.98994    ,  4.40987    ,  4.99278    ,  0.0621234  ])
4077    , -3178.51    , array([ 1.98795    ,  4.41428    ,  4.99278    ,  0.0621234  ])
4078    , -3176.86    , array([ 1.98795    ,  4.40987    ,  4.99778    ,  0.0621234  ])
4079    , -3178.54    , array([ 1.98795    ,  4.40987    ,  4.99278    ,  0.0621856  ])
4080    , -3178.07    , array([ 1.98796    ,  4.40983    ,  4.99284    ,  0.0621241  ])
4081    , -3178.07    , array([ 1.98796    ,  4.40983    ,  4.99284    ,  0.0621241  ])
4082    , -3178.91    , array([ 1.98995    ,  4.40983    ,  4.99284    ,  0.0621241  ])
4083    , -3178.5     , array([ 1.98796    ,  4.41424    ,  4.99284    ,  0.0621241  ])
4084    , -3176.85    , array([ 1.98796    ,  4.40983    ,  4.99783    ,  0.0621241  ])
4085    , -3178.53    , array([ 1.98796    ,  4.40983    ,  4.99284    ,  0.0621862  ])
4092    , -3178.07    , array([ 1.98797    ,  4.40982    ,  4.99285    ,  0.0621243  ])
4093    , -3178.07    , array([ 1.98797    ,  4.40982    ,  4.99285    ,  0.0621243  ])
4094    , -3178.91    , array([ 1.98996    ,  4.40982    ,  4.99285    ,  0.0621243  ])
4095    , -3178.5     , array([ 1.98797    ,  4.41423    ,  4.99285    ,  0.0621243  ])
4096    , -3176.85    , array([ 1.98797    ,  4.40982    ,  4.99785    ,  0.0621243  ])
4097    , -3178.53    , array([ 1.98797    ,  4.40982    ,  4.99285    ,  0.0621864  ])
4098    , -3178.07    , array([ 1.98797    ,  4.40981    ,  4.99287    ,  0.0621244  ])
4099    , -3178.07    , array([ 1.98797    ,  4.40981    ,  4.99287    ,  0.0621244  ])
4100    , -3178.91    , array([ 1.98996    ,  4.40981    ,  4.99287    ,  0.0621244  ])
4101    , -3178.5     , array([ 1.98797    ,  4.41422    ,  4.99287    ,  0.0621244  ])
4102    , -3176.85    , array([ 1.98797    ,  4.40981    ,  4.99786    ,  0.0621244  ])
4103    , -3178.53    , array([ 1.98797    ,  4.40981    ,  4.99287    ,  0.0621866  ])
4110    , -3178.07    , array([ 1.98797    ,  4.40981    ,  4.99287    ,  0.0621245  ])
