176675  , -462612     , array([ 0.0979283  ,  0.315807   ,  4.79604e-20,  2.13063e-29,  0.866633   ])
176676  , -462244     , array([ 0.0980263  ,  0.315807   ,  4.79604e-20,  2.13063e-29,  0.866633   ])
176677  , -462536     , array([ 0.0979283  ,  0.316123   ,  4.79604e-20,  2.13063e-29,  0.866633   ])
176678  , -462612     , array([ 0.0979283  ,  0.315807   ,  4.80084e-20,  2.13063e-29,  0.866633   ])
176679  , -462612     , array([ 0.0979283  ,  0.315807   ,  4.79604e-20,  2.13277e-29,  0.866633   ])
176680  , -463068     , array([ 0.0979283  ,  0.315807   ,  4.79604e-20,  2.13063e-29,  0.8675     ])
176681  , -462612     , array([ 0.0979283  ,  0.315807   ,  4.79604e-20,  2.13063e-29,  0.866633   ])
176682  , -130896     , array([ 0.18381    ,  0.359835   ,  4.79604e-20,  2.13063e-29,  0.397732   ])
176683  , -130896     , array([ 0.18381    ,  0.359835   ,  4.79604e-20,  2.13063e-29,  0.397732   ])
176684  , -130794     , array([ 0.183994   ,  0.359835   ,  4.79604e-20,  2.13063e-29,  0.397732   ])
176685  , -130882     , array([ 0.18381    ,  0.360195   ,  4.79604e-20,  2.13063e-29,  0.397732   ])
176686  , -130896     , array([ 0.18381    ,  0.359835   ,  4.80084e-20,  2.13063e-29,  0.397732   ])
176687  , -130896     , array([ 0.18381    ,  0.359835   ,  4.79604e-20,  2.13277e-29,  0.397732   ])
176688  , -131017     , array([ 0.18381    ,  0.359835   ,  4.79604e-20,  2.13063e-29,  0.39813    ])
176696  , -130333     , array([ 0.190172   ,  0.336699   ,  4.79604e-20,  2.13063e-29,  0.403635   ])
176697  , -130333     , array([ 0.190172   ,  0.336699   ,  4.79604e-20,  2.13063e-29,  0.403635   ])
176698  , -130233     , array([ 0.190362   ,  0.336699   ,  4.79604e-20,  2.13063e-29,  0.403635   ])
176699  , -130314     , array([ 0.190172   ,  0.337036   ,  4.79604e-20,  2.13063e-29,  0.403635   ])
176700  , -130333     , array([ 0.190172   ,  0.336699   ,  4.80084e-20,  2.13063e-29,  0.403635   ])
176701  , -130333     , array([ 0.190172   ,  0.336699   ,  4.79604e-20,  2.13277e-29,  0.403635   ])
176702  , -130456     , array([ 0.190172   ,  0.336699   ,  4.79604e-20,  2.13063e-29,  0.404039   ])
176703  , -130344     , array([ 0.130759   ,  0.224633   ,  4.79604e-20,  2.13063e-29,  0.277888   ])
176704  , -130344     , array([ 0.130759   ,  0.224633   ,  4.79604e-20,  2.13063e-29,  0.277888   ])
176705  , -130242     , array([ 0.130889   ,  0.224633   ,  4.79604e-20,  2.13063e-29,  0.277888   ])
176706  , -130324     , array([ 0.130759   ,  0.224857   ,  4.79604e-20,  2.13063e-29,  0.277888   ])
