5698    , -149874     , array([ 0.0654549  ,  1.0293     ,  3.1488e-43 ,  8.20993e-79,  0.139052   ])
5699    , -149761     , array([ 0.0655203  ,  1.0293     ,  3.1488e-43 ,  8.20993e-79,  0.139052   ])
5700    , -149889     , array([ 0.0654549  ,  1.03033    ,  3.1488e-43 ,  8.20993e-79,  0.139052   ])
5701    , -149874     , array([ 0.0654549  ,  1.0293     ,  3.15195e-43,  8.20993e-79,  0.139052   ])
5702    , -149874     , array([ 0.0654549  ,  1.0293     ,  3.1488e-43 ,  8.21815e-79,  0.139052   ])
5703    , -149963     , array([ 0.0654549  ,  1.0293     ,  3.1488e-43 ,  8.20993e-79,  0.139192   ])
5704    , -149874     , array([ 0.0654549  ,  1.0293     ,  3.1488e-43 ,  8.20993e-79,  0.139052   ])
5705    , -57235.1    , array([ 0.144457   ,  0.927412   ,  3.1488e-43 ,  8.20993e-79,  0.0749127  ])
5706    , -57235.1    , array([ 0.144457   ,  0.927412   ,  3.1488e-43 ,  8.20993e-79,  0.0749127  ])
5707    , -57188.7    , array([ 0.144601   ,  0.927412   ,  3.1488e-43 ,  8.20993e-79,  0.0749127  ])
5708    , -57247.5    , array([ 0.144457   ,  0.92834    ,  3.1488e-43 ,  8.20993e-79,  0.0749127  ])
5709    , -57235.1    , array([ 0.144457   ,  0.927412   ,  3.15195e-43,  8.20993e-79,  0.0749127  ])
5710    , -57235.1    , array([ 0.144457   ,  0.927412   ,  3.1488e-43 ,  8.21815e-79,  0.0749127  ])
5711    , -57262.2    , array([ 0.144457   ,  0.927412   ,  3.1488e-43 ,  8.20993e-79,  0.0749877  ])
5719    , -57176.7    , array([ 0.144711   ,  0.925064   ,  3.1488e-43 ,  8.20993e-79,  0.0750642  ])
5720    , -57176.7    , array([ 0.144711   ,  0.925064   ,  3.1488e-43 ,  8.20993e-79,  0.0750642  ])
5721    , -57130.3    , array([ 0.144856   ,  0.925064   ,  3.1488e-43 ,  8.20993e-79,  0.0750642  ])
5722    , -57189.1    , array([ 0.144711   ,  0.92599    ,  3.1488e-43 ,  8.20993e-79,  0.0750642  ])
