2509    , -2336.13    , array([ 1.56358    ,  0.00641008 ,  5.34477e-20,  0.0931612  ])
2510    , -2336.13    , array([ 1.56514    ,  0.00641008 ,  5.34477e-20,  0.0931612  ])
2511    , -2336.12    , array([ 1.56358    ,  0.00641649 ,  5.34477e-20,  0.0931612  ])
2512    , -2336.13    , array([ 1.56358    ,  0.00641008 ,  5.35012e-20,  0.0931612  ])
2513    , -2336.14    , array([ 1.56358    ,  0.00641008 ,  5.34477e-20,  0.0932544  ])
2514    , -2336.13    , array([ 1.56358    ,  0.00641008 ,  5.34477e-20,  0.0931612  ])
2515    , -1814.47    , array([ 1.56358    ,  0.0128141  ,  5.34477e-20,  0.0446689  ])
2516    , -1814.47    , array([ 1.56358    ,  0.0128141  ,  5.34477e-20,  0.0446689  ])
2517    , -1814.47    , array([ 1.56514    ,  0.0128141  ,  5.34477e-20,  0.0446689  ])
2518    , -1820.16    , array([ 1.56358    ,  0.0128269  ,  5.34477e-20,  0.0446689  ])
2519    , -1814.47    , array([ 1.56358    ,  0.0128141  ,  5.35012e-20,  0.0446689  ])
2520    , -1806.45    , array([ 1.56358    ,  0.0128141  ,  5.34477e-20,  0.0447136  ])
2521    , -2336.11    , array([ 1.56358    ,  0.0064162  ,  5.34477e-20,  0.093067   ])
2522    , -2336.11    , array([ 1.56358    ,  0.0064162  ,  5.34477e-20,  0.093067   ])
2523    , -2336.11    , array([ 1.56514    ,  0.0064162  ,  5.34477e-20,  0.093067   ])
2524    , -2336.1     , array([ 1.56358    ,  0.00642262 ,  5.34477e-20,  0.093067   ])
2525    , -2336.11    , array([ 1.56358    ,  0.0064162  ,  5.35012e-20,  0.093067   ])
2526    , -2336.12    , array([ 1.56358    ,  0.0064162  ,  5.34477e-20,  0.0931601  ])
2527    , -516.898    , array([ 1.56358    ,  0.0104017  ,  5.34477e-20,  0.0557355  ])
2528    , -516.898    , array([ 1.56358    ,  0.0104017  ,  5.34477e-20,  0.0557355  ])
2529    , -516.898    , array([ 1.56514    ,  0.0104017  ,  5.34477e-20,  0.0557355  ])
2530    , -514.622    , array([ 1.56358    ,  0.0104121  ,  5.34477e-20,  0.0557355  ])
2531    , -516.898    , array([ 1.56358    ,  0.0104017  ,  5.35012e-20,  0.0557355  ])
2532    , -519.727    , array([ 1.56358    ,  0.0104017  ,  5.34477e-20,  0.0557913  ])
2533    , -401.075    , array([ 1.56358    ,  0.0110064  ,  5.34477e-20,  0.0524916  ])
2534    , -401.075    , array([ 1.56358    ,  0.0110064  ,  5.34477e-20,  0.0524916  ])
2535    , -401.075    , array([ 1.56514    ,  0.0110064  ,  5.34477e-20,  0.0524916  ])
2536    , -401.702    , array([ 1.56358    ,  0.0110174  ,  5.34477e-20,  0.0524916  ])
2537    , -401.075    , array([ 1.56358    ,  0.0110064  ,  5.35012e-20,  0.0524916  ])
2538    , -400.314    , array([ 1.56358    ,  0.0110064  ,  5.34477e-20,  0.0525441  ])
2539    , -392.99     , array([ 1.56358    ,  0.0108742  ,  5.34477e-20,  0.0531687  ])
2540    , -392.99     , array([ 1.56358    ,  0.0108742  ,  5.34477e-20,  0.0531687  ])
2541    , -392.99     , array([ 1.56514    ,  0.0108742  ,  5.34477e-20,  0.0531687  ])
2542    , -392.959    , array([ 1.56358    ,  0.0108851  ,  5.34477e-20,  0.0531687  ])
2543    , -392.99     , array([ 1.56358    ,  0.0108742  ,  5.35012e-20,  0.0531687  ])
2544    , -393.064    , array([ 1.56358    ,  0.0108742  ,  5.34477e-20,  0.0532218  ])
2545    , -392.95     , array([ 1.56358    ,  0.0108836  ,  5.34477e-20,  0.0531203  ])
2546    , -392.95     , array([ 1.56358    ,  0.0108836  ,  5.34477e-20,  0.0531203  ])
2547    , -392.95     , array([ 1.56514    ,  0.0108836  ,  5.34477e-20,  0.0531203  ])
2548    , -392.965    , array([ 1.56358    ,  0.0108945  ,  5.34477e-20,  0.0531203  ])
2549    , -392.95     , array([ 1.56358    ,  0.0108836  ,  5.35012e-20,  0.0531203  ])
2550    , -392.965    , array([ 1.56358    ,  0.0108836  ,  5.34477e-20,  0.0531734  ])
2551    , -2336.8     , array([ 1.56358    ,  28.1314    ,  5.34477e-20,  3.46291e-19])
2552    , -2336.8     , array([ 1.56358    ,  28.1314    ,  5.34477e-20,  3.46291e-19])
2553    , -2336.8     , array([ 1.56514    ,  28.1314    ,  5.34477e-20,  3.46291e-19])
2554    , -2336.8     , array([ 1.56358    ,  28.1595    ,  5.34477e-20,  3.46291e-19])
2555    , -2336.8     , array([ 1.56358    ,  28.1314    ,  5.35012e-20,  3.46291e-19])
2556    , -2336.8     , array([ 1.56358    ,  28.1314    ,  5.34477e-20,  3.46638e-19])
2557    , -5688.68    , array([ 1.56358    ,  0.0143499  ,  5.34477e-20,  0.0131982  ])
2558    , -5688.68    , array([ 1.56358    ,  0.0143499  ,  5.34477e-20,  0.0131982  ])
2559    , -5688.68    , array([ 1.56514    ,  0.0143499  ,  5.34477e-20,  0.0131982  ])
2560    , -5685.25    , array([ 1.56358    ,  0.0143643  ,  5.34477e-20,  0.0131982  ])
