267060  , -79089.2    , array([ 0.0155542  ,  2.33011    ,  2.2989e-28 ,  3.2389e-18 ,  4.43727e-09])
267061  , -79089.2    , array([ 0.0155698  ,  2.33011    ,  2.2989e-28 ,  3.2389e-18 ,  4.43727e-09])
267062  , -79089.2    , array([ 0.0155542  ,  2.33244    ,  2.2989e-28 ,  3.2389e-18 ,  4.43727e-09])
267063  , -79089.2    , array([ 0.0155542  ,  2.33011    ,  2.3012e-28 ,  3.2389e-18 ,  4.43727e-09])
267064  , -79089.2    , array([ 0.0155542  ,  2.33011    ,  2.2989e-28 ,  3.24214e-18,  4.43727e-09])
267065  , -79089.2    , array([ 0.0155542  ,  2.33011    ,  2.2989e-28 ,  3.2389e-18 ,  4.44171e-09])
267066  , -79089.2    , array([ 0.0155542  ,  2.33011    ,  2.2989e-28 ,  3.2389e-18 ,  4.43727e-09])
267067  , -79089.1    , array([ 0.0123867  ,  2.32491    ,  2.2989e-28 ,  3.2389e-18 ,  5.58616e-09])
267068  , -79089.1    , array([ 0.0123867  ,  2.32491    ,  2.2989e-28 ,  3.2389e-18 ,  5.58616e-09])
267069  , -79089.1    , array([ 0.0123991  ,  2.32491    ,  2.2989e-28 ,  3.2389e-18 ,  5.58616e-09])
267070  , -79089.1    , array([ 0.0123867  ,  2.32723    ,  2.2989e-28 ,  3.2389e-18 ,  5.58616e-09])
267071  , -79089.1    , array([ 0.0123867  ,  2.32491    ,  2.3012e-28 ,  3.2389e-18 ,  5.58616e-09])
267072  , -79089.1    , array([ 0.0123867  ,  2.32491    ,  2.2989e-28 ,  3.24214e-18,  5.58616e-09])
267073  , -79089.1    , array([ 0.0123867  ,  2.32491    ,  2.2989e-28 ,  3.2389e-18 ,  5.59175e-09])
267074  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267075  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267076  , -79087.2    , array([ 0.00498668 ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267077  , -79087.2    , array([ 0.0049817  ,  2.30651    ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267078  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.3012e-28 ,  3.2389e-18 ,  1.40315e-08])
267079  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.24214e-18,  1.40315e-08])
267080  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40455e-08])
267088  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267089  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267090  , -79087.2    , array([ 0.00498668 ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267091  , -79087.2    , array([ 0.0049817  ,  2.30651    ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267092  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.3012e-28 ,  3.2389e-18 ,  1.40315e-08])
267093  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.24214e-18,  1.40315e-08])
267094  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40455e-08])
267095  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267096  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267097  , -79087.2    , array([ 0.00498668 ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267098  , -79087.2    , array([ 0.0049817  ,  2.30651    ,  2.2989e-28 ,  3.2389e-18 ,  1.40315e-08])
267099  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.3012e-28 ,  3.2389e-18 ,  1.40315e-08])
267100  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.24214e-18,  1.40315e-08])
267101  , -79087.2    , array([ 0.0049817  ,  2.3042     ,  2.2989e-28 ,  3.2389e-18 ,  1.40455e-08])
