202175  , -11966.8    , array([ 0.0769195  ,  0.0233647  ,  8.17499e-71,  3.76384e-29,  0.0114644  ])
202176  , -11953.8    , array([ 0.0769965  ,  0.0233647  ,  8.17499e-71,  3.76384e-29,  0.0114644  ])
202177  , -11959.1    , array([ 0.0769195  ,  0.0233881  ,  8.17499e-71,  3.76384e-29,  0.0114644  ])
202178  , -11966.8    , array([ 0.0769195  ,  0.0233647  ,  8.18317e-71,  3.76384e-29,  0.0114644  ])
202179  , -11966.8    , array([ 0.0769195  ,  0.0233647  ,  8.17499e-71,  3.7676e-29 ,  0.0114644  ])
202180  , -11986.2    , array([ 0.0769195  ,  0.0233647  ,  8.17499e-71,  3.76384e-29,  0.0114759  ])
202181  , -11966.8    , array([ 0.0769195  ,  0.0233647  ,  8.17499e-71,  3.76384e-29,  0.0114644  ])
202182  , -9992.52    , array([ 0.131109   ,  0.0321044  ,  8.17499e-71,  3.76384e-29,  0.00516827 ])
202183  , -9992.52    , array([ 0.131109   ,  0.0321044  ,  8.17499e-71,  3.76384e-29,  0.00516827 ])
202184  , -9991.47    , array([ 0.131241   ,  0.0321044  ,  8.17499e-71,  3.76384e-29,  0.00516827 ])
202185  , -10009.1    , array([ 0.131109   ,  0.0321365  ,  8.17499e-71,  3.76384e-29,  0.00516827 ])
202186  , -9992.52    , array([ 0.131109   ,  0.0321044  ,  8.18317e-71,  3.76384e-29,  0.00516827 ])
202187  , -9992.52    , array([ 0.131109   ,  0.0321044  ,  8.17499e-71,  3.7676e-29 ,  0.00516827 ])
202188  , -9976.7     , array([ 0.131109   ,  0.0321044  ,  8.17499e-71,  3.76384e-29,  0.00517344 ])
202189  , -6460.88    , array([ 0.191665   ,  0.024395   ,  8.17499e-71,  3.76384e-29,  0.00486204 ])
202190  , -6460.88    , array([ 0.191665   ,  0.024395   ,  8.17499e-71,  3.76384e-29,  0.00486204 ])
202191  , -6460.57    , array([ 0.191856   ,  0.024395   ,  8.17499e-71,  3.76384e-29,  0.00486204 ])
202192  , -6474.69    , array([ 0.191665   ,  0.0244194  ,  8.17499e-71,  3.76384e-29,  0.00486204 ])
202193  , -6460.88    , array([ 0.191665   ,  0.024395   ,  8.18317e-71,  3.76384e-29,  0.00486204 ])
202194  , -6460.88    , array([ 0.191665   ,  0.024395   ,  8.17499e-71,  3.7676e-29 ,  0.00486204 ])
202195  , -6447.16    , array([ 0.191665   ,  0.024395   ,  8.17499e-71,  3.76384e-29,  0.00486691 ])
202203  , -6460.79    , array([ 0.191706   ,  0.0244006  ,  8.17499e-71,  3.76384e-29,  0.00486317 ])
202204  , -6460.79    , array([ 0.191706   ,  0.0244006  ,  8.17499e-71,  3.76384e-29,  0.00486317 ])
202205  , -6460.48    , array([ 0.191897   ,  0.0244006  ,  8.17499e-71,  3.76384e-29,  0.00486317 ])
202206  , -6474.6     , array([ 0.191706   ,  0.024425   ,  8.17499e-71,  3.76384e-29,  0.00486317 ])
202207  , -6460.79    , array([ 0.191706   ,  0.0244006  ,  8.18317e-71,  3.76384e-29,  0.00486317 ])
202208  , -6460.79    , array([ 0.191706   ,  0.0244006  ,  8.17499e-71,  3.7676e-29 ,  0.00486317 ])
202209  , -6447.07    , array([ 0.191706   ,  0.0244006  ,  8.17499e-71,  3.76384e-29,  0.00486803 ])
202210  , -6460.7     , array([ 0.191747   ,  0.0244061  ,  8.17499e-71,  3.76384e-29,  0.00486429 ])
202211  , -6460.7     , array([ 0.191747   ,  0.0244061  ,  8.17499e-71,  3.76384e-29,  0.00486429 ])
202212  , -6460.39    , array([ 0.191939   ,  0.0244061  ,  8.17499e-71,  3.76384e-29,  0.00486429 ])
202213  , -6474.51    , array([ 0.191747   ,  0.0244306  ,  8.17499e-71,  3.76384e-29,  0.00486429 ])
202214  , -6460.7     , array([ 0.191747   ,  0.0244061  ,  8.18317e-71,  3.76384e-29,  0.00486429 ])
202215  , -6460.7     , array([ 0.191747   ,  0.0244061  ,  8.17499e-71,  3.7676e-29 ,  0.00486429 ])
202216  , -6446.98    , array([ 0.191747   ,  0.0244061  ,  8.17499e-71,  3.76384e-29,  0.00486916 ])
202224  , -6460.68    , array([ 0.191757   ,  0.0244075  ,  8.17499e-71,  3.76384e-29,  0.00486458 ])
202225  , -6460.68    , array([ 0.191757   ,  0.0244075  ,  8.17499e-71,  3.76384e-29,  0.00486458 ])
202226  , -6460.37    , array([ 0.191949   ,  0.0244075  ,  8.17499e-71,  3.76384e-29,  0.00486458 ])
202227  , -6474.49    , array([ 0.191757   ,  0.024432   ,  8.17499e-71,  3.76384e-29,  0.00486458 ])
202228  , -6460.68    , array([ 0.191757   ,  0.0244075  ,  8.18317e-71,  3.76384e-29,  0.00486458 ])
202229  , -6460.68    , array([ 0.191757   ,  0.0244075  ,  8.17499e-71,  3.7676e-29 ,  0.00486458 ])
202230  , -6446.96    , array([ 0.191757   ,  0.0244075  ,  8.17499e-71,  3.76384e-29,  0.00486944 ])
202231  , -6460.66    , array([ 0.191767   ,  0.0244089  ,  8.17499e-71,  3.76384e-29,  0.00486486 ])
202232  , -6460.66    , array([ 0.191767   ,  0.0244089  ,  8.17499e-71,  3.76384e-29,  0.00486486 ])
202233  , -6460.34    , array([ 0.191959   ,  0.0244089  ,  8.17499e-71,  3.76384e-29,  0.00486486 ])
202234  , -6474.47    , array([ 0.191767   ,  0.0244333  ,  8.17499e-71,  3.76384e-29,  0.00486486 ])
202235  , -6460.66    , array([ 0.191767   ,  0.0244089  ,  8.18317e-71,  3.76384e-29,  0.00486486 ])
202236  , -6460.66    , array([ 0.191767   ,  0.0244089  ,  8.17499e-71,  3.7676e-29 ,  0.00486486 ])
202237  , -6446.94    , array([ 0.191767   ,  0.0244089  ,  8.17499e-71,  3.76384e-29,  0.00486972 ])
202238  , -39557.3    , array([ 17.516     ,  2.98883    ,  8.17499e-71,  3.76384e-29,  0.632114   ])
202239  , -39557.3    , array([ 17.516     ,  2.98883    ,  8.17499e-71,  3.76384e-29,  0.632114   ])
202240  , -39563.9    , array([ 17.5336    ,  2.98883    ,  8.17499e-71,  3.76384e-29,  0.632114   ])
202241  , -39572.9    , array([ 17.516     ,  2.99182    ,  8.17499e-71,  3.76384e-29,  0.632114   ])
202242  , -39557.3    , array([ 17.516     ,  2.98883    ,  8.18317e-71,  3.76384e-29,  0.632114   ])
202243  , -39557.3    , array([ 17.516     ,  2.98883    ,  8.17499e-71,  3.7676e-29 ,  0.632114   ])
202244  , -39563.6    , array([ 17.516     ,  2.98883    ,  8.17499e-71,  3.76384e-29,  0.632746   ])
202245  , -6065.56    , array([ 0.442776   ,  0.0595048  ,  8.17499e-71,  3.76384e-29,  0.0119909  ])
202246  , -6065.56    , array([ 0.442776   ,  0.0595048  ,  8.17499e-71,  3.76384e-29,  0.0119909  ])
202247  , -6065.31    , array([ 0.443219   ,  0.0595048  ,  8.17499e-71,  3.76384e-29,  0.0119909  ])
202248  , -6079.26    , array([ 0.442776   ,  0.0595643  ,  8.17499e-71,  3.76384e-29,  0.0119909  ])
202249  , -6065.56    , array([ 0.442776   ,  0.0595048  ,  8.18317e-71,  3.76384e-29,  0.0119909  ])
202250  , -6065.56    , array([ 0.442776   ,  0.0595048  ,  8.17499e-71,  3.7676e-29 ,  0.0119909  ])
202251  , -6051.84    , array([ 0.442776   ,  0.0595048  ,  8.17499e-71,  3.76384e-29,  0.0120028  ])
202252  , -5849.02    , array([ 0.845319   ,  0.118473   ,  8.17499e-71,  3.76384e-29,  0.0240775  ])
202253  , -5849.02    , array([ 0.845319   ,  0.118473   ,  8.17499e-71,  3.76384e-29,  0.0240775  ])
202254  , -5849       , array([ 0.846165   ,  0.118473   ,  8.17499e-71,  3.76384e-29,  0.0240775  ])
202255  , -5862.72    , array([ 0.845319   ,  0.118592   ,  8.17499e-71,  3.76384e-29,  0.0240775  ])
202256  , -5849.02    , array([ 0.845319   ,  0.118473   ,  8.18317e-71,  3.76384e-29,  0.0240775  ])
202257  , -5849.02    , array([ 0.845319   ,  0.118473   ,  8.17499e-71,  3.7676e-29 ,  0.0240775  ])
202258  , -5835.48    , array([ 0.845319   ,  0.118473   ,  8.17499e-71,  3.76384e-29,  0.0241016  ])
202259  , -4693.9     , array([ 0.844884   ,  0.0962429  ,  8.17499e-71,  3.76384e-29,  0.0213769  ])
202260  , -4693.9     , array([ 0.844884   ,  0.0962429  ,  8.17499e-71,  3.76384e-29,  0.0213769  ])
202261  , -4693.86    , array([ 0.845729   ,  0.0962429  ,  8.17499e-71,  3.76384e-29,  0.0213769  ])
202262  , -4705.93    , array([ 0.844884   ,  0.0963391  ,  8.17499e-71,  3.76384e-29,  0.0213769  ])
202263  , -4693.9     , array([ 0.844884   ,  0.0962429  ,  8.18317e-71,  3.76384e-29,  0.0213769  ])
202264  , -4693.9     , array([ 0.844884   ,  0.0962429  ,  8.17499e-71,  3.7676e-29 ,  0.0213769  ])
