284357  , -79089.4    , array([ 0.269662   ,  0.091563   ,  4.20853e-26,  0.0263571  ,  6.59216e-10])
284358  , -79089.4    , array([ 0.269932   ,  0.091563   ,  4.20853e-26,  0.0263571  ,  6.59216e-10])
284359  , -79089.4    , array([ 0.269662   ,  0.0916547  ,  4.20853e-26,  0.0263571  ,  6.59216e-10])
284360  , -79089.4    , array([ 0.269662   ,  0.091563   ,  4.21274e-26,  0.0263571  ,  6.59216e-10])
284361  , -79089.4    , array([ 0.269662   ,  0.091563   ,  4.20853e-26,  0.0263834  ,  6.59216e-10])
284362  , -79089.4    , array([ 0.269662   ,  0.091563   ,  4.20853e-26,  0.0263571  ,  6.59875e-10])
284363  , -79089.4    , array([ 0.269662   ,  0.091563   ,  4.20853e-26,  0.0263571  ,  6.59216e-10])
284364  , -79089.4    , array([ 0.269137   ,  0.0907921  ,  4.20853e-26,  0.0263571  ,  6.66125e-10])
284365  , -79089.4    , array([ 0.269137   ,  0.0907921  ,  4.20853e-26,  0.0263571  ,  6.66125e-10])
284366  , -79089.4    , array([ 0.269406   ,  0.0907921  ,  4.20853e-26,  0.0263571  ,  6.66125e-10])
284367  , -79089.4    , array([ 0.269137   ,  0.090883   ,  4.20853e-26,  0.0263571  ,  6.66125e-10])
284368  , -79089.4    , array([ 0.269137   ,  0.0907921  ,  4.21274e-26,  0.0263571  ,  6.66125e-10])
284369  , -79089.4    , array([ 0.269137   ,  0.0907921  ,  4.20853e-26,  0.0263834  ,  6.66125e-10])
284370  , -79089.4    , array([ 0.269137   ,  0.0907921  ,  4.20853e-26,  0.0263571  ,  6.66792e-10])
284371  , -79089.4    , array([ 0.267044   ,  0.0877728  ,  4.20853e-26,  0.026357   ,  6.94497e-10])
284372  , -79089.4    , array([ 0.267044   ,  0.0877728  ,  4.20853e-26,  0.026357   ,  6.94497e-10])
284373  , -79089.4    , array([ 0.267311   ,  0.0877728  ,  4.20853e-26,  0.026357   ,  6.94497e-10])
284374  , -79089.4    , array([ 0.267044   ,  0.0878607  ,  4.20853e-26,  0.026357   ,  6.94497e-10])
284375  , -79089.4    , array([ 0.267044   ,  0.0877728  ,  4.21274e-26,  0.026357   ,  6.94497e-10])
284376  , -79089.4    , array([ 0.267044   ,  0.0877728  ,  4.20853e-26,  0.0263834  ,  6.94497e-10])
284377  , -79089.4    , array([ 0.267044   ,  0.0877728  ,  4.20853e-26,  0.026357   ,  6.95192e-10])
284378  , -79089.4    , array([ 0.258835   ,  0.0766669  ,  4.20853e-26,  0.0263569  ,  8.20594e-10])
284379  , -79089.4    , array([ 0.258835   ,  0.0766669  ,  4.20853e-26,  0.0263569  ,  8.20594e-10])
284380  , -79089.4    , array([ 0.259094   ,  0.0766669  ,  4.20853e-26,  0.0263569  ,  8.20594e-10])
284381  , -79089.4    , array([ 0.258835   ,  0.0767436  ,  4.20853e-26,  0.0263569  ,  8.20594e-10])
284382  , -79089.4    , array([ 0.258835   ,  0.0766669  ,  4.21274e-26,  0.0263569  ,  8.20594e-10])
284383  , -79089.4    , array([ 0.258835   ,  0.0766669  ,  4.20853e-26,  0.0263833  ,  8.20594e-10])
284384  , -79089.4    , array([ 0.258835   ,  0.0766669  ,  4.20853e-26,  0.0263569  ,  8.21415e-10])
284385  , -79089.4    , array([ 0.228445   ,  0.0446271  ,  4.20853e-26,  0.0263566  ,  1.59941e-09])
284386  , -79089.4    , array([ 0.228445   ,  0.0446271  ,  4.20853e-26,  0.0263566  ,  1.59941e-09])
284387  , -79089.4    , array([ 0.228674   ,  0.0446271  ,  4.20853e-26,  0.0263566  ,  1.59941e-09])
284388  , -79089.4    , array([ 0.228445   ,  0.0446717  ,  4.20853e-26,  0.0263566  ,  1.59941e-09])
284389  , -79089.4    , array([ 0.228445   ,  0.0446271  ,  4.21274e-26,  0.0263566  ,  1.59941e-09])
284390  , -79089.4    , array([ 0.228445   ,  0.0446271  ,  4.20853e-26,  0.026383   ,  1.59941e-09])
284391  , -79089.4    , array([ 0.228445   ,  0.0446271  ,  4.20853e-26,  0.0263566  ,  1.60101e-09])
284392  , -79084      , array([ 0.138618   ,  0.00512343 ,  4.20853e-26,  0.0263552  ,  2.30826e-08])
284393  , -79084      , array([ 0.138618   ,  0.00512343 ,  4.20853e-26,  0.0263552  ,  2.30826e-08])
284394  , -79084      , array([ 0.138756   ,  0.00512343 ,  4.20853e-26,  0.0263552  ,  2.30826e-08])
284395  , -79084      , array([ 0.138618   ,  0.00512856 ,  4.20853e-26,  0.0263552  ,  2.30826e-08])
284396  , -79084      , array([ 0.138618   ,  0.00512343 ,  4.21274e-26,  0.0263552  ,  2.30826e-08])
284397  , -79084      , array([ 0.138618   ,  0.00512343 ,  4.20853e-26,  0.0263816  ,  2.30826e-08])
284398  , -79084      , array([ 0.138618   ,  0.00512343 ,  4.20853e-26,  0.0263552  ,  2.31057e-08])
284406  , -79084      , array([ 0.138618   ,  0.00512342 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284407  , -79084      , array([ 0.138618   ,  0.00512342 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284408  , -79084      , array([ 0.138756   ,  0.00512342 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284409  , -79084      , array([ 0.138618   ,  0.00512855 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284410  , -79084      , array([ 0.138618   ,  0.00512342 ,  4.21274e-26,  0.0263552  ,  2.30827e-08])
284411  , -79084      , array([ 0.138618   ,  0.00512342 ,  4.20853e-26,  0.0263816  ,  2.30827e-08])
284412  , -79084      , array([ 0.138618   ,  0.00512342 ,  4.20853e-26,  0.0263552  ,  2.31058e-08])
284413  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284414  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284415  , -79084      , array([ 0.138756   ,  0.00512341 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284416  , -79084      , array([ 0.138618   ,  0.00512854 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
284417  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.21274e-26,  0.0263552  ,  2.30827e-08])
284418  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.20853e-26,  0.0263816  ,  2.30827e-08])
284419  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.20853e-26,  0.0263552  ,  2.31058e-08])
284427  , -79084      , array([ 0.138618   ,  0.00512341 ,  4.20853e-26,  0.0263552  ,  2.30827e-08])
