35993   , -49321.7    , array([ 0.309993   ,  2.93545    ,  0.0409586  ,  4.60103e-18,  0.114968   ])
35994   , -49290.3    , array([ 0.310304   ,  2.93545    ,  0.0409586  ,  4.60103e-18,  0.114968   ])
35995   , -49330.1    , array([ 0.309993   ,  2.93839    ,  0.0409586  ,  4.60103e-18,  0.114968   ])
35996   , -49321.5    , array([ 0.309993   ,  2.93545    ,  0.0409995  ,  4.60103e-18,  0.114968   ])
35997   , -49321.7    , array([ 0.309993   ,  2.93545    ,  0.0409586  ,  4.60563e-18,  0.114968   ])
35998   , -49342      , array([ 0.309993   ,  2.93545    ,  0.0409586  ,  4.60103e-18,  0.115083   ])
35999   , -49321.7    , array([ 0.309993   ,  2.93545    ,  0.0409586  ,  4.60103e-18,  0.114968   ])
36000   , -36255.1    , array([ 0.70863    ,  2.35173    ,  0.0411611  ,  4.60103e-18,  0.0672627  ])
36001   , -36255.1    , array([ 0.70863    ,  2.35173    ,  0.0411611  ,  4.60103e-18,  0.0672627  ])
36002   , -36258.2    , array([ 0.709339   ,  2.35173    ,  0.0411611  ,  4.60103e-18,  0.0672627  ])
36003   , -36265.2    , array([ 0.70863    ,  2.35409    ,  0.0411611  ,  4.60103e-18,  0.0672627  ])
36004   , -36255.2    , array([ 0.70863    ,  2.35173    ,  0.0412023  ,  4.60103e-18,  0.0672627  ])
36005   , -36255.1    , array([ 0.70863    ,  2.35173    ,  0.0411611  ,  4.60563e-18,  0.0672627  ])
36006   , -36242.5    , array([ 0.70863    ,  2.35173    ,  0.0411611  ,  4.60103e-18,  0.06733    ])
36007   , -8052.28    , array([ 1.80983    ,  0.392722   ,  0.0413716  ,  4.60103e-18,  0.163836   ])
36008   , -8052.28    , array([ 1.80983    ,  0.392722   ,  0.0413716  ,  4.60103e-18,  0.163836   ])
36009   , -8050.06    , array([ 1.81164    ,  0.392722   ,  0.0413716  ,  4.60103e-18,  0.163836   ])
36010   , -8049.9     , array([ 1.80983    ,  0.393115   ,  0.0413716  ,  4.60103e-18,  0.163836   ])
36011   , -8052.11    , array([ 1.80983    ,  0.392722   ,  0.041413   ,  4.60103e-18,  0.163836   ])
36012   , -8052.28    , array([ 1.80983    ,  0.392722   ,  0.0413716  ,  4.60563e-18,  0.163836   ])
36013   , -8064.42    , array([ 1.80983    ,  0.392722   ,  0.0413716  ,  4.60103e-18,  0.164      ])
36021   , -8046.91    , array([ 1.80848    ,  0.392184   ,  0.0413737  ,  4.60103e-18,  0.163697   ])
36022   , -8046.91    , array([ 1.80848    ,  0.392184   ,  0.0413737  ,  4.60103e-18,  0.163697   ])
36023   , -8044.69    , array([ 1.81029    ,  0.392184   ,  0.0413737  ,  4.60103e-18,  0.163697   ])
36024   , -8044.52    , array([ 1.80848    ,  0.392576   ,  0.0413737  ,  4.60103e-18,  0.163697   ])
36025   , -8046.75    , array([ 1.80848    ,  0.392184   ,  0.0414151  ,  4.60103e-18,  0.163697   ])
36026   , -8046.91    , array([ 1.80848    ,  0.392184   ,  0.0413737  ,  4.60563e-18,  0.163697   ])
36027   , -8059.07    , array([ 1.80848    ,  0.392184   ,  0.0413737  ,  4.60103e-18,  0.163861   ])
36028   , -7119.04    , array([ 1.39554    ,  0.24365    ,  0.0421159  ,  4.60103e-18,  0.12189    ])
36029   , -7119.04    , array([ 1.39554    ,  0.24365    ,  0.0421159  ,  4.60103e-18,  0.12189    ])
36030   , -7116.3     , array([ 1.39693    ,  0.24365    ,  0.0421159  ,  4.60103e-18,  0.12189    ])
36031   , -7111.05    , array([ 1.39554    ,  0.243894   ,  0.0421159  ,  4.60103e-18,  0.12189    ])
36032   , -7118.91    , array([ 1.39554    ,  0.24365    ,  0.0421581  ,  4.60103e-18,  0.12189    ])
36033   , -7119.04    , array([ 1.39554    ,  0.24365    ,  0.0421159  ,  4.60563e-18,  0.12189    ])
36034   , -7134.4     , array([ 1.39554    ,  0.24365    ,  0.0421159  ,  4.60103e-18,  0.122012   ])
36035   , -5141.67    , array([ 1.16822    ,  0.22679    ,  0.333973   ,  4.60103e-18,  0.102491   ])
36036   , -5141.67    , array([ 1.16822    ,  0.22679    ,  0.333973   ,  4.60103e-18,  0.102491   ])
36037   , -5138.69    , array([ 1.16939    ,  0.22679    ,  0.333973   ,  4.60103e-18,  0.102491   ])
