9957    , -2338.4     , array([ 3.32163    ,  2.82539    ,  1.71001e-19,  0.000128619])
9958    , -2338.4     , array([ 3.32496    ,  2.82539    ,  1.71001e-19,  0.000128619])
9959    , -2338.4     , array([ 3.32163    ,  2.82821    ,  1.71001e-19,  0.000128619])
9960    , -2338.4     , array([ 3.32163    ,  2.82539    ,  1.71172e-19,  0.000128619])
9961    , -2338.4     , array([ 3.32163    ,  2.82539    ,  1.71001e-19,  0.000128747])
9962    , -2338.4     , array([ 3.32163    ,  2.82539    ,  1.71001e-19,  0.000128619])
9963    , -2337.24    , array([ 3.32163    ,  1.73984    ,  1.71001e-19,  5.30291e-05])
9964    , -2337.24    , array([ 3.32163    ,  1.73984    ,  1.71001e-19,  5.30291e-05])
9965    , -2337.24    , array([ 3.32496    ,  1.73984    ,  1.71001e-19,  5.30291e-05])
9966    , -2337.24    , array([ 3.32163    ,  1.74158    ,  1.71001e-19,  5.30291e-05])
9967    , -2337.24    , array([ 3.32163    ,  1.73984    ,  1.71172e-19,  5.30291e-05])
9968    , -2337.24    , array([ 3.32163    ,  1.73984    ,  1.71001e-19,  5.30821e-05])
9969    , -2336.65    , array([ 3.32163    ,  0.816552   ,  1.71001e-19,  3.61227e-05])
9970    , -2336.65    , array([ 3.32163    ,  0.816552   ,  1.71001e-19,  3.61227e-05])
9971    , -2336.65    , array([ 3.32496    ,  0.816552   ,  1.71001e-19,  3.61227e-05])
9972    , -2336.65    , array([ 3.32163    ,  0.817369   ,  1.71001e-19,  3.61227e-05])
9973    , -2336.65    , array([ 3.32163    ,  0.816552   ,  1.71172e-19,  3.61227e-05])
9974    , -2336.65    , array([ 3.32163    ,  0.816552   ,  1.71001e-19,  3.61589e-05])
9975    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9976    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9977    , -2333.19    , array([ 3.32496    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9978    , -2333.2     , array([ 3.32163    ,  0.0396568  ,  1.71001e-19,  7.77763e-06])
9979    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71172e-19,  7.77763e-06])
9980    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.78541e-06])
9987    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9988    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9989    , -2333.19    , array([ 3.32496    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9990    , -2333.2     , array([ 3.32163    ,  0.0396568  ,  1.71001e-19,  7.77763e-06])
9991    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71172e-19,  7.77763e-06])
9992    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.78541e-06])
9993    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9994    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9995    , -2333.19    , array([ 3.32496    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
9996    , -2333.2     , array([ 3.32163    ,  0.0396567  ,  1.71001e-19,  7.77763e-06])
9997    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71172e-19,  7.77763e-06])
9998    , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.78541e-06])
10005   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10006   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10007   , -2333.19    , array([ 3.32496    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10008   , -2333.2     , array([ 3.32163    ,  0.0396567  ,  1.71001e-19,  7.77763e-06])
10009   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71172e-19,  7.77763e-06])
10010   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.78541e-06])
10011   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10012   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10013   , -2333.19    , array([ 3.32496    ,  0.0396171  ,  1.71001e-19,  7.77763e-06])
10014   , -2333.2     , array([ 3.32163    ,  0.0396567  ,  1.71001e-19,  7.77763e-06])
10015   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71172e-19,  7.77763e-06])
10016   , -2333.19    , array([ 3.32163    ,  0.0396171  ,  1.71001e-19,  7.78541e-06])
10017   , -2320.32    , array([ 3.32163    ,  0.00192213 ,  1.71001e-19,  1.67461e-06])
10018   , -2320.32    , array([ 3.32163    ,  0.00192213 ,  1.71001e-19,  1.67461e-06])
10019   , -2320.32    , array([ 3.32496    ,  0.00192213 ,  1.71001e-19,  1.67461e-06])
10020   , -2320.34    , array([ 3.32163    ,  0.00192405 ,  1.71001e-19,  1.67461e-06])
10021   , -2320.32    , array([ 3.32163    ,  0.00192213 ,  1.71172e-19,  1.67461e-06])
10022   , -2320.3     , array([ 3.32163    ,  0.00192213 ,  1.71001e-19,  1.67629e-06])
10023   , -2320.32    , array([ 3.32163    ,  0.00192213 ,  1.71001e-19,  1.67461e-06])
