184874  , -99671.4    , array([ 0.370898   ,  5.54438    ,  5.89354e-18,  0.000152325,  0.408751   ])
184875  , -99603.4    , array([ 0.371269   ,  5.54438    ,  5.89354e-18,  0.000152325,  0.408751   ])
184876  , -99683.7    , array([ 0.370898   ,  5.54993    ,  5.89354e-18,  0.000152325,  0.408751   ])
184877  , -99671.4    , array([ 0.370898   ,  5.54438    ,  5.89943e-18,  0.000152325,  0.408751   ])
184878  , -99671.4    , array([ 0.370898   ,  5.54438    ,  5.89354e-18,  0.000152477,  0.408751   ])
184879  , -99736.8    , array([ 0.370898   ,  5.54438    ,  5.89354e-18,  0.000152325,  0.40916    ])
184880  , -99671.4    , array([ 0.370898   ,  5.54438    ,  5.89354e-18,  0.000152325,  0.408751   ])
184881  , -41787      , array([ 0.763422   ,  4.86638    ,  5.89354e-18,  0.00015233 ,  0.204152   ])
184882  , -41787      , array([ 0.763422   ,  4.86638    ,  5.89354e-18,  0.00015233 ,  0.204152   ])
184883  , -41769.4    , array([ 0.764185   ,  4.86638    ,  5.89354e-18,  0.00015233 ,  0.204152   ])
184884  , -41796      , array([ 0.763422   ,  4.87125    ,  5.89354e-18,  0.00015233 ,  0.204152   ])
184885  , -41787      , array([ 0.763422   ,  4.86638    ,  5.89943e-18,  0.00015233 ,  0.204152   ])
184886  , -41787      , array([ 0.763422   ,  4.86638    ,  5.89354e-18,  0.000152483,  0.204152   ])
184887  , -41801.5    , array([ 0.763422   ,  4.86638    ,  5.89354e-18,  0.00015233 ,  0.204356   ])
184895  , -41764.2    , array([ 0.763765   ,  4.85363    ,  5.89354e-18,  0.00015233 ,  0.204277   ])
184896  , -41764.2    , array([ 0.763765   ,  4.85363    ,  5.89354e-18,  0.00015233 ,  0.204277   ])
184897  , -41746.6    , array([ 0.764529   ,  4.85363    ,  5.89354e-18,  0.00015233 ,  0.204277   ])
184898  , -41773.2    , array([ 0.763765   ,  4.85848    ,  5.89354e-18,  0.00015233 ,  0.204277   ])
184899  , -41764.2    , array([ 0.763765   ,  4.85363    ,  5.89943e-18,  0.00015233 ,  0.204277   ])
184900  , -41764.2    , array([ 0.763765   ,  4.85363    ,  5.89354e-18,  0.000152482,  0.204277   ])
184901  , -41778.7    , array([ 0.763765   ,  4.85363    ,  5.89354e-18,  0.00015233 ,  0.204481   ])
184902  , -41741.2    , array([ 0.764109   ,  4.84088    ,  5.89354e-18,  0.00015233 ,  0.204402   ])
184903  , -41741.2    , array([ 0.764109   ,  4.84088    ,  5.89354e-18,  0.00015233 ,  0.204402   ])
184904  , -41723.6    , array([ 0.764873   ,  4.84088    ,  5.89354e-18,  0.00015233 ,  0.204402   ])
184905  , -41750.3    , array([ 0.764109   ,  4.84573    ,  5.89354e-18,  0.00015233 ,  0.204402   ])
184906  , -41741.2    , array([ 0.764109   ,  4.84088    ,  5.89943e-18,  0.00015233 ,  0.204402   ])
184907  , -41741.2    , array([ 0.764109   ,  4.84088    ,  5.89354e-18,  0.000152482,  0.204402   ])
184908  , -41755.7    , array([ 0.764109   ,  4.84088    ,  5.89354e-18,  0.00015233 ,  0.204607   ])
184909  , -457476     , array([ 2.41944    ,  0.00576931 ,  5.89354e-18,  0.000152126,  0.981821   ])
184910  , -457476     , array([ 2.41944    ,  0.00576931 ,  5.89354e-18,  0.000152126,  0.981821   ])
184911  , -457480     , array([ 2.42186    ,  0.00576931 ,  5.89354e-18,  0.000152126,  0.981821   ])
184912  , -457436     , array([ 2.41944    ,  0.00577508 ,  5.89354e-18,  0.000152126,  0.981821   ])
184913  , -457476     , array([ 2.41944    ,  0.00576931 ,  5.89943e-18,  0.000152126,  0.981821   ])
184914  , -457442     , array([ 2.41944    ,  0.00576931 ,  5.89354e-18,  0.000152279,  0.981821   ])
184915  , -457485     , array([ 2.41944    ,  0.00576931 ,  5.89354e-18,  0.000152126,  0.982804   ])
184916  , -39976.2    , array([ 0.789127   ,  4.0105     ,  5.89354e-18,  0.000152324,  0.213568   ])
184917  , -39976.2    , array([ 0.789127   ,  4.0105     ,  5.89354e-18,  0.000152324,  0.213568   ])
184918  , -39958      , array([ 0.789916   ,  4.0105     ,  5.89354e-18,  0.000152324,  0.213568   ])
184919  , -39986.4    , array([ 0.789127   ,  4.01452    ,  5.89354e-18,  0.000152324,  0.213568   ])
184920  , -39976.2    , array([ 0.789127   ,  4.0105     ,  5.89943e-18,  0.000152324,  0.213568   ])
184921  , -39976.2    , array([ 0.789127   ,  4.0105     ,  5.89354e-18,  0.000152477,  0.213568   ])
184922  , -39990.5    , array([ 0.789127   ,  4.0105     ,  5.89354e-18,  0.000152324,  0.213782   ])
