307650  , -44950.6    , array([ 1.20122    ,  0.585788   ,  0.0133665  ,  1.45704e-12,  0.0189122  ])
307651  , -44955.4    , array([ 1.20242    ,  0.585788   ,  0.0133665  ,  1.45704e-12,  0.0189122  ])
307652  , -44968.7    , array([ 1.20122    ,  0.586374   ,  0.0133665  ,  1.45704e-12,  0.0189122  ])
307653  , -44950.6    , array([ 1.20122    ,  0.585788   ,  0.0133799  ,  1.45704e-12,  0.0189122  ])
307654  , -44950.6    , array([ 1.20122    ,  0.585788   ,  0.0133665  ,  1.4585e-12 ,  0.0189122  ])
307655  , -44927.9    , array([ 1.20122    ,  0.585788   ,  0.0133665  ,  1.45704e-12,  0.0189311  ])
307656  , -44950.6    , array([ 1.20122    ,  0.585788   ,  0.0133665  ,  1.45704e-12,  0.0189122  ])
307657  , -13372.6    , array([ 1.01654    ,  0.31443    ,  0.0133645  ,  1.45704e-12,  0.0411692  ])
307658  , -13372.6    , array([ 1.01654    ,  0.31443    ,  0.0133645  ,  1.45704e-12,  0.0411692  ])
307659  , -13373.6    , array([ 1.01756    ,  0.31443    ,  0.0133645  ,  1.45704e-12,  0.0411692  ])
307660  , -13391.5    , array([ 1.01654    ,  0.314744   ,  0.0133645  ,  1.45704e-12,  0.0411692  ])
307661  , -13372.6    , array([ 1.01654    ,  0.31443    ,  0.0133778  ,  1.45704e-12,  0.0411692  ])
307662  , -13372.6    , array([ 1.01654    ,  0.31443    ,  0.0133645  ,  1.4585e-12 ,  0.0411692  ])
307663  , -13353.9    , array([ 1.01654    ,  0.31443    ,  0.0133645  ,  1.45704e-12,  0.0412104  ])
307664  , -127817     , array([ 2.19743    ,  0.0333114  ,  0.0133524  ,  1.45704e-12,  0.13483    ])
307665  , -127817     , array([ 2.19743    ,  0.0333114  ,  0.0133524  ,  1.45704e-12,  0.13483    ])
307666  , -127818     , array([ 2.19963    ,  0.0333114  ,  0.0133524  ,  1.45704e-12,  0.13483    ])
307667  , -127674     , array([ 2.19743    ,  0.0333447  ,  0.0133524  ,  1.45704e-12,  0.13483    ])
307668  , -127817     , array([ 2.19743    ,  0.0333114  ,  0.0133657  ,  1.45704e-12,  0.13483    ])
307669  , -127817     , array([ 2.19743    ,  0.0333114  ,  0.0133524  ,  1.4585e-12 ,  0.13483    ])
307670  , -127962     , array([ 2.19743    ,  0.0333114  ,  0.0133524  ,  1.45704e-12,  0.134965   ])
307671  , -2604.05    , array([ 1.25396    ,  0.170633   ,  0.0133612  ,  1.45704e-12,  0.0568667  ])
307672  , -2604.05    , array([ 1.25396    ,  0.170633   ,  0.0133612  ,  1.45704e-12,  0.0568667  ])
307673  , -2603.11    , array([ 1.25522    ,  0.170633   ,  0.0133612  ,  1.45704e-12,  0.0568667  ])
307674  , -2606.46    , array([ 1.25396    ,  0.170804   ,  0.0133612  ,  1.45704e-12,  0.0568667  ])
307675  , -2604.05    , array([ 1.25396    ,  0.170633   ,  0.0133745  ,  1.45704e-12,  0.0568667  ])
