41442   , -33344.2    , array([ 0.171424   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41443   , -33344.2    , array([ 0.171424   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41444   , -32739.3    , array([ 1.17142    ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41445   , -35861.2    , array([ 2.78946    ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41446   , -32739.3    , array([ 1.17142    ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41447   , -34439.6    , array([ 1.78946    ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41448   , -30994.6    , array([ 0.789458   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41449   , -29578.2    , array([ 0.55339    ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41450   , -28834.6    , array([ 0.407492   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41451   , -28864.4    , array([ 0.317322   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41452   , -28760.7    , array([ 0.369605   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41453   , -28759      , array([ 0.366203   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41454   , -28758.2    , array([ 0.360455   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41455   , -28758.1    , array([ 0.362345   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41456   , -28758.4    , array([ 0.364255   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41457   , -28758.1    , array([ 0.362345   ,  0.518694   ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
41458   , -41615.7    , array([ 0.362345   ,  1.51869    ,  6.78869e-51,  5.52675e-24,  0.0283517  ])
