Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-14004.07	28024.14	5537.87	5602.93	3.2316,0.8374,1.6624,0.424,0.422,3.5491,4.1399,2.3982
our_model	Round_1_Replicate_2	-11826.55	23669.1	1260.1	19449.4	1.3864,0.3215,0.5382,0.4393,1.0849,10.4574,0.0136,0.1887
our_model	Round_1_Replicate_3	-11391.25	22798.5	421.08	20536.8	1.3528,0.3936,0.6227,0.2235,1.187,8.3403,0.0669,0.0822
our_model	Round_1_Replicate_4	-11392.66	22801.32	418.19	19972.9	1.4893,0.4006,0.6722,0.1725,0.8637,8.1288,0.0589,0.0941
our_model	Round_1_Replicate_5	-13938.46	27892.92	5404.04	10518.11	1.7419,0.4335,0.9205,0.8422,0.7554,7.0056,1.6702,1.299
our_model	Round_1_Replicate_6	-11566.57	23149.14	765.5	19653.32	1.4987,0.5842,0.7341,0.6394,2.2118,0.01,0.1456,0.0359
our_model	Round_1_Replicate_7	-11674.6	23365.2	994.28	18993.07	2.0411,0.5894,0.8144,0.4715,1.7941,1.274,0.1329,0.0401
our_model	Round_1_Replicate_8	-13963.28	27942.56	5459.07	7914.46	2.3058,0.5767,1.207,0.6163,0.5896,5.3034,2.6126,1.7347
our_model	Round_1_Replicate_9	-11532.79	23081.58	697.83	20553.08	1.3346,0.3233,0.6054,0.4556,0.9049,9.9456,0.0427,0.1113
our_model	Round_1_Replicate_10	-11806.21	23628.42	1234.68	19573.59	1.4612,0.3355,0.517,0.122,1.1161,10.4887,0.0199,0.1679
our_model	Round_2_Replicate_1	-11363.27	22742.54	360.25	20197.65	1.4469,0.3723,0.7058,0.3872,0.7323,8.3166,0.0576,0.0928
our_model	Round_2_Replicate_2	-11262.6	22541.2	165.0	19825.94	1.5359,0.4507,0.7697,0.3592,0.8699,6.3914,0.0781,0.0752
our_model	Round_2_Replicate_3	-11246.72	22509.44	134.8	20095.02	1.4568,0.4201,0.8833,0.5563,0.746,6.2416,0.0761,0.0724
our_model	Round_2_Replicate_4	-11198.97	22413.94	41.2	20113.75	1.4789,0.4568,0.9602,0.5126,0.8263,4.732,0.0867,0.0593
our_model	Round_2_Replicate_5	-11305.48	22626.96	254.6	20527.63	1.4344,0.3949,0.8192,0.4227,0.6148,6.8915,0.0658,0.0698
our_model	Round_2_Replicate_6	-11244.21	22504.42	130.68	20133.0	1.4895,0.4264,0.8642,0.4315,0.7011,6.2597,0.0765,0.069
our_model	Round_2_Replicate_7	-11192.67	22401.34	28.57	20064.39	1.4819,0.4617,0.9315,0.5274,0.8835,4.717,0.0904,0.0591
our_model	Round_2_Replicate_8	-11225.36	22466.72	93.24	20246.13	1.4614,0.4294,0.8733,0.4561,0.7871,5.8873,0.0802,0.0647
our_model	Round_2_Replicate_9	-11277.83	22571.66	203.0	20203.71	1.483,0.5209,0.7534,0.2975,1.1749,3.1203,0.1006,0.0464
our_model	Round_2_Replicate_10	-11223.16	22462.32	88.55	20088.11	1.4645,0.4421,0.8561,0.4827,0.7717,5.7948,0.0814,0.0672
our_model	Round_2_Replicate_11	-11278.31	22572.62	198.31	20215.07	1.4781,0.3948,0.8408,0.5198,0.6732,6.939,0.07,0.0757
our_model	Round_2_Replicate_12	-11186.31	22388.62	16.14	20080.81	1.4839,0.4936,0.9012,0.414,1.0525,3.6869,0.0968,0.052
our_model	Round_2_Replicate_13	-11305.5	22627.0	260.95	20034.76	1.5628,0.4173,0.9302,0.468,0.4739,6.1424,0.0706,0.0711
our_model	Round_2_Replicate_14	-11203.21	22422.42	49.08	20149.52	1.467,0.4559,0.8581,0.4078,0.9253,5.318,0.0864,0.0611
our_model	Round_2_Replicate_15	-11230.9	22477.8	102.76	19998.61	1.4964,0.4442,0.8075,0.3669,0.876,6.1523,0.0808,0.0699
our_model	Round_2_Replicate_16	-11190.04	22396.08	23.2	20050.48	1.4838,0.4718,0.8908,0.4714,0.9882,4.7378,0.0929,0.0578
our_model	Round_2_Replicate_17	-11222.53	22461.06	87.48	20048.42	1.4863,0.4347,0.9087,0.5481,0.7829,5.7884,0.082,0.0673
our_model	Round_2_Replicate_18	-11190.32	22396.64	23.79	20083.13	1.4789,0.467,0.9004,0.4857,0.9666,4.7658,0.0919,0.0579
our_model	Round_2_Replicate_19	-11255.23	22526.46	149.87	19981.27	1.4998,0.431,0.7868,0.3597,0.8162,6.6508,0.0755,0.0754
our_model	Round_2_Replicate_20	-11251.94	22519.88	144.96	19888.82	1.5129,0.4601,0.7591,0.2635,0.9999,6.203,0.0836,0.0706
