296947  , -30090.3    , array([ 2.9577     ,  0.0100729  ,  4.1519e-62 ,  1.5605e-37 ,  0.000740946])
296948  , -30090.4    , array([ 2.96066    ,  0.0100729  ,  4.1519e-62 ,  1.5605e-37 ,  0.000740946])
296949  , -30117      , array([ 2.9577     ,  0.010083   ,  4.1519e-62 ,  1.5605e-37 ,  0.000740946])
296950  , -30090.3    , array([ 2.9577     ,  0.0100729  ,  4.15605e-62,  1.5605e-37 ,  0.000740946])
296951  , -30090.3    , array([ 2.9577     ,  0.0100729  ,  4.1519e-62 ,  1.56206e-37,  0.000740946])
296952  , -30063.5    , array([ 2.9577     ,  0.0100729  ,  4.1519e-62 ,  1.5605e-37 ,  0.000741687])
296953  , -30090.3    , array([ 2.9577     ,  0.0100729  ,  4.1519e-62 ,  1.5605e-37 ,  0.000740946])
296954  , -2782.34    , array([ 2.95331    ,  0.00493572 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151464 ])
296955  , -2782.34    , array([ 2.95331    ,  0.00493572 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151464 ])
296956  , -2782.36    , array([ 2.95626    ,  0.00493572 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151464 ])
296957  , -2786.06    , array([ 2.95331    ,  0.00494065 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151464 ])
296958  , -2782.34    , array([ 2.95331    ,  0.00493572 ,  4.15605e-62,  1.5605e-37 ,  0.00151464 ])
296959  , -2782.34    , array([ 2.95331    ,  0.00493572 ,  4.1519e-62 ,  1.56206e-37,  0.00151464 ])
296960  , -2778.53    , array([ 2.95331    ,  0.00493572 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151615 ])
296968  , -2782.26    , array([ 2.95311    ,  0.00493835 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151545 ])
296969  , -2782.26    , array([ 2.95311    ,  0.00493835 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151545 ])
296970  , -2782.28    , array([ 2.95606    ,  0.00493835 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151545 ])
296971  , -2785.98    , array([ 2.95311    ,  0.0049433  ,  4.1519e-62 ,  1.5605e-37 ,  0.00151545 ])
296972  , -2782.26    , array([ 2.95311    ,  0.00493835 ,  4.15605e-62,  1.5605e-37 ,  0.00151545 ])
296973  , -2782.26    , array([ 2.95311    ,  0.00493835 ,  4.1519e-62 ,  1.56206e-37,  0.00151545 ])
296974  , -2778.45    , array([ 2.95311    ,  0.00493835 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151697 ])
296975  , -2782.18    , array([ 2.95291    ,  0.004941   ,  4.1519e-62 ,  1.5605e-37 ,  0.00151627 ])
296976  , -2782.18    , array([ 2.95291    ,  0.004941   ,  4.1519e-62 ,  1.5605e-37 ,  0.00151627 ])
296977  , -2782.2     , array([ 2.95586    ,  0.004941   ,  4.1519e-62 ,  1.5605e-37 ,  0.00151627 ])
296978  , -2785.89    , array([ 2.95291    ,  0.00494594 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151627 ])
296979  , -2782.18    , array([ 2.95291    ,  0.004941   ,  4.15605e-62,  1.5605e-37 ,  0.00151627 ])
296980  , -2782.18    , array([ 2.95291    ,  0.004941   ,  4.1519e-62 ,  1.56206e-37,  0.00151627 ])
296981  , -2778.37    , array([ 2.95291    ,  0.004941   ,  4.1519e-62 ,  1.5605e-37 ,  0.00151779 ])
296989  , -2782.16    , array([ 2.95285    ,  0.00494166 ,  4.1519e-62 ,  1.5605e-37 ,  0.00151647 ])
