128553  , -29523.6    , array([ 13.8671    ,  0.789035   ,  0.221487   ,  6.29912e-19,  0.0664389  ])
128554  , -29524.9    , array([ 13.8809    ,  0.789035   ,  0.221487   ,  6.29912e-19,  0.0664389  ])
128555  , -29550      , array([ 13.8671    ,  0.789825   ,  0.221487   ,  6.29912e-19,  0.0664389  ])
128556  , -29523.9    , array([ 13.8671    ,  0.789035   ,  0.221709   ,  6.29912e-19,  0.0664389  ])
128557  , -29523.6    , array([ 13.8671    ,  0.789035   ,  0.221487   ,  6.30543e-19,  0.0664389  ])
128558  , -29502      , array([ 13.8671    ,  0.789035   ,  0.221487   ,  6.29912e-19,  0.0665053  ])
128559  , -29523.6    , array([ 13.8671    ,  0.789035   ,  0.221487   ,  6.29912e-19,  0.0664389  ])
128560  , -7348.02    , array([ 13.3246    ,  0.361274   ,  0.219654   ,  6.29912e-19,  0.125863   ])
128561  , -7348.02    , array([ 13.3246    ,  0.361274   ,  0.219654   ,  6.29912e-19,  0.125863   ])
128562  , -7349.04    , array([ 13.338     ,  0.361274   ,  0.219654   ,  6.29912e-19,  0.125863   ])
128563  , -7352.11    , array([ 13.3246    ,  0.361635   ,  0.219654   ,  6.29912e-19,  0.125863   ])
128564  , -7347.88    , array([ 13.3246    ,  0.361274   ,  0.219874   ,  6.29912e-19,  0.125863   ])
128565  , -7348.02    , array([ 13.3246    ,  0.361274   ,  0.219654   ,  6.30543e-19,  0.125863   ])
128566  , -7352.25    , array([ 13.3246    ,  0.361274   ,  0.219654   ,  6.29912e-19,  0.125989   ])
128567  , -12623.8    , array([ 3.64852    ,  0.00133137 ,  0.261623   ,  6.29912e-19,  0.000978379])
128568  , -12623.8    , array([ 3.64852    ,  0.00133137 ,  0.261623   ,  6.29912e-19,  0.000978379])
128569  , -12623.8    , array([ 3.65217    ,  0.00133137 ,  0.261623   ,  6.29912e-19,  0.000978379])
128570  , -12596.6    , array([ 3.64852    ,  0.0013327  ,  0.261623   ,  6.29912e-19,  0.000978379])
128571  , -12623.8    , array([ 3.64852    ,  0.00133137 ,  0.261885   ,  6.29912e-19,  0.000978379])
128572  , -12623.8    , array([ 3.64852    ,  0.00133137 ,  0.261623   ,  6.30543e-19,  0.000978379])
128573  , -12650.8    , array([ 3.64852    ,  0.00133137 ,  0.261623   ,  6.29912e-19,  0.000979357])
128574  , -2540.87    , array([ 8.64708    ,  0.0556514  ,  0.232856   ,  6.29912e-19,  0.0248739  ])
128575  , -2540.87    , array([ 8.64708    ,  0.0556514  ,  0.232856   ,  6.29912e-19,  0.0248739  ])
128576  , -2540.96    , array([ 8.65573    ,  0.0556514  ,  0.232856   ,  6.29912e-19,  0.0248739  ])
128577  , -2534.19    , array([ 8.64708    ,  0.0557071  ,  0.232856   ,  6.29912e-19,  0.0248739  ])
128578  , -2540.85    , array([ 8.64708    ,  0.0556514  ,  0.233089   ,  6.29912e-19,  0.0248739  ])
128579  , -2540.87    , array([ 8.64708    ,  0.0556514  ,  0.232856   ,  6.30543e-19,  0.0248739  ])
