1       , -7875.27    , array([ 0.0931697  ,  0.249581   ,  1.19098    ,  0.0665365  ])
2       , -7867.15    , array([ 0.0932629  ,  0.249581   ,  1.19098    ,  0.0665365  ])
3       , -7882.35    , array([ 0.0931697  ,  0.249831   ,  1.19098    ,  0.0665365  ])
4       , -7875.28    , array([ 0.0931697  ,  0.249581   ,  1.19217    ,  0.0665365  ])
5       , -7876.31    , array([ 0.0931697  ,  0.249581   ,  1.19098    ,  0.066603   ])
6       , -7875.27    , array([ 0.0931697  ,  0.249581   ,  1.19098    ,  0.0665365  ])
7       , -1115.31    , array([ 0.19878    ,  0.128909   ,  1.19048    ,  0.0603948  ])
8       , -1115.31    , array([ 0.19878    ,  0.128909   ,  1.19048    ,  0.0603948  ])
9       , -1113.37    , array([ 0.198978   ,  0.128909   ,  1.19048    ,  0.0603948  ])
10      , -1117.33    , array([ 0.19878    ,  0.129037   ,  1.19048    ,  0.0603948  ])
11      , -1115.51    , array([ 0.19878    ,  0.128909   ,  1.19167    ,  0.0603948  ])
12      , -1115.08    , array([ 0.19878    ,  0.128909   ,  1.19048    ,  0.0604552  ])
19      , -1115       , array([ 0.198768   ,  0.128888   ,  1.19032    ,  0.0604144  ])
20      , -1115       , array([ 0.198768   ,  0.128888   ,  1.19032    ,  0.0604144  ])
21      , -1113.05    , array([ 0.198966   ,  0.128888   ,  1.19032    ,  0.0604144  ])
22      , -1117.02    , array([ 0.198768   ,  0.129017   ,  1.19032    ,  0.0604144  ])
23      , -1115.2     , array([ 0.198768   ,  0.128888   ,  1.19151    ,  0.0604144  ])
24      , -1114.77    , array([ 0.198768   ,  0.128888   ,  1.19032    ,  0.0604749  ])
25      , -1004.5     , array([ 0.172834   ,  0.088806   ,  0.872859   ,  0.128284   ])
26      , -1004.5     , array([ 0.172834   ,  0.088806   ,  0.872859   ,  0.128284   ])
27      , -1002.76    , array([ 0.173007   ,  0.088806   ,  0.872859   ,  0.128284   ])
28      , -1005.07    , array([ 0.172834   ,  0.0888949  ,  0.872859   ,  0.128284   ])
29      , -1004.75    , array([ 0.172834   ,  0.088806   ,  0.873732   ,  0.128284   ])
30      , -1005.49    , array([ 0.172834   ,  0.088806   ,  0.872859   ,  0.128413   ])
31      , -879.201    , array([ 0.185192   ,  0.106747   ,  1.01741    ,  0.0884345  ])
32      , -879.201    , array([ 0.185192   ,  0.106747   ,  1.01741    ,  0.0884345  ])
