153764  , -69534      , array([ 0.110367   ,  4.15325    ,  8.62713e-09,  1.45227e-82,  0.00153329 ])
153765  , -69541.4    , array([ 0.110477   ,  4.15325    ,  8.62713e-09,  1.45227e-82,  0.00153329 ])
153766  , -69534.3    , array([ 0.110367   ,  4.1574     ,  8.62713e-09,  1.45227e-82,  0.00153329 ])
153767  , -69534      , array([ 0.110367   ,  4.15325    ,  8.63576e-09,  1.45227e-82,  0.00153329 ])
153768  , -69534      , array([ 0.110367   ,  4.15325    ,  8.62713e-09,  1.45372e-82,  0.00153329 ])
153769  , -69526.1    , array([ 0.110367   ,  4.15325    ,  8.62713e-09,  1.45227e-82,  0.00153482 ])
153770  , -69534      , array([ 0.110367   ,  4.15325    ,  8.62713e-09,  1.45227e-82,  0.00153329 ])
153771  , -55889.4    , array([ 0.0552466  ,  4.0165     ,  8.62713e-09,  1.45227e-82,  0.0031974  ])
153772  , -55889.4    , array([ 0.0552466  ,  4.0165     ,  8.62713e-09,  1.45227e-82,  0.0031974  ])
153773  , -55897.3    , array([ 0.0553019  ,  4.0165     ,  8.62713e-09,  1.45227e-82,  0.0031974  ])
153774  , -55889.9    , array([ 0.0552466  ,  4.02052    ,  8.62713e-09,  1.45227e-82,  0.0031974  ])
153775  , -55889.4    , array([ 0.0552466  ,  4.0165     ,  8.63576e-09,  1.45227e-82,  0.0031974  ])
153776  , -55889.4    , array([ 0.0552466  ,  4.0165     ,  8.62713e-09,  1.45372e-82,  0.0031974  ])
153777  , -55880.4    , array([ 0.0552466  ,  4.0165     ,  8.62713e-09,  1.45227e-82,  0.0032006  ])
153778  , -839231     , array([ 0.00346878 ,  3.51309    ,  8.62713e-09,  1.45227e-82,  0.0604631  ])
153779  , -839231     , array([ 0.00346878 ,  3.51309    ,  8.62713e-09,  1.45227e-82,  0.0604631  ])
153780  , -838535     , array([ 0.00347225 ,  3.51309    ,  8.62713e-09,  1.45227e-82,  0.0604631  ])
153781  , -839235     , array([ 0.00346878 ,  3.51661    ,  8.62713e-09,  1.45227e-82,  0.0604631  ])
153782  , -839231     , array([ 0.00346878 ,  3.51309    ,  8.63576e-09,  1.45227e-82,  0.0604631  ])
153783  , -839231     , array([ 0.00346878 ,  3.51309    ,  8.62713e-09,  1.45372e-82,  0.0604631  ])
153784  , -839900     , array([ 0.00346878 ,  3.51309    ,  8.62713e-09,  1.45227e-82,  0.0605236  ])
153785  , -61472.8    , array([ 0.0288888  ,  3.89247    ,  8.62713e-09,  1.45227e-82,  0.00636559 ])
153786  , -61472.8    , array([ 0.0288888  ,  3.89247    ,  8.62713e-09,  1.45227e-82,  0.00636559 ])
153787  , -61447.8    , array([ 0.0289177  ,  3.89247    ,  8.62713e-09,  1.45227e-82,  0.00636559 ])
153788  , -61473.5    , array([ 0.0288888  ,  3.89637    ,  8.62713e-09,  1.45227e-82,  0.00636559 ])
153789  , -61472.8    , array([ 0.0288888  ,  3.89247    ,  8.63576e-09,  1.45227e-82,  0.00636559 ])
153790  , -61472.8    , array([ 0.0288888  ,  3.89247    ,  8.62713e-09,  1.45372e-82,  0.00636559 ])
153791  , -61494      , array([ 0.0288888  ,  3.89247    ,  8.62713e-09,  1.45227e-82,  0.00637196 ])
153792  , -53229.9    , array([ 0.0433706  ,  3.96975    ,  8.62713e-09,  1.45227e-82,  0.00413454 ])
153793  , -53229.9    , array([ 0.0433706  ,  3.96975    ,  8.62713e-09,  1.45227e-82,  0.00413454 ])
153794  , -53230.3    , array([ 0.043414   ,  3.96975    ,  8.62713e-09,  1.45227e-82,  0.00413454 ])
153795  , -53230.5    , array([ 0.0433706  ,  3.97372    ,  8.62713e-09,  1.45227e-82,  0.00413454 ])
153796  , -53229.9    , array([ 0.0433706  ,  3.96975    ,  8.63576e-09,  1.45227e-82,  0.00413454 ])
153797  , -53229.9    , array([ 0.0433706  ,  3.96975    ,  8.62713e-09,  1.45372e-82,  0.00413454 ])
153798  , -53227.9    , array([ 0.0433706  ,  3.96975    ,  8.62713e-09,  1.45227e-82,  0.00413867 ])
153806  , -53228.1    , array([ 0.0434011  ,  3.96767    ,  8.62713e-09,  1.45227e-82,  0.00413813 ])
153807  , -53228.1    , array([ 0.0434011  ,  3.96767    ,  8.62713e-09,  1.45227e-82,  0.00413813 ])
153808  , -53228.5    , array([ 0.0434445  ,  3.96767    ,  8.62713e-09,  1.45227e-82,  0.00413813 ])
153809  , -53228.7    , array([ 0.0434011  ,  3.97164    ,  8.62713e-09,  1.45227e-82,  0.00413813 ])
