255980  , -79089.4    , array([ 0.00299041 ,  0.09333    ,  4.2034e-16 ,  5.02578e-76,  3.966e-13  ])
255981  , -79089.4    , array([ 0.0029934  ,  0.09333    ,  4.2034e-16 ,  5.02578e-76,  3.966e-13  ])
255982  , -79089.4    , array([ 0.00299041 ,  0.0934234  ,  4.2034e-16 ,  5.02578e-76,  3.966e-13  ])
255983  , -79089.4    , array([ 0.00299041 ,  0.09333    ,  4.20761e-16,  5.02578e-76,  3.966e-13  ])
255984  , -79089.4    , array([ 0.00299041 ,  0.09333    ,  4.2034e-16 ,  5.03081e-76,  3.966e-13  ])
255985  , -79089.4    , array([ 0.00299041 ,  0.09333    ,  4.2034e-16 ,  5.02578e-76,  3.96996e-13])
255986  , -79089.4    , array([ 0.00299041 ,  0.09333    ,  4.2034e-16 ,  5.02578e-76,  3.966e-13  ])
255987  , -79089.4    , array([ 0.0029901  ,  0.0933296  ,  4.2034e-16 ,  5.02578e-76,  3.96644e-13])
255988  , -79089.4    , array([ 0.0029901  ,  0.0933296  ,  4.2034e-16 ,  5.02578e-76,  3.96644e-13])
255989  , -79089.4    , array([ 0.00299309 ,  0.0933296  ,  4.2034e-16 ,  5.02578e-76,  3.96644e-13])
255990  , -79089.4    , array([ 0.0029901  ,  0.0934229  ,  4.2034e-16 ,  5.02578e-76,  3.96644e-13])
255991  , -79089.4    , array([ 0.0029901  ,  0.0933296  ,  4.20761e-16,  5.02578e-76,  3.96644e-13])
255992  , -79089.4    , array([ 0.0029901  ,  0.0933296  ,  4.2034e-16 ,  5.03081e-76,  3.96644e-13])
255993  , -79089.4    , array([ 0.0029901  ,  0.0933296  ,  4.2034e-16 ,  5.02578e-76,  3.9704e-13 ])
255994  , -79089.4    , array([ 0.00298883 ,  0.0933277  ,  4.2034e-16 ,  5.02578e-76,  3.9682e-13 ])
255995  , -79089.4    , array([ 0.00298883 ,  0.0933277  ,  4.2034e-16 ,  5.02578e-76,  3.9682e-13 ])
255996  , -79089.4    , array([ 0.00299182 ,  0.0933277  ,  4.2034e-16 ,  5.02578e-76,  3.9682e-13 ])
255997  , -79089.4    , array([ 0.00298883 ,  0.0934211  ,  4.2034e-16 ,  5.02578e-76,  3.9682e-13 ])
255998  , -79089.4    , array([ 0.00298883 ,  0.0933277  ,  4.20761e-16,  5.02578e-76,  3.9682e-13 ])
255999  , -79089.4    , array([ 0.00298883 ,  0.0933277  ,  4.2034e-16 ,  5.03081e-76,  3.9682e-13 ])
256000  , -79089.4    , array([ 0.00298883 ,  0.0933277  ,  4.2034e-16 ,  5.02578e-76,  3.97217e-13])
256001  , -79089.4    , array([ 0.00298378 ,  0.0933203  ,  4.2034e-16 ,  5.02578e-76,  3.97525e-13])
256002  , -79089.4    , array([ 0.00298378 ,  0.0933203  ,  4.2034e-16 ,  5.02578e-76,  3.97525e-13])
256003  , -79089.4    , array([ 0.00298676 ,  0.0933203  ,  4.2034e-16 ,  5.02578e-76,  3.97525e-13])
256004  , -79089.4    , array([ 0.00298378 ,  0.0934137  ,  4.2034e-16 ,  5.02578e-76,  3.97525e-13])
256005  , -79089.4    , array([ 0.00298378 ,  0.0933203  ,  4.20761e-16,  5.02578e-76,  3.97525e-13])
256006  , -79089.4    , array([ 0.00298378 ,  0.0933203  ,  4.2034e-16 ,  5.03081e-76,  3.97525e-13])
256007  , -79089.4    , array([ 0.00298378 ,  0.0933203  ,  4.2034e-16 ,  5.02578e-76,  3.97922e-13])
256008  , -79089.4    , array([ 0.00296365 ,  0.0932907  ,  4.2034e-16 ,  5.02578e-76,  4.00358e-13])
256009  , -79089.4    , array([ 0.00296365 ,  0.0932907  ,  4.2034e-16 ,  5.02578e-76,  4.00358e-13])
256010  , -79089.4    , array([ 0.00296661 ,  0.0932907  ,  4.2034e-16 ,  5.02578e-76,  4.00358e-13])
256011  , -79089.4    , array([ 0.00296365 ,  0.093384   ,  4.2034e-16 ,  5.02578e-76,  4.00358e-13])
256012  , -79089.4    , array([ 0.00296365 ,  0.0932907  ,  4.20761e-16,  5.02578e-76,  4.00358e-13])
256013  , -79089.4    , array([ 0.00296365 ,  0.0932907  ,  4.2034e-16 ,  5.03081e-76,  4.00358e-13])
256014  , -79089.4    , array([ 0.00296365 ,  0.0932907  ,  4.2034e-16 ,  5.02578e-76,  4.00758e-13])
