Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.9	795.8	598.34	75183.98	0.9189,0.099,0.1531,0.2542
our_model	Round_1_Replicate_2	-393.38	794.76	597.66	6611.91	29.8229,1.1249,29.9999,3.5477
our_model	Round_1_Replicate_3	-394.93	797.86	599.78	11708.72	12.7776,0.6359,7.4863,1.6208
our_model	Round_1_Replicate_4	-396.78	801.56	604.04	10992.78	3.9221,0.6733,30.0,1.301
our_model	Round_1_Replicate_5	-395.12	798.24	600.18	45232.48	1.1962,0.1645,29.481,0.3637
our_model	Round_1_Replicate_6	-397.18	802.36	604.77	9447.52	30.0,0.783,6.1786,1.8223
our_model	Round_1_Replicate_7	-395.89	799.78	601.45	46464.54	29.8542,0.1601,0.1857,0.3562
our_model	Round_1_Replicate_8	-393.24	794.48	597.4	7879.07	29.7632,0.9442,29.9057,3.1504
our_model	Round_1_Replicate_9	-394.32	796.64	598.83	6607.61	30.0,1.1269,16.3312,3.0935
our_model	Round_1_Replicate_10	-393.69	795.38	597.77	91836.75	0.6149,0.0811,0.3526,0.2111
our_model	Round_2_Replicate_1	-395.58	799.16	601.79	3549.95	19.4033,2.0882,29.9999,4.6396
our_model	Round_2_Replicate_2	-399.55	807.1	609.11	2228.2	30.0,3.3121,30.0,6.3823
our_model	Round_2_Replicate_3	-392.95	793.9	596.85	48332.46	29.5954,0.154,24.1756,0.7799
our_model	Round_2_Replicate_4	-397.58	803.16	605.5	2509.3	30.0,2.9467,30.0,6.1051
our_model	Round_2_Replicate_5	-397.07	802.14	604.56	4055.4	11.4887,1.8244,30.0,3.5431
our_model	Round_2_Replicate_6	-396.36	800.72	603.25	2798.98	30.0,2.6455,30.0,5.8251
our_model	Round_2_Replicate_7	-396.58	801.16	603.67	3023.46	30.0,2.4484,26.2463,5.392
our_model	Round_2_Replicate_8	-394.26	796.52	599.33	5983.7	18.8157,1.2412,20.6843,3.2356
our_model	Round_2_Replicate_9	-396.66	801.32	603.81	5909.31	7.5627,1.2526,30.0,2.4505
our_model	Round_2_Replicate_10	-395.07	798.14	600.86	4013.27	30.0,1.8483,23.706,4.5437
our_model	Round_3_Replicate_1	-392.94	793.88	596.83	222287.56	29.9037,0.0335,29.4256,0.2247
our_model	Round_3_Replicate_2	-392.99	793.98	596.92	19022.73	29.2551,0.3913,30.0,1.6595
our_model	Round_3_Replicate_3	-395.33	798.66	602.13	58344.31	0.7807,0.1267,0.8691,0.2662
our_model	Round_3_Replicate_4	-392.94	793.88	596.83	128880.99	12.5586,0.0578,29.7011,0.3267
our_model	Round_3_Replicate_5	-393.34	794.68	597.6	9937.25	23.6589,0.7485,19.6152,2.4167
our_model	Round_3_Replicate_6	-395.63	799.26	601.9	15420.75	30.0,0.4806,4.0759,1.2166
our_model	Round_3_Replicate_7	-396.75	801.5	603.05	42493.11	29.9902,0.1749,0.1593,0.366
our_model	Round_3_Replicate_8	-393.03	794.06	597.0	14020.13	28.9459,0.5308,30.0,2.0832
our_model	Round_3_Replicate_9	-394.18	796.36	599.18	72452.65	0.9167,0.1025,2.4831,0.251
our_model	Round_3_Replicate_10	-392.94	793.88	596.84	229638.57	5.0007,0.0324,29.681,0.1751
our_model	Round_4_Replicate_1	-392.94	793.88	596.83	181850.0	29.9497,0.0409,13.142,0.2449
our_model	Round_4_Replicate_2	-392.94	793.88	596.84	169894.76	30.0,0.0438,9.5725,0.2489
our_model	Round_4_Replicate_3	-393.9	795.8	598.65	79427.68	0.9398,0.0936,29.3099,0.2407
our_model	Round_4_Replicate_4	-393.73	795.46	598.33	79541.99	1.0213,0.0935,29.0596,0.2492
our_model	Round_4_Replicate_5	-392.94	793.88	596.83	574971.72	23.6366,0.0129,23.1123,0.0961
our_model	Round_4_Replicate_6	-392.94	793.88	596.83	134920.69	29.8995,0.0552,29.5353,0.3428
our_model	Round_4_Replicate_7	-392.96	793.92	596.87	51887.7	30.0,0.1435,13.3661,0.6795
our_model	Round_4_Replicate_8	-392.94	793.88	596.83	710387.12	3.2836,0.0105,10.5496,0.0637
our_model	Round_4_Replicate_9	-392.95	793.9	596.84	48059.42	30.0,0.1549,29.1863,0.8014
our_model	Round_4_Replicate_10	-392.94	793.88	596.83	119272.57	28.9361,0.0624,29.6148,0.3793
our_model	Round_5_Replicate_1	-392.98	793.96	596.9	167573.88	1.999,0.0444,29.9994,0.1847
our_model	Round_5_Replicate_2	-393.67	795.34	598.21	126485.74	0.6662,0.0588,28.6012,0.1591
our_model	Round_5_Replicate_3	-392.94	793.88	596.84	99992.0	29.8956,0.0744,18.3425,0.4183
our_model	Round_5_Replicate_4	-392.99	793.98	596.93	260299.21	1.1021,0.0286,28.8531,0.1143
our_model	Round_5_Replicate_5	-392.94	793.88	596.83	116557.06	29.9999,0.0639,30.0,0.3881
our_model	Round_5_Replicate_6	-393.22	794.44	597.36	190868.31	0.682,0.039,29.1165,0.1238
our_model	Round_5_Replicate_7	-392.94	793.88	596.84	157749.64	8.0535,0.0472,15.9608,0.2536
our_model	Round_5_Replicate_8	-392.94	793.88	596.83	281008.01	29.9705,0.0265,29.7369,0.1841
our_model	Round_5_Replicate_9	-392.94	793.88	596.83	150346.74	29.9962,0.0495,29.9971,0.3135
our_model	Round_5_Replicate_10	-392.94	793.88	596.83	155263.33	29.9808,0.0479,29.6655,0.3048
our_model	Round_5_Replicate_11	-392.94	793.88	596.83	206422.95	8.9407,0.0361,27.0366,0.2104
our_model	Round_5_Replicate_12	-392.95	793.9	596.85	125211.0	5.1661,0.0594,29.7789,0.2867
our_model	Round_5_Replicate_13	-392.94	793.88	596.83	251846.7	6.8346,0.0296,16.9789,0.1695
our_model	Round_5_Replicate_14	-392.94	793.88	596.83	274021.33	29.7985,0.0272,19.2259,0.1808
our_model	Round_5_Replicate_15	-392.94	793.88	596.84	119855.51	11.8827,0.0621,29.7015,0.3441
our_model	Round_5_Replicate_16	-392.96	793.92	596.86	192726.16	2.7901,0.0386,30.0,0.1791
our_model	Round_5_Replicate_17	-392.94	793.88	596.83	240083.21	30.0,0.031,21.9738,0.2051
our_model	Round_5_Replicate_18	-392.94	793.88	596.83	239816.19	29.9071,0.031,29.7465,0.2108
our_model	Round_5_Replicate_19	-393.3	794.6	597.51	180719.84	0.6405,0.0412,3.93,0.1256
our_model	Round_5_Replicate_20	-392.94	793.88	596.83	374574.78	9.2451,0.0199,29.7005,0.1286
