Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1377.61	2765.22	135.85	19886.35	0.9814,0.1251,5.4009,0.7589,0.056
our_model	Round_1_Replicate_2	-1324.6	2659.2	27.61	19955.43	0.9928,0.1112,5.2353,1.6046,0.0529
our_model	Round_1_Replicate_3	-2004.8	4019.6	1330.63	3423.53	5.755,0.484,0.5177,1.756,30.0
our_model	Round_1_Replicate_4	-2159.91	4329.82	1633.18	5334.6	3.5073,0.4268,0.791,1.9242,30.0
our_model	Round_1_Replicate_5	-1329.5	2669.0	37.69	19971.28	1.0021,0.1065,5.1828,1.4033,0.0488
our_model	Round_1_Replicate_6	-1341.74	2693.48	60.23	19866.11	0.9845,0.1181,5.0234,2.5051,0.0622
our_model	Round_1_Replicate_7	-2026.53	4063.06	1327.96	19652.08	0.8214,0.2227,5.4189,0.6193,0.1299
our_model	Round_1_Replicate_8	-2016.81	4043.62	1355.6	4195.38	4.6516,0.4173,0.6325,2.0249,30.0
our_model	Round_1_Replicate_9	-1463.0	2936.0	309.34	19845.26	0.9531,0.1401,5.6845,0.4132,0.0606
our_model	Round_1_Replicate_10	-1372.54	2755.08	124.19	19878.6	0.9761,0.1267,5.4226,1.052,0.0582
our_model	Round_2_Replicate_1	-1330.31	2670.62	38.91	20053.77	1.0298,0.0837,4.755,3.724,0.0426
our_model	Round_2_Replicate_2	-1662.11	3334.22	744.82	20270.76	1.0639,0.0349,0.8736,8.0269,0.0149
our_model	Round_2_Replicate_3	-1313.07	2636.14	4.27	19967.79	0.9994,0.105,5.0857,2.4164,0.0529
our_model	Round_2_Replicate_4	-1450.23	2910.46	281.7	20641.89	0.7258,0.072,5.361,2.8121,0.0321
our_model	Round_2_Replicate_5	-1337.74	2685.48	54.26	19984.36	1.08,0.0827,4.624,3.3261,0.0396
our_model	Round_2_Replicate_6	-1591.31	3192.62	593.13	20297.65	1.0047,0.0417,2.4845,6.3871,0.0178
our_model	Round_2_Replicate_7	-1343.38	2696.76	65.83	20148.79	1.0011,0.0797,5.0661,3.6665,0.0391
our_model	Round_2_Replicate_8	-1519.74	3049.48	404.87	19531.84	0.9859,0.1626,5.0893,0.6639,0.0758
our_model	Round_2_Replicate_9	-1318.07	2646.14	14.42	20046.65	1.0119,0.0896,4.8402,2.8196,0.0439
our_model	Round_2_Replicate_10	-1351.51	2713.02	80.57	20025.72	0.9203,0.123,5.5014,1.5889,0.0602
our_model	Round_3_Replicate_1	-1310.99	2631.98	0.11	19997.56	0.9997,0.1006,5.0126,2.4368,0.0501
our_model	Round_3_Replicate_2	-1311.56	2633.12	1.25	19974.02	1.0046,0.1024,5.0256,2.4842,0.0514
our_model	Round_3_Replicate_3	-1311.52	2633.04	1.17	19972.59	1.0074,0.1018,5.0006,2.5654,0.0515
our_model	Round_3_Replicate_4	-1314.62	2639.24	7.4	19961.26	0.9996,0.1066,5.1005,2.0532,0.0522
our_model	Round_3_Replicate_5	-1311.14	2632.28	0.42	19984.4	0.9998,0.1007,4.9205,2.4971,0.0503
our_model	Round_3_Replicate_6	-1345.23	2700.46	68.22	19707.72	1.2351,0.0906,4.3308,3.2634,0.0462
our_model	Round_3_Replicate_7	-1326.73	2663.46	31.37	19741.99	1.0695,0.1134,4.689,1.9199,0.0552
our_model	Round_3_Replicate_8	-1311.0	2632.0	0.14	19984.73	1.008,0.1002,4.9908,2.5145,0.0502
our_model	Round_3_Replicate_9	-1345.52	2701.04	69.2	20042.48	0.924,0.1195,5.5061,1.4734,0.0572
our_model	Round_3_Replicate_10	-1354.69	2719.38	87.8	19834.39	1.0048,0.126,5.3375,1.3279,0.0607
our_model	Round_3_Replicate_11	-1312.1	2634.2	2.34	19987.09	0.9893,0.1038,5.0057,2.2881,0.0515
our_model	Round_3_Replicate_12	-1319.09	2648.18	16.42	19977.42	1.0497,0.09,4.6789,2.7744,0.0439
our_model	Round_3_Replicate_13	-1314.86	2639.72	7.85	19875.41	1.0506,0.1049,4.9483,2.4118,0.0528
our_model	Round_3_Replicate_14	-1311.04	2632.08	0.22	19995.28	1.0002,0.1008,5.0127,2.4094,0.0501
our_model	Round_3_Replicate_15	-1311.7	2633.4	1.54	19958.46	1.0121,0.103,5.0176,2.3886,0.0514
our_model	Round_3_Replicate_16	-1324.0	2658.0	26.41	20084.46	1.0002,0.086,4.8054,3.0511,0.0419
our_model	Round_3_Replicate_17	-1334.87	2679.74	47.39	19978.45	0.9641,0.1133,5.0691,2.5795,0.0623
our_model	Round_3_Replicate_18	-1311.13	2632.26	0.39	19983.94	1.0113,0.1,5.0172,2.5031,0.05
our_model	Round_3_Replicate_19	-1353.98	2717.96	87.8	19899.23	1.1889,0.082,4.6354,2.7366,0.0383
our_model	Round_3_Replicate_20	-1359.95	2729.9	100.02	20085.15	1.0252,0.0814,4.6105,1.8919,0.0358
