Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11351.23	22718.46	347.48	20857.28	1.3235,0.4369,0.6904,0.2612,1.3821,5.5043,0.0852,0.0548
our_model	Round_1_Replicate_2	-13959.91	27935.82	5467.77	5643.45	3.2392,0.7711,1.7872,0.5043,0.3595,3.8341,4.122,2.4882
our_model	Round_1_Replicate_3	-13956.12	27928.24	5435.81	10373.05	1.763,0.4521,0.899,0.751,0.8247,6.8974,1.7087,1.3048
our_model	Round_1_Replicate_4	-14039.88	28095.76	5616.93	12381.35	1.4814,0.3924,0.7045,0.6017,1.2599,8.2959,1.1994,1.1332
our_model	Round_1_Replicate_5	-11368.16	22752.32	382.18	20392.06	1.449,0.3953,0.7676,0.324,0.5346,7.2456,0.0601,0.0769
our_model	Round_1_Replicate_6	-12616.77	25249.54	2919.78	17064.09	1.903,0.7975,0.8545,0.8569,2.1098,2.1978,0.2087,0.0475
our_model	Round_1_Replicate_7	-14006.16	28028.32	5557.78	5203.87	3.5144,0.8857,1.7725,0.3684,0.4228,3.4871,4.4916,2.7237
our_model	Round_1_Replicate_8	-13972.12	27960.24	5465.42	10756.85	1.6972,0.4488,0.8379,0.7066,0.9274,7.0608,1.6008,1.2463
our_model	Round_1_Replicate_9	-11673.58	23363.16	996.5	19594.32	1.5847,0.6089,0.6613,0.6142,2.5582,0.4835,0.1444,0.0328
our_model	Round_1_Replicate_10	-11671.36	23358.72	971.05	20303.04	1.3521,0.3183,0.5436,0.3104,1.0352,10.5583,0.0298,0.135
our_model	Round_2_Replicate_1	-11181.37	22378.74	6.14	19992.81	1.4986,0.4857,0.9584,0.4859,0.9469,3.886,0.0958,0.0544
our_model	Round_2_Replicate_2	-11208.51	22433.02	59.45	20145.48	1.4719,0.4492,0.8627,0.4124,0.8751,5.5265,0.0842,0.0628
our_model	Round_2_Replicate_3	-11267.58	22551.16	177.13	19714.53	1.5201,0.578,0.9517,0.5897,1.5551,0.01,0.1236,0.0389
our_model	Round_2_Replicate_4	-11180.1	22376.2	3.64	19890.09	1.5171,0.5127,0.9974,0.4773,1.0283,2.8219,0.1025,0.0498
our_model	Round_2_Replicate_5	-11226.02	22468.04	95.4	20068.89	1.4973,0.4398,0.9193,0.4875,0.6938,5.6034,0.0803,0.0656
our_model	Round_2_Replicate_6	-11224.73	22465.46	92.86	20132.22	1.4729,0.4423,0.9089,0.465,0.7037,5.5127,0.0804,0.0645
our_model	Round_2_Replicate_7	-11224.0	22464.0	91.79	19720.39	1.5339,0.5672,1.0555,0.5803,1.3212,0.027,0.1188,0.0402
our_model	Round_2_Replicate_8	-11182.59	22381.18	8.69	19992.52	1.508,0.5182,1.0466,0.5034,1.0493,1.843,0.1043,0.0454
our_model	Round_2_Replicate_9	-11215.42	22446.84	74.84	19942.9	1.504,0.5521,1.0113,0.5308,1.3084,0.0908,0.114,0.0395
our_model	Round_2_Replicate_10	-11247.01	22510.02	133.86	20008.33	1.4919,0.4345,0.7818,0.3546,0.8751,6.5545,0.0777,0.0736
our_model	Round_2_Replicate_11	-11265.5	22547.0	173.66	19853.0	1.5033,0.5714,0.9121,0.5361,1.5645,0.01,0.1206,0.0383
our_model	Round_2_Replicate_12	-11252.13	22520.26	146.93	19688.07	1.5282,0.5764,0.9901,0.5926,1.4757,0.01,0.1226,0.0395
our_model	Round_2_Replicate_13	-11182.37	22380.74	8.21	19886.82	1.5223,0.523,1.0353,0.4928,1.0489,2.106,0.1052,0.0468
our_model	Round_2_Replicate_14	-11188.95	22393.9	21.51	19931.76	1.521,0.5327,1.0484,0.487,1.0856,1.2959,0.1073,0.0436
our_model	Round_2_Replicate_15	-11183.09	22382.18	9.64	20044.88	1.4893,0.5086,0.9561,0.4633,1.0966,2.6466,0.1023,0.0478
our_model	Round_2_Replicate_16	-11211.7	22439.4	65.56	20020.27	1.4904,0.4573,0.8304,0.3768,0.9436,5.6014,0.086,0.0647
our_model	Round_2_Replicate_17	-11191.58	22399.16	26.71	20127.15	1.4915,0.4751,0.9376,0.4138,0.8743,4.0806,0.0905,0.0547
our_model	Round_2_Replicate_18	-11268.6	22553.2	175.89	20011.23	1.4943,0.4204,0.7822,0.3734,0.7744,6.9048,0.0722,0.0781
our_model	Round_2_Replicate_19	-11200.26	22416.52	43.26	20039.55	1.4902,0.4624,0.8668,0.4067,0.9224,5.1737,0.0879,0.0616
our_model	Round_2_Replicate_20	-11191.06	22398.12	25.8	20004.46	1.5217,0.5279,1.0594,0.5058,1.0418,1.1352,0.1059,0.0427
