Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1349.44	2708.88	76.39	19594.51	1.2653,0.0991,4.4002,2.8107,0.0499
our_model	Round_1_Replicate_2	-2528.43	5066.86	2306.24	2725.25	6.5543,1.1139,0.4036,0.7097,30.0
our_model	Round_1_Replicate_3	-1360.71	2731.42	100.33	20256.32	0.8543,0.1152,5.8996,1.3332,0.0542
our_model	Round_1_Replicate_4	-1312.73	2635.46	3.62	19943.63	1.0175,0.1035,4.9674,2.1597,0.0507
our_model	Round_1_Replicate_5	-1760.02	3530.04	910.76	19286.42	8.2428,0.0534,0.01,3.7794,0.0216
our_model	Round_1_Replicate_6	-2103.28	4216.56	1525.75	8116.1	2.3351,0.2597,1.2073,3.1905,30.0
our_model	Round_1_Replicate_7	-1980.54	3971.08	1271.22	11319.06	1.7893,0.1157,1.7806,7.4964,30.0
our_model	Round_1_Replicate_8	-1985.2	3980.4	1287.22	4481.82	4.4449,0.3351,0.6889,2.5581,30.0
our_model	Round_1_Replicate_9	-1362.07	2734.14	104.47	19889.22	1.0147,0.1146,5.2226,0.8516,0.0502
our_model	Round_1_Replicate_10	-1385.58	2781.16	147.43	19419.23	1.4235,0.0975,3.9427,2.8558,0.0483
our_model	Round_2_Replicate_1	-1320.48	2650.96	19.3	20028.65	1.0296,0.088,4.7763,2.9664,0.0433
our_model	Round_2_Replicate_2	-1465.64	2941.28	324.19	20008.03	1.2783,0.0567,3.5395,4.9383,0.0257
our_model	Round_2_Replicate_3	-1330.1	2670.2	37.77	19927.02	0.9791,0.1158,5.0905,2.336,0.0616
our_model	Round_2_Replicate_4	-1538.41	3086.82	454.68	19070.27	1.2944,0.1547,4.5715,0.6622,0.0705
our_model	Round_2_Replicate_5	-1687.68	3385.36	803.04	20227.73	1.1686,0.0327,0.3268,8.9215,0.014
our_model	Round_2_Replicate_6	-1325.85	2661.7	30.42	20059.79	0.9977,0.1054,5.6958,1.8431,0.0518
our_model	Round_2_Replicate_7	-1638.99	3287.98	693.88	20150.12	1.2336,0.0378,0.8007,6.9162,0.0159
our_model	Round_2_Replicate_8	-1536.2	3082.4	474.49	20228.17	1.0535,0.0478,2.9314,5.1217,0.0204
our_model	Round_2_Replicate_9	-1572.83	3155.66	547.19	20469.99	0.8245,0.0451,3.2121,5.5128,0.0195
our_model	Round_2_Replicate_10	-1332.3	2674.6	42.61	19687.38	1.129,0.1104,4.7797,2.4039,0.056
our_model	Round_3_Replicate_1	-1313.12	2636.24	4.36	20001.94	0.9862,0.1037,5.0582,2.5671,0.0535
our_model	Round_3_Replicate_2	-1330.1	2670.2	38.94	20135.6	0.9875,0.0857,5.1109,2.661,0.0405
our_model	Round_3_Replicate_3	-1311.84	2633.68	1.82	19968.71	1.0072,0.1033,5.0598,2.3614,0.0516
our_model	Round_3_Replicate_4	-1327.1	2664.2	32.58	20082.29	1.0088,0.0843,4.7476,3.4344,0.0424
our_model	Round_3_Replicate_5	-1374.18	2758.36	129.99	19912.54	1.2182,0.0754,4.3496,3.1403,0.0348
our_model	Round_3_Replicate_6	-1311.07	2632.14	0.28	20010.07	0.9959,0.1007,5.0732,2.4275,0.0502
our_model	Round_3_Replicate_7	-1342.18	2694.36	63.55	20221.75	0.9459,0.0804,5.0332,3.0762,0.0382
our_model	Round_3_Replicate_8	-1348.73	2707.46	76.88	19895.18	1.1822,0.0826,4.659,2.9977,0.0394
our_model	Round_3_Replicate_9	-1333.13	2676.26	45.35	20178.36	0.9817,0.0841,5.3032,2.8157,0.0403
our_model	Round_3_Replicate_10	-1391.41	2792.82	166.79	20018.98	1.1463,0.0708,4.2449,2.9131,0.0314
our_model	Round_3_Replicate_11	-1366.49	2742.98	113.94	19921.79	1.2028,0.0767,4.5404,3.379,0.0363
our_model	Round_3_Replicate_12	-1311.1	2632.2	0.33	19979.49	1.0079,0.1002,4.9638,2.5652,0.0503
our_model	Round_3_Replicate_13	-1320.58	2651.16	19.27	19789.95	1.0966,0.1054,4.8447,2.4465,0.0531
our_model	Round_3_Replicate_14	-1391.78	2793.56	159.78	19419.41	1.1669,0.1328,4.5922,1.3865,0.0644
our_model	Round_3_Replicate_15	-1331.02	2672.04	40.89	20043.31	1.0454,0.0835,4.6729,3.0535,0.041
our_model	Round_3_Replicate_16	-1361.45	2732.9	103.34	20086.51	1.0319,0.081,4.6717,1.8924,0.0356
our_model	Round_3_Replicate_17	-1341.9	2693.8	63.24	20059.91	1.0581,0.079,4.7329,3.5861,0.0386
our_model	Round_3_Replicate_18	-1325.43	2660.86	29.4	20064.48	1.0149,0.0871,4.8503,2.6102,0.0412
our_model	Round_3_Replicate_19	-1312.76	2635.52	3.69	20042.27	0.9963,0.0949,4.9738,2.6197,0.0468
our_model	Round_3_Replicate_20	-1312.55	2635.1	3.22	19962.63	1.0006,0.1046,5.0302,2.347,0.0522
