292018  , -61529      , array([ 14.8734    ,  0.0160056  ,  2.23063e-17,  4.67339e-24,  0.000281633])
292019  , -61529      , array([ 14.8883    ,  0.0160056  ,  2.23063e-17,  4.67339e-24,  0.000281633])
292020  , -61543.9    , array([ 14.8734    ,  0.0160216  ,  2.23063e-17,  4.67339e-24,  0.000281633])
292021  , -61529      , array([ 14.8734    ,  0.0160056  ,  2.23286e-17,  4.67339e-24,  0.000281633])
292022  , -61529      , array([ 14.8734    ,  0.0160056  ,  2.23063e-17,  4.67807e-24,  0.000281633])
292023  , -61514.1    , array([ 14.8734    ,  0.0160056  ,  2.23063e-17,  4.67339e-24,  0.000281915])
292024  , -61529      , array([ 14.8734    ,  0.0160056  ,  2.23063e-17,  4.67339e-24,  0.000281633])
292025  , -30194      , array([ 14.8659    ,  0.00784065 ,  2.23063e-17,  4.67339e-24,  0.00057556 ])
292026  , -30194      , array([ 14.8659    ,  0.00784065 ,  2.23063e-17,  4.67339e-24,  0.00057556 ])
292027  , -30194      , array([ 14.8808    ,  0.00784065 ,  2.23063e-17,  4.67339e-24,  0.00057556 ])
292028  , -30220.7    , array([ 14.8659    ,  0.00784849 ,  2.23063e-17,  4.67339e-24,  0.00057556 ])
292029  , -30194      , array([ 14.8659    ,  0.00784065 ,  2.23286e-17,  4.67339e-24,  0.00057556 ])
292030  , -30194      , array([ 14.8659    ,  0.00784065 ,  2.23063e-17,  4.67807e-24,  0.00057556 ])
292031  , -30167.2    , array([ 14.8659    ,  0.00784065 ,  2.23063e-17,  4.67339e-24,  0.000576136])
292039  , -30155      , array([ 14.8659    ,  0.00783495 ,  2.23063e-17,  4.67339e-24,  0.00057598 ])
292040  , -30155      , array([ 14.8659    ,  0.00783495 ,  2.23063e-17,  4.67339e-24,  0.00057598 ])
292041  , -30155      , array([ 14.8808    ,  0.00783495 ,  2.23063e-17,  4.67339e-24,  0.00057598 ])
292042  , -30181.7    , array([ 14.8659    ,  0.00784279 ,  2.23063e-17,  4.67339e-24,  0.00057598 ])
292043  , -30155      , array([ 14.8659    ,  0.00783495 ,  2.23286e-17,  4.67339e-24,  0.00057598 ])
292044  , -30155      , array([ 14.8659    ,  0.00783495 ,  2.23063e-17,  4.67807e-24,  0.00057598 ])
292045  , -30128.2    , array([ 14.8659    ,  0.00783495 ,  2.23063e-17,  4.67339e-24,  0.000576556])
292046  , -30116      , array([ 14.8659    ,  0.00782925 ,  2.23063e-17,  4.67339e-24,  0.0005764  ])
292047  , -30116      , array([ 14.8659    ,  0.00782925 ,  2.23063e-17,  4.67339e-24,  0.0005764  ])
292048  , -30116      , array([ 14.8808    ,  0.00782925 ,  2.23063e-17,  4.67339e-24,  0.0005764  ])
292049  , -30142.8    , array([ 14.8659    ,  0.00783709 ,  2.23063e-17,  4.67339e-24,  0.0005764  ])
292050  , -30116      , array([ 14.8659    ,  0.00782925 ,  2.23286e-17,  4.67339e-24,  0.0005764  ])
292051  , -30116      , array([ 14.8659    ,  0.00782925 ,  2.23063e-17,  4.67807e-24,  0.0005764  ])
292052  , -30089.2    , array([ 14.8659    ,  0.00782925 ,  2.23063e-17,  4.67339e-24,  0.000576976])
292053  , -33556.8    , array([ 14.8509    ,  0.00188017 ,  2.23063e-17,  4.67339e-24,  0.00240559 ])
292054  , -33556.8    , array([ 14.8509    ,  0.00188017 ,  2.23063e-17,  4.67339e-24,  0.00240559 ])
292055  , -33556.8    , array([ 14.8657    ,  0.00188017 ,  2.23063e-17,  4.67339e-24,  0.00240559 ])
292056  , -33506.2    , array([ 14.8509    ,  0.00188205 ,  2.23063e-17,  4.67339e-24,  0.00240559 ])
292057  , -33556.8    , array([ 14.8509    ,  0.00188017 ,  2.23286e-17,  4.67339e-24,  0.00240559 ])
292058  , -33556.8    , array([ 14.8509    ,  0.00188017 ,  2.23063e-17,  4.67807e-24,  0.00240559 ])
292059  , -33606.7    , array([ 14.8509    ,  0.00188017 ,  2.23063e-17,  4.67339e-24,  0.002408   ])
