280403  , -56349.9    , array([ 2.98778    ,  22.87      ,  1.31682e-71,  1.70307e-10,  0.153692   ])
280404  , -56365.5    , array([ 2.99077    ,  22.87      ,  1.31682e-71,  1.70307e-10,  0.153692   ])
280405  , -56354      , array([ 2.98778    ,  22.8929    ,  1.31682e-71,  1.70307e-10,  0.153692   ])
280406  , -56349.9    , array([ 2.98778    ,  22.87      ,  1.31814e-71,  1.70307e-10,  0.153692   ])
280407  , -56349.9    , array([ 2.98778    ,  22.87      ,  1.31682e-71,  1.70477e-10,  0.153692   ])
280408  , -56340.8    , array([ 2.98778    ,  22.87      ,  1.31682e-71,  1.70307e-10,  0.153846   ])
280409  , -56349.9    , array([ 2.98778    ,  22.87      ,  1.31682e-71,  1.70307e-10,  0.153692   ])
280410  , -47426.3    , array([ 1.2761     ,  18.3709    ,  1.31682e-71,  1.70307e-10,  0.252986   ])
280411  , -47426.3    , array([ 1.2761     ,  18.3709    ,  1.31682e-71,  1.70307e-10,  0.252986   ])
280412  , -47420.9    , array([ 1.27738    ,  18.3709    ,  1.31682e-71,  1.70307e-10,  0.252986   ])
280413  , -47430.7    , array([ 1.2761     ,  18.3893    ,  1.31682e-71,  1.70307e-10,  0.252986   ])
280414  , -47426.3    , array([ 1.2761     ,  18.3709    ,  1.31814e-71,  1.70307e-10,  0.252986   ])
280415  , -47426.3    , array([ 1.2761     ,  18.3709    ,  1.31682e-71,  1.70477e-10,  0.252986   ])
280416  , -47437.9    , array([ 1.2761     ,  18.3709    ,  1.31682e-71,  1.70307e-10,  0.25324    ])
280417  , -41807.6    , array([ 0.280928   ,  2.412      ,  1.31682e-71,  1.70307e-10,  0.0565395  ])
280418  , -41807.6    , array([ 0.280928   ,  2.412      ,  1.31682e-71,  1.70307e-10,  0.0565395  ])
280419  , -41792.8    , array([ 0.281209   ,  2.412      ,  1.31682e-71,  1.70307e-10,  0.0565395  ])
280420  , -41814.5    , array([ 0.280928   ,  2.41441    ,  1.31682e-71,  1.70307e-10,  0.0565395  ])
280421  , -41807.6    , array([ 0.280928   ,  2.412      ,  1.31814e-71,  1.70307e-10,  0.0565395  ])
280422  , -41807.6    , array([ 0.280928   ,  2.412      ,  1.31682e-71,  1.70477e-10,  0.0565395  ])
280423  , -41811.5    , array([ 0.280928   ,  2.412      ,  1.31682e-71,  1.70307e-10,  0.0565961  ])
280424  , -21625.5    , array([ 0.198529   ,  0.268519   ,  1.31682e-71,  1.70307e-10,  0.0413596  ])
280425  , -21625.5    , array([ 0.198529   ,  0.268519   ,  1.31682e-71,  1.70307e-10,  0.0413596  ])
280426  , -21605      , array([ 0.198728   ,  0.268519   ,  1.31682e-71,  1.70307e-10,  0.0413596  ])
280427  , -21638.9    , array([ 0.198529   ,  0.268788   ,  1.31682e-71,  1.70307e-10,  0.0413596  ])
280428  , -21625.5    , array([ 0.198529   ,  0.268519   ,  1.31814e-71,  1.70307e-10,  0.0413596  ])
280429  , -21625.5    , array([ 0.198529   ,  0.268519   ,  1.31682e-71,  1.70477e-10,  0.0413596  ])
280430  , -21629.5    , array([ 0.198529   ,  0.268519   ,  1.31682e-71,  1.70307e-10,  0.0414009  ])
280438  , -21610.4    , array([ 0.198485   ,  0.268146   ,  1.31682e-71,  1.70307e-10,  0.0413514  ])
280439  , -21610.4    , array([ 0.198485   ,  0.268146   ,  1.31682e-71,  1.70307e-10,  0.0413514  ])
280440  , -21589.9    , array([ 0.198684   ,  0.268146   ,  1.31682e-71,  1.70307e-10,  0.0413514  ])
280441  , -21623.9    , array([ 0.198485   ,  0.268415   ,  1.31682e-71,  1.70307e-10,  0.0413514  ])
280442  , -21610.4    , array([ 0.198485   ,  0.268146   ,  1.31814e-71,  1.70307e-10,  0.0413514  ])
280443  , -21610.4    , array([ 0.198485   ,  0.268146   ,  1.31682e-71,  1.70477e-10,  0.0413514  ])
280444  , -21614.5    , array([ 0.198485   ,  0.268146   ,  1.31682e-71,  1.70307e-10,  0.0413927  ])
280445  , -67869.8    , array([ 0.122303   ,  0.0125483  ,  1.31682e-71,  1.70307e-10,  0.0267369  ])
280446  , -67869.8    , array([ 0.122303   ,  0.0125483  ,  1.31682e-71,  1.70307e-10,  0.0267369  ])
280447  , -67858.5    , array([ 0.122425   ,  0.0125483  ,  1.31682e-71,  1.70307e-10,  0.0267369  ])
280448  , -67793.4    , array([ 0.122303   ,  0.0125608  ,  1.31682e-71,  1.70307e-10,  0.0267369  ])
280449  , -67869.8    , array([ 0.122303   ,  0.0125483  ,  1.31814e-71,  1.70307e-10,  0.0267369  ])
280450  , -67869.8    , array([ 0.122303   ,  0.0125483  ,  1.31682e-71,  1.70477e-10,  0.0267369  ])
280451  , -67953.8    , array([ 0.122303   ,  0.0125483  ,  1.31682e-71,  1.70307e-10,  0.0267637  ])
280452  , -14853.9    , array([ 0.172591   ,  0.110782   ,  1.31682e-71,  1.70307e-10,  0.0364601  ])
280453  , -14853.9    , array([ 0.172591   ,  0.110782   ,  1.31682e-71,  1.70307e-10,  0.0364601  ])
280454  , -14834.1    , array([ 0.172764   ,  0.110782   ,  1.31682e-71,  1.70307e-10,  0.0364601  ])
280455  , -14857.9    , array([ 0.172591   ,  0.110893   ,  1.31682e-71,  1.70307e-10,  0.0364601  ])
280456  , -14853.9    , array([ 0.172591   ,  0.110782   ,  1.31814e-71,  1.70307e-10,  0.0364601  ])
280457  , -14853.9    , array([ 0.172591   ,  0.110782   ,  1.31682e-71,  1.70477e-10,  0.0364601  ])
280458  , -14867.2    , array([ 0.172591   ,  0.110782   ,  1.31682e-71,  1.70307e-10,  0.0364966  ])
280466  , -14849.6    , array([ 0.172583   ,  0.110702   ,  1.31682e-71,  1.70307e-10,  0.0364538  ])
280467  , -14849.6    , array([ 0.172583   ,  0.110702   ,  1.31682e-71,  1.70307e-10,  0.0364538  ])
280468  , -14829.8    , array([ 0.172756   ,  0.110702   ,  1.31682e-71,  1.70307e-10,  0.0364538  ])
280469  , -14853.6    , array([ 0.172583   ,  0.110813   ,  1.31682e-71,  1.70307e-10,  0.0364538  ])
280470  , -14849.6    , array([ 0.172583   ,  0.110702   ,  1.31814e-71,  1.70307e-10,  0.0364538  ])
280471  , -14849.6    , array([ 0.172583   ,  0.110702   ,  1.31682e-71,  1.70477e-10,  0.0364538  ])
280472  , -14862.9    , array([ 0.172583   ,  0.110702   ,  1.31682e-71,  1.70307e-10,  0.0364903  ])
