1       , -66111.9    , array([ 2.39033    ,  0.0286866  ,  3.71115    ,  0.93254    ,  0.110286   ])
2       , -66114.3    , array([ 2.39272    ,  0.0286866  ,  3.71115    ,  0.93254    ,  0.110286   ])
3       , -66052.1    , array([ 2.39033    ,  0.0287153  ,  3.71115    ,  0.93254    ,  0.110286   ])
4       , -66107.4    , array([ 2.39033    ,  0.0286866  ,  3.71486    ,  0.93254    ,  0.110286   ])
5       , -66092.2    , array([ 2.39033    ,  0.0286866  ,  3.71115    ,  0.933473   ,  0.110286   ])
6       , -66143      , array([ 2.39033    ,  0.0286866  ,  3.71115    ,  0.93254    ,  0.110397   ])
7       , -66111.9    , array([ 2.39033    ,  0.0286866  ,  3.71115    ,  0.93254    ,  0.110286   ])
8       , -10851.7    , array([ 2.30763    ,  0.0676241  ,  3.9589     ,  1.23649    ,  0.0705392  ])
9       , -10851.7    , array([ 2.30763    ,  0.0676241  ,  3.9589     ,  1.23649    ,  0.0705392  ])
10      , -10852.8    , array([ 2.30994    ,  0.0676241  ,  3.9589     ,  1.23649    ,  0.0705392  ])
11      , -10827.2    , array([ 2.30763    ,  0.0676918  ,  3.9589     ,  1.23649    ,  0.0705392  ])
12      , -10849.6    , array([ 2.30763    ,  0.0676241  ,  3.96286    ,  1.23649    ,  0.0705392  ])
13      , -10848.2    , array([ 2.30763    ,  0.0676241  ,  3.9589     ,  1.23772    ,  0.0705392  ])
14      , -10869.7    , array([ 2.30763    ,  0.0676241  ,  3.9589     ,  1.23649    ,  0.0706098  ])
15      , -78266.3    , array([ 2.0147     ,  0.0758859  ,  5.45392    ,  0.00254669 ,  5.21108e-05])
16      , -78266.3    , array([ 2.0147     ,  0.0758859  ,  5.45392    ,  0.00254669 ,  5.21108e-05])
17      , -78266.4    , array([ 2.01672    ,  0.0758859  ,  5.45392    ,  0.00254669 ,  5.21108e-05])
18      , -78267.1    , array([ 2.0147     ,  0.0759618  ,  5.45392    ,  0.00254669 ,  5.21108e-05])
19      , -78266.3    , array([ 2.0147     ,  0.0758859  ,  5.45938    ,  0.00254669 ,  5.21108e-05])
20      , -78266.3    , array([ 2.0147     ,  0.0758859  ,  5.45392    ,  0.00254924 ,  5.21108e-05])
21      , -78265.5    , array([ 2.0147     ,  0.0758859  ,  5.45392    ,  0.00254669 ,  5.21629e-05])
22      , -1957.59    , array([ 2.26013    ,  0.0688291  ,  4.15809    ,  0.479269   ,  0.0233662  ])
23      , -1957.59    , array([ 2.26013    ,  0.0688291  ,  4.15809    ,  0.479269   ,  0.0233662  ])
24      , -1957.88    , array([ 2.26239    ,  0.0688291  ,  4.15809    ,  0.479269   ,  0.0233662  ])
25      , -1961.54    , array([ 2.26013    ,  0.068898   ,  4.15809    ,  0.479269   ,  0.0233662  ])
26      , -1957.97    , array([ 2.26013    ,  0.0688291  ,  4.16225    ,  0.479269   ,  0.0233662  ])
27      , -1957.64    , array([ 2.26013    ,  0.0688291  ,  4.15809    ,  0.479749   ,  0.0233662  ])
28      , -1953.75    , array([ 2.26013    ,  0.0688291  ,  4.15809    ,  0.479269   ,  0.0233896  ])
36      , -1957.04    , array([ 2.25745    ,  0.0688433  ,  4.15802    ,  0.479108   ,  0.0233722  ])
37      , -1957.04    , array([ 2.25745    ,  0.0688433  ,  4.15802    ,  0.479108   ,  0.0233722  ])
38      , -1957.34    , array([ 2.25971    ,  0.0688433  ,  4.15802    ,  0.479108   ,  0.0233722  ])
39      , -1961       , array([ 2.25745    ,  0.0689121  ,  4.15802    ,  0.479108   ,  0.0233722  ])
40      , -1957.43    , array([ 2.25745    ,  0.0688433  ,  4.16218    ,  0.479108   ,  0.0233722  ])
41      , -1957.09    , array([ 2.25745    ,  0.0688433  ,  4.15802    ,  0.479587   ,  0.0233722  ])
42      , -1953.2     , array([ 2.25745    ,  0.0688433  ,  4.15802    ,  0.479108   ,  0.0233956  ])
43      , -1956.5     , array([ 2.25477    ,  0.0688574  ,  4.15795    ,  0.478946   ,  0.0233782  ])
44      , -1956.5     , array([ 2.25477    ,  0.0688574  ,  4.15795    ,  0.478946   ,  0.0233782  ])
45      , -1956.79    , array([ 2.25703    ,  0.0688574  ,  4.15795    ,  0.478946   ,  0.0233782  ])
46      , -1960.45    , array([ 2.25477    ,  0.0689263  ,  4.15795    ,  0.478946   ,  0.0233782  ])
47      , -1956.88    , array([ 2.25477    ,  0.0688574  ,  4.16211    ,  0.478946   ,  0.0233782  ])
48      , -1956.55    , array([ 2.25477    ,  0.0688574  ,  4.15795    ,  0.479425   ,  0.0233782  ])
49      , -1952.66    , array([ 2.25477    ,  0.0688574  ,  4.15795    ,  0.478946   ,  0.0234016  ])
57      , -1956.36    , array([ 2.2541     ,  0.068861   ,  4.15793    ,  0.478906   ,  0.0233797  ])
58      , -1956.36    , array([ 2.2541     ,  0.068861   ,  4.15793    ,  0.478906   ,  0.0233797  ])
59      , -1956.65    , array([ 2.25636    ,  0.068861   ,  4.15793    ,  0.478906   ,  0.0233797  ])
60      , -1960.31    , array([ 2.2541     ,  0.0689299  ,  4.15793    ,  0.478906   ,  0.0233797  ])
61      , -1956.74    , array([ 2.2541     ,  0.068861   ,  4.16209    ,  0.478906   ,  0.0233797  ])
62      , -1956.41    , array([ 2.2541     ,  0.068861   ,  4.15793    ,  0.479385   ,  0.0233797  ])
63      , -1952.52    , array([ 2.2541     ,  0.068861   ,  4.15793    ,  0.478906   ,  0.0234031  ])
64      , -1956.23    , array([ 2.25343    ,  0.0688645  ,  4.15792    ,  0.478865   ,  0.0233812  ])
65      , -1956.23    , array([ 2.25343    ,  0.0688645  ,  4.15792    ,  0.478865   ,  0.0233812  ])
66      , -1956.52    , array([ 2.25569    ,  0.0688645  ,  4.15792    ,  0.478865   ,  0.0233812  ])
67      , -1960.18    , array([ 2.25343    ,  0.0689334  ,  4.15792    ,  0.478865   ,  0.0233812  ])
68      , -1956.61    , array([ 2.25343    ,  0.0688645  ,  4.16208    ,  0.478865   ,  0.0233812  ])
69      , -1956.27    , array([ 2.25343    ,  0.0688645  ,  4.15792    ,  0.479345   ,  0.0233812  ])
70      , -1952.39    , array([ 2.25343    ,  0.0688645  ,  4.15792    ,  0.478865   ,  0.0234046  ])
78      , -1956.19    , array([ 2.25327    ,  0.0688654  ,  4.15791    ,  0.478855   ,  0.0233816  ])
79      , -1956.19    , array([ 2.25327    ,  0.0688654  ,  4.15791    ,  0.478855   ,  0.0233816  ])
80      , -1956.48    , array([ 2.25552    ,  0.0688654  ,  4.15791    ,  0.478855   ,  0.0233816  ])
81      , -1960.14    , array([ 2.25327    ,  0.0689343  ,  4.15791    ,  0.478855   ,  0.0233816  ])
82      , -1956.57    , array([ 2.25327    ,  0.0688654  ,  4.16207    ,  0.478855   ,  0.0233816  ])
83      , -1956.24    , array([ 2.25327    ,  0.0688654  ,  4.15791    ,  0.479334   ,  0.0233816  ])
84      , -1952.35    , array([ 2.25327    ,  0.0688654  ,  4.15791    ,  0.478855   ,  0.0234049  ])
85      , -1956.16    , array([ 2.2531     ,  0.0688663  ,  4.15791    ,  0.478845   ,  0.0233819  ])
86      , -1956.16    , array([ 2.2531     ,  0.0688663  ,  4.15791    ,  0.478845   ,  0.0233819  ])
87      , -1956.45    , array([ 2.25535    ,  0.0688663  ,  4.15791    ,  0.478845   ,  0.0233819  ])
88      , -1960.11    , array([ 2.2531     ,  0.0689352  ,  4.15791    ,  0.478845   ,  0.0233819  ])
89      , -1956.54    , array([ 2.2531     ,  0.0688663  ,  4.16207    ,  0.478845   ,  0.0233819  ])
90      , -1956.21    , array([ 2.2531     ,  0.0688663  ,  4.15791    ,  0.479324   ,  0.0233819  ])
91      , -1952.32    , array([ 2.2531     ,  0.0688663  ,  4.15791    ,  0.478845   ,  0.0234053  ])
92      , -152566     , array([ 0.015963   ,  0.162402   ,  3.87702    ,  0.11725    ,  0.0679384  ])
93      , -152566     , array([ 0.015963   ,  0.162402   ,  3.87702    ,  0.11725    ,  0.0679384  ])
94      , -152489     , array([ 0.015979   ,  0.162402   ,  3.87702    ,  0.11725    ,  0.0679384  ])
95      , -152582     , array([ 0.015963   ,  0.162564   ,  3.87702    ,  0.11725    ,  0.0679384  ])
96      , -152528     , array([ 0.015963   ,  0.162402   ,  3.8809     ,  0.11725    ,  0.0679384  ])
97      , -152566     , array([ 0.015963   ,  0.162402   ,  3.87702    ,  0.117367   ,  0.0679384  ])
98      , -152572     , array([ 0.015963   ,  0.162402   ,  3.87702    ,  0.11725    ,  0.0680064  ])
99      , -1924.41    , array([ 2.10373    ,  0.0696899  ,  4.15388    ,  0.469599   ,  0.0237301  ])
100     , -1924.41    , array([ 2.10373    ,  0.0696899  ,  4.15388    ,  0.469599   ,  0.0237301  ])
101     , -1924.71    , array([ 2.10584    ,  0.0696899  ,  4.15388    ,  0.469599   ,  0.0237301  ])
102     , -1928.28    , array([ 2.10373    ,  0.0697596  ,  4.15388    ,  0.469599   ,  0.0237301  ])
103     , -1924.78    , array([ 2.10373    ,  0.0696899  ,  4.15803    ,  0.469599   ,  0.0237301  ])
104     , -1924.46    , array([ 2.10373    ,  0.0696899  ,  4.15388    ,  0.470068   ,  0.0237301  ])
