3797    , -3176.49    , array([ 0.300797   ,  8.93518    ,  1.4261e-08 ,  0.0360041  ])
3798    , -3176.49    , array([ 0.301098   ,  8.93518    ,  1.4261e-08 ,  0.0360041  ])
3799    , -3176.64    , array([ 0.300797   ,  8.94412    ,  1.4261e-08 ,  0.0360041  ])
3800    , -3176.49    , array([ 0.300797   ,  8.93518    ,  1.42753e-08,  0.0360041  ])
3801    , -3177.48    , array([ 0.300797   ,  8.93518    ,  1.4261e-08 ,  0.0360401  ])
3802    , -3176.49    , array([ 0.300797   ,  8.93518    ,  1.4261e-08 ,  0.0360041  ])
3803    , -2594.75    , array([ 0.300797   ,  7.71619    ,  1.4261e-08 ,  0.0132545  ])
3804    , -2594.75    , array([ 0.300797   ,  7.71619    ,  1.4261e-08 ,  0.0132545  ])
3805    , -2594.75    , array([ 0.301098   ,  7.71619    ,  1.4261e-08 ,  0.0132545  ])
3806    , -2594.79    , array([ 0.300797   ,  7.72391    ,  1.4261e-08 ,  0.0132545  ])
3807    , -2594.75    , array([ 0.300797   ,  7.71619    ,  1.42753e-08,  0.0132545  ])
3808    , -2595.04    , array([ 0.300797   ,  7.71619    ,  1.4261e-08 ,  0.0132678  ])
3809    , -2127.44    , array([ 0.300475   ,  0.505583   ,  1.42718e-08,  0.0128892  ])
3810    , -2127.44    , array([ 0.300475   ,  0.505583   ,  1.42718e-08,  0.0128892  ])
3811    , -2127.44    , array([ 0.300775   ,  0.505583   ,  1.42718e-08,  0.0128892  ])
3812    , -2127.8     , array([ 0.300475   ,  0.506089   ,  1.42718e-08,  0.0128892  ])
3813    , -2127.44    , array([ 0.300475   ,  0.505583   ,  1.4286e-08 ,  0.0128892  ])
3814    , -2127.25    , array([ 0.300475   ,  0.505583   ,  1.42718e-08,  0.0129021  ])
3821    , -2127.41    , array([ 0.300474   ,  0.505547   ,  1.42718e-08,  0.0128892  ])
3822    , -2127.41    , array([ 0.300474   ,  0.505547   ,  1.42718e-08,  0.0128892  ])
3823    , -2127.41    , array([ 0.300775   ,  0.505547   ,  1.42718e-08,  0.0128892  ])
3824    , -2127.78    , array([ 0.300474   ,  0.506052   ,  1.42718e-08,  0.0128892  ])
3825    , -2127.41    , array([ 0.300474   ,  0.505547   ,  1.4286e-08 ,  0.0128892  ])
3826    , -2127.23    , array([ 0.300474   ,  0.505547   ,  1.42718e-08,  0.0129021  ])
3827    , -2127.39    , array([ 0.300474   ,  0.50551    ,  1.42718e-08,  0.0128892  ])
3828    , -2127.39    , array([ 0.300474   ,  0.50551    ,  1.42718e-08,  0.0128892  ])
3829    , -2127.39    , array([ 0.300775   ,  0.50551    ,  1.42718e-08,  0.0128892  ])
3830    , -2127.75    , array([ 0.300474   ,  0.506016   ,  1.42718e-08,  0.0128892  ])
3831    , -2127.39    , array([ 0.300474   ,  0.50551    ,  1.4286e-08 ,  0.0128892  ])
3832    , -2127.2     , array([ 0.300474   ,  0.50551    ,  1.42718e-08,  0.0129021  ])
3833    , -1115.87    , array([ 0.299831   ,  0.0021704  ,  1.42932e-08,  0.0121885  ])
3834    , -1115.87    , array([ 0.299831   ,  0.0021704  ,  1.42932e-08,  0.0121885  ])
3835    , -1115.87    , array([ 0.300131   ,  0.0021704  ,  1.42932e-08,  0.0121885  ])
3836    , -1123.75    , array([ 0.299831   ,  0.00217257 ,  1.42932e-08,  0.0121885  ])
3837    , -1115.87    , array([ 0.299831   ,  0.0021704  ,  1.43075e-08,  0.0121885  ])
