142510  , -75873.2    , array([ 42.318     ,  10.8433    ,  6.70069e-52,  0.00107204 ,  0.0615697  ])
142511  , -75874.5    , array([ 42.3603    ,  10.8433    ,  6.70069e-52,  0.00107204 ,  0.0615697  ])
142512  , -75879.1    , array([ 42.318     ,  10.8542    ,  6.70069e-52,  0.00107204 ,  0.0615697  ])
142513  , -75873.2    , array([ 42.318     ,  10.8433    ,  6.70739e-52,  0.00107204 ,  0.0615697  ])
142514  , -75873.2    , array([ 42.318     ,  10.8433    ,  6.70069e-52,  0.00107311 ,  0.0615697  ])
142515  , -75872.6    , array([ 42.318     ,  10.8433    ,  6.70069e-52,  0.00107204 ,  0.0616313  ])
142516  , -75873.2    , array([ 42.318     ,  10.8433    ,  6.70069e-52,  0.00107204 ,  0.0615697  ])
142517  , -65779.6    , array([ 34.2       ,  4.0609     ,  6.70069e-52,  0.00107194 ,  0.0680891  ])
142518  , -65779.6    , array([ 34.2       ,  4.0609     ,  6.70069e-52,  0.00107194 ,  0.0680891  ])
142519  , -65781      , array([ 34.2342    ,  4.0609     ,  6.70069e-52,  0.00107194 ,  0.0680891  ])
142520  , -65793.7    , array([ 34.2       ,  4.06496    ,  6.70069e-52,  0.00107194 ,  0.0680891  ])
142521  , -65779.6    , array([ 34.2       ,  4.0609     ,  6.70739e-52,  0.00107194 ,  0.0680891  ])
142522  , -65779.6    , array([ 34.2       ,  4.0609     ,  6.70069e-52,  0.00107302 ,  0.0680891  ])
142523  , -65771.1    , array([ 34.2       ,  4.0609     ,  6.70069e-52,  0.00107194 ,  0.0681573  ])
142524  , -30847.6    , array([ 14.5891    ,  0.0798846  ,  6.70069e-52,  0.00107156 ,  0.10184    ])
142525  , -30847.6    , array([ 14.5891    ,  0.0798846  ,  6.70069e-52,  0.00107156 ,  0.10184    ])
142526  , -30848.2    , array([ 14.6037    ,  0.0798846  ,  6.70069e-52,  0.00107156 ,  0.10184    ])
142527  , -30802.7    , array([ 14.5891    ,  0.0799645  ,  6.70069e-52,  0.00107156 ,  0.10184    ])
142528  , -30847.6    , array([ 14.5891    ,  0.0798846  ,  6.70739e-52,  0.00107156 ,  0.10184    ])
