35246   , -428025     , array([ 0.0343759  ,  0.345991   ,  4.31905e-91,  4.85594e-13,  0.307226   ])
35247   , -427650     , array([ 0.0344103  ,  0.345991   ,  4.31905e-91,  4.85594e-13,  0.307226   ])
35248   , -428022     , array([ 0.0343759  ,  0.346337   ,  4.31905e-91,  4.85594e-13,  0.307226   ])
35249   , -428025     , array([ 0.0343759  ,  0.345991   ,  4.32337e-91,  4.85594e-13,  0.307226   ])
35250   , -428025     , array([ 0.0343759  ,  0.345991   ,  4.31905e-91,  4.8608e-13 ,  0.307226   ])
35251   , -428396     , array([ 0.0343759  ,  0.345991   ,  4.31905e-91,  4.85594e-13,  0.307534   ])
35252   , -428025     , array([ 0.0343759  ,  0.345991   ,  4.31905e-91,  4.85594e-13,  0.307226   ])
35253   , -133030     , array([ 0.0704439  ,  0.347487   ,  4.31905e-91,  4.85594e-13,  0.150915   ])
35254   , -133030     , array([ 0.0704439  ,  0.347487   ,  4.31905e-91,  4.85594e-13,  0.150915   ])
35255   , -132918     , array([ 0.0705144  ,  0.347487   ,  4.31905e-91,  4.85594e-13,  0.150915   ])
35256   , -133041     , array([ 0.0704439  ,  0.347835   ,  4.31905e-91,  4.85594e-13,  0.150915   ])
35257   , -133030     , array([ 0.0704439  ,  0.347487   ,  4.32337e-91,  4.85594e-13,  0.150915   ])
35258   , -133030     , array([ 0.0704439  ,  0.347487   ,  4.31905e-91,  4.8608e-13 ,  0.150915   ])
35259   , -133123     , array([ 0.0704439  ,  0.347487   ,  4.31905e-91,  4.85594e-13,  0.151066   ])
35267   , -132445     , array([ 0.071412   ,  0.342009   ,  4.31905e-91,  4.85594e-13,  0.15275    ])
35268   , -132445     , array([ 0.071412   ,  0.342009   ,  4.31905e-91,  4.85594e-13,  0.15275    ])
35269   , -132333     , array([ 0.0714835  ,  0.342009   ,  4.31905e-91,  4.85594e-13,  0.15275    ])
35270   , -132456     , array([ 0.071412   ,  0.342351   ,  4.31905e-91,  4.85594e-13,  0.15275    ])
35271   , -132445     , array([ 0.071412   ,  0.342009   ,  4.32337e-91,  4.85594e-13,  0.15275    ])
35272   , -132445     , array([ 0.071412   ,  0.342009   ,  4.31905e-91,  4.8608e-13 ,  0.15275    ])
35273   , -132537     , array([ 0.071412   ,  0.342009   ,  4.31905e-91,  4.85594e-13,  0.152903   ])
35274   , -128356     , array([ 0.0794976  ,  0.301862   ,  4.31905e-91,  4.85594e-13,  0.167972   ])
35275   , -128356     , array([ 0.0794976  ,  0.301862   ,  4.31905e-91,  4.85594e-13,  0.167972   ])
35276   , -128247     , array([ 0.0795772  ,  0.301862   ,  4.31905e-91,  4.85594e-13,  0.167972   ])
35277   , -128363     , array([ 0.0794976  ,  0.302164   ,  4.31905e-91,  4.85594e-13,  0.167972   ])
35278   , -128356     , array([ 0.0794976  ,  0.301862   ,  4.32337e-91,  4.85594e-13,  0.167972   ])
35279   , -128356     , array([ 0.0794976  ,  0.301862   ,  4.31905e-91,  4.8608e-13 ,  0.167972   ])
35280   , -128451     , array([ 0.0794976  ,  0.301862   ,  4.31905e-91,  4.85594e-13,  0.16814    ])
35281   , -155247     , array([ 0.644172   ,  5.0344     ,  4.31905e-91,  4.85594e-13,  1.37523    ])
35282   , -155247     , array([ 0.644172   ,  5.0344     ,  4.31905e-91,  4.85594e-13,  1.37523    ])
35283   , -155143     , array([ 0.644817   ,  5.0344     ,  4.31905e-91,  4.85594e-13,  1.37523    ])
35284   , -155264     , array([ 0.644172   ,  5.03944    ,  4.31905e-91,  4.85594e-13,  1.37523    ])
35285   , -155247     , array([ 0.644172   ,  5.0344     ,  4.32337e-91,  4.85594e-13,  1.37523    ])
35286   , -155247     , array([ 0.644172   ,  5.0344     ,  4.31905e-91,  4.8608e-13 ,  1.37523    ])
35287   , -155358     , array([ 0.644172   ,  5.0344     ,  4.31905e-91,  4.85594e-13,  1.3766     ])
35288   , -127614     , array([ 0.10441    ,  0.435554   ,  4.31905e-91,  4.85594e-13,  0.220908   ])
35289   , -127614     , array([ 0.10441    ,  0.435554   ,  4.31905e-91,  4.85594e-13,  0.220908   ])
35290   , -127506     , array([ 0.104515   ,  0.435554   ,  4.31905e-91,  4.85594e-13,  0.220908   ])
35291   , -127623     , array([ 0.10441    ,  0.43599    ,  4.31905e-91,  4.85594e-13,  0.220908   ])
35292   , -127614     , array([ 0.10441    ,  0.435554   ,  4.32337e-91,  4.85594e-13,  0.220908   ])
35293   , -127614     , array([ 0.10441    ,  0.435554   ,  4.31905e-91,  4.8608e-13 ,  0.220908   ])
35294   , -127709     , array([ 0.10441    ,  0.435554   ,  4.31905e-91,  4.85594e-13,  0.221129   ])
35295   , -126124     , array([ 0.105944   ,  0.430922   ,  4.31905e-91,  4.85594e-13,  0.221298   ])
35296   , -126124     , array([ 0.105944   ,  0.430922   ,  4.31905e-91,  4.85594e-13,  0.221298   ])
35297   , -126017     , array([ 0.10605    ,  0.430922   ,  4.31905e-91,  4.85594e-13,  0.221298   ])
