31      , -2336.96    , array([ 0.351985   ,  5.2688     ,  1.68663e-22,  1.0052e-05 ])
32      , -2336.96    , array([ 0.352338   ,  5.2688     ,  1.68663e-22,  1.0052e-05 ])
33      , -2336.96    , array([ 0.351985   ,  5.27407    ,  1.68663e-22,  1.0052e-05 ])
34      , -2336.96    , array([ 0.351985   ,  5.2688     ,  1.68832e-22,  1.0052e-05 ])
35      , -2336.96    , array([ 0.351985   ,  5.2688     ,  1.68663e-22,  1.00621e-05])
36      , -2336.96    , array([ 0.351985   ,  5.2688     ,  1.68663e-22,  1.0052e-05 ])
37      , -2336.94    , array([ 0.351985   ,  5.07921    ,  1.68663e-22,  8.59497e-06])
38      , -2336.94    , array([ 0.351985   ,  5.07921    ,  1.68663e-22,  8.59497e-06])
39      , -2336.94    , array([ 0.352338   ,  5.07921    ,  1.68663e-22,  8.59497e-06])
40      , -2336.94    , array([ 0.351985   ,  5.08429    ,  1.68663e-22,  8.59497e-06])
41      , -2336.94    , array([ 0.351985   ,  5.07921    ,  1.68832e-22,  8.59497e-06])
42      , -2336.94    , array([ 0.351985   ,  5.07921    ,  1.68663e-22,  8.60357e-06])
43      , -2336.9     , array([ 0.351985   ,  4.6705     ,  1.68663e-22,  6.10203e-06])
44      , -2336.9     , array([ 0.351985   ,  4.6705     ,  1.68663e-22,  6.10203e-06])
45      , -2336.9     , array([ 0.352338   ,  4.6705     ,  1.68663e-22,  6.10203e-06])
46      , -2336.9     , array([ 0.351985   ,  4.67517    ,  1.68663e-22,  6.10203e-06])
47      , -2336.9     , array([ 0.351985   ,  4.6705     ,  1.68832e-22,  6.10203e-06])
48      , -2336.9     , array([ 0.351985   ,  4.6705     ,  1.68663e-22,  6.10813e-06])
49      , -2336.84    , array([ 0.351985   ,  3.81299    ,  1.68663e-22,  2.75766e-06])
50      , -2336.84    , array([ 0.351985   ,  3.81299    ,  1.68663e-22,  2.75766e-06])
51      , -2336.84    , array([ 0.352338   ,  3.81299    ,  1.68663e-22,  2.75766e-06])
52      , -2336.84    , array([ 0.351985   ,  3.8168     ,  1.68663e-22,  2.75766e-06])
53      , -2336.84    , array([ 0.351985   ,  3.81299    ,  1.68832e-22,  2.75766e-06])
54      , -2336.84    , array([ 0.351985   ,  3.81299    ,  1.68663e-22,  2.76041e-06])
55      , -2336.82    , array([ 0.351985   ,  3.24902    ,  1.68663e-22,  1.50677e-06])
56      , -2336.82    , array([ 0.351985   ,  3.24902    ,  1.68663e-22,  1.50677e-06])
57      , -2336.82    , array([ 0.352338   ,  3.24902    ,  1.68663e-22,  1.50677e-06])
58      , -2336.82    , array([ 0.351985   ,  3.25227    ,  1.68663e-22,  1.50677e-06])
59      , -2336.82    , array([ 0.351985   ,  3.24902    ,  1.68832e-22,  1.50677e-06])
60      , -2336.82    , array([ 0.351985   ,  3.24902    ,  1.68663e-22,  1.50828e-06])
61      , -2336.81    , array([ 0.351985   ,  2.71536    ,  1.68663e-22,  7.75895e-07])
62      , -2336.81    , array([ 0.351985   ,  2.71536    ,  1.68663e-22,  7.75895e-07])
63      , -2336.81    , array([ 0.352338   ,  2.71536    ,  1.68663e-22,  7.75895e-07])
64      , -2336.81    , array([ 0.351985   ,  2.71808    ,  1.68663e-22,  7.75895e-07])
65      , -2336.81    , array([ 0.351985   ,  2.71536    ,  1.68832e-22,  7.75895e-07])
66      , -2336.81    , array([ 0.351985   ,  2.71536    ,  1.68663e-22,  7.76672e-07])
67      , -2336.81    , array([ 0.351985   ,  2.28716    ,  1.68663e-22,  4.14957e-07])
68      , -2336.81    , array([ 0.351985   ,  2.28716    ,  1.68663e-22,  4.14957e-07])
69      , -2336.81    , array([ 0.352338   ,  2.28716    ,  1.68663e-22,  4.14957e-07])
70      , -2336.81    , array([ 0.351985   ,  2.28945    ,  1.68663e-22,  4.14957e-07])
71      , -2336.81    , array([ 0.351985   ,  2.28716    ,  1.68832e-22,  4.14957e-07])
72      , -2336.81    , array([ 0.351985   ,  2.28716    ,  1.68663e-22,  4.15373e-07])
73      , -2336.81    , array([ 0.351985   ,  1.92598    ,  1.68663e-22,  2.23017e-07])
74      , -2336.81    , array([ 0.351985   ,  1.92598    ,  1.68663e-22,  2.23017e-07])
75      , -2336.81    , array([ 0.352338   ,  1.92598    ,  1.68663e-22,  2.23017e-07])
76      , -2336.81    , array([ 0.351985   ,  1.9279     ,  1.68663e-22,  2.23017e-07])
77      , -2336.81    , array([ 0.351985   ,  1.92598    ,  1.68832e-22,  2.23017e-07])
78      , -2336.81    , array([ 0.351985   ,  1.92598    ,  1.68663e-22,  2.2324e-07 ])
79      , -2336.81    , array([ 0.351985   ,  1.63037    ,  1.68663e-22,  1.22636e-07])
80      , -2336.81    , array([ 0.351985   ,  1.63037    ,  1.68663e-22,  1.22636e-07])
81      , -2336.81    , array([ 0.352338   ,  1.63037    ,  1.68663e-22,  1.22636e-07])
82      , -2336.81    , array([ 0.351985   ,  1.632      ,  1.68663e-22,  1.22636e-07])
83      , -2336.81    , array([ 0.351985   ,  1.63037    ,  1.68832e-22,  1.22636e-07])
84      , -2336.81    , array([ 0.351985   ,  1.63037    ,  1.68663e-22,  1.22759e-07])
85      , -2336.8     , array([ 0.351985   ,  1.38818    ,  1.68663e-22,  6.9045e-08 ])
86      , -2336.8     , array([ 0.351985   ,  1.38818    ,  1.68663e-22,  6.9045e-08 ])
87      , -2336.8     , array([ 0.352338   ,  1.38818    ,  1.68663e-22,  6.9045e-08 ])
88      , -2336.8     , array([ 0.351985   ,  1.38957    ,  1.68663e-22,  6.9045e-08 ])
89      , -2336.8     , array([ 0.351985   ,  1.38818    ,  1.68832e-22,  6.9045e-08 ])
90      , -2336.8     , array([ 0.351985   ,  1.38818    ,  1.68663e-22,  6.91141e-08])
91      , -2336.8     , array([ 0.351985   ,  1.19239    ,  1.68663e-22,  4.01889e-08])
92      , -2336.8     , array([ 0.351985   ,  1.19239    ,  1.68663e-22,  4.01889e-08])
93      , -2336.8     , array([ 0.352338   ,  1.19239    ,  1.68663e-22,  4.01889e-08])
94      , -2336.8     , array([ 0.351985   ,  1.19359    ,  1.68663e-22,  4.01889e-08])
95      , -2336.8     , array([ 0.351985   ,  1.19239    ,  1.68832e-22,  4.01889e-08])
96      , -2336.8     , array([ 0.351985   ,  1.19239    ,  1.68663e-22,  4.02292e-08])
97      , -2336.8     , array([ 0.351985   ,  1.03638    ,  1.68663e-22,  2.44302e-08])
98      , -2336.8     , array([ 0.351985   ,  1.03638    ,  1.68663e-22,  2.44302e-08])
99      , -2336.8     , array([ 0.352338   ,  1.03638    ,  1.68663e-22,  2.44302e-08])
100     , -2336.8     , array([ 0.351985   ,  1.03741    ,  1.68663e-22,  2.44302e-08])
101     , -2336.8     , array([ 0.351985   ,  1.03638    ,  1.68832e-22,  2.44302e-08])
102     , -2336.8     , array([ 0.351985   ,  1.03638    ,  1.68663e-22,  2.44546e-08])
103     , -2336.8     , array([ 0.351985   ,  0.91545    ,  1.68663e-22,  1.57447e-08])
104     , -2336.8     , array([ 0.351985   ,  0.91545    ,  1.68663e-22,  1.57447e-08])
105     , -2336.8     , array([ 0.352338   ,  0.91545    ,  1.68663e-22,  1.57447e-08])
106     , -2336.8     , array([ 0.351985   ,  0.916366   ,  1.68663e-22,  1.57447e-08])
107     , -2336.8     , array([ 0.351985   ,  0.91545    ,  1.68832e-22,  1.57447e-08])
108     , -2336.8     , array([ 0.351985   ,  0.91545    ,  1.68663e-22,  1.57605e-08])
109     , -2336.8     , array([ 0.351985   ,  0.826087   ,  1.68663e-22,  1.09538e-08])
110     , -2336.8     , array([ 0.351985   ,  0.826087   ,  1.68663e-22,  1.09538e-08])
111     , -2336.8     , array([ 0.352338   ,  0.826087   ,  1.68663e-22,  1.09538e-08])
112     , -2336.8     , array([ 0.351985   ,  0.826913   ,  1.68663e-22,  1.09538e-08])
113     , -2336.8     , array([ 0.351985   ,  0.826087   ,  1.68832e-22,  1.09538e-08])
114     , -2336.8     , array([ 0.351985   ,  0.826087   ,  1.68663e-22,  1.09648e-08])
115     , -2336.8     , array([ 0.351985   ,  0.766027   ,  1.68663e-22,  8.39669e-09])
116     , -2336.8     , array([ 0.351985   ,  0.766027   ,  1.68663e-22,  8.39669e-09])
117     , -2336.8     , array([ 0.352338   ,  0.766027   ,  1.68663e-22,  8.39669e-09])
118     , -2336.8     , array([ 0.351985   ,  0.766793   ,  1.68663e-22,  8.39669e-09])
119     , -2336.8     , array([ 0.351985   ,  0.766027   ,  1.68832e-22,  8.39669e-09])
120     , -2336.8     , array([ 0.351985   ,  0.766027   ,  1.68663e-22,  8.4051e-09 ])
121     , -2336.8     , array([ 0.351985   ,  0.731997   ,  1.68663e-22,  7.16001e-09])
122     , -2336.8     , array([ 0.351985   ,  0.731997   ,  1.68663e-22,  7.16001e-09])
123     , -2336.8     , array([ 0.352338   ,  0.731997   ,  1.68663e-22,  7.16001e-09])
124     , -2336.8     , array([ 0.351985   ,  0.732729   ,  1.68663e-22,  7.16001e-09])
125     , -2336.8     , array([ 0.351985   ,  0.731997   ,  1.68832e-22,  7.16001e-09])
126     , -2336.8     , array([ 0.351985   ,  0.731997   ,  1.68663e-22,  7.16718e-09])
127     , -2336.8     , array([ 0.351985   ,  0.718038   ,  1.68663e-22,  6.6974e-09 ])
128     , -2336.8     , array([ 0.351985   ,  0.718038   ,  1.68663e-22,  6.6974e-09 ])
129     , -2336.8     , array([ 0.352338   ,  0.718038   ,  1.68663e-22,  6.6974e-09 ])
130     , -2336.8     , array([ 0.351985   ,  0.718757   ,  1.68663e-22,  6.6974e-09 ])
131     , -2336.8     , array([ 0.351985   ,  0.718038   ,  1.68832e-22,  6.6974e-09 ])
132     , -2336.8     , array([ 0.351985   ,  0.718038   ,  1.68663e-22,  6.7041e-09 ])
133     , -2336.8     , array([ 0.351985   ,  0.71277    ,  1.68663e-22,  6.53387e-09])
134     , -2336.8     , array([ 0.351985   ,  0.71277    ,  1.68663e-22,  6.53387e-09])
135     , -2336.8     , array([ 0.352338   ,  0.71277    ,  1.68663e-22,  6.53387e-09])
136     , -2336.8     , array([ 0.351985   ,  0.713483   ,  1.68663e-22,  6.53387e-09])
137     , -2336.8     , array([ 0.351985   ,  0.71277    ,  1.68832e-22,  6.53387e-09])
138     , -2336.8     , array([ 0.351985   ,  0.71277    ,  1.68663e-22,  6.54041e-09])
139     , -2336.8     , array([ 0.351985   ,  0.706545   ,  1.68663e-22,  6.35226e-09])
140     , -2336.8     , array([ 0.351985   ,  0.706545   ,  1.68663e-22,  6.35226e-09])
141     , -2336.8     , array([ 0.352338   ,  0.706545   ,  1.68663e-22,  6.35226e-09])
142     , -2336.8     , array([ 0.351985   ,  0.707252   ,  1.68663e-22,  6.35226e-09])
143     , -2336.8     , array([ 0.351985   ,  0.706545   ,  1.68832e-22,  6.35226e-09])
144     , -2336.8     , array([ 0.351985   ,  0.706545   ,  1.68663e-22,  6.35861e-09])
145     , -2336.8     , array([ 0.351985   ,  0.699441   ,  1.68663e-22,  6.16266e-09])
146     , -2336.8     , array([ 0.351985   ,  0.699441   ,  1.68663e-22,  6.16266e-09])
147     , -2336.8     , array([ 0.352338   ,  0.699441   ,  1.68663e-22,  6.16266e-09])
148     , -2336.8     , array([ 0.351985   ,  0.700141   ,  1.68663e-22,  6.16266e-09])
149     , -2336.8     , array([ 0.351985   ,  0.699441   ,  1.68832e-22,  6.16266e-09])
150     , -2336.8     , array([ 0.351985   ,  0.699441   ,  1.68663e-22,  6.16882e-09])
151     , -2336.8     , array([ 0.351985   ,  0.689898   ,  1.68663e-22,  5.93176e-09])
152     , -2336.8     , array([ 0.351985   ,  0.689898   ,  1.68663e-22,  5.93176e-09])
153     , -2336.8     , array([ 0.352338   ,  0.689898   ,  1.68663e-22,  5.93176e-09])
154     , -2336.8     , array([ 0.351985   ,  0.690589   ,  1.68663e-22,  5.93176e-09])
155     , -2336.8     , array([ 0.351985   ,  0.689898   ,  1.68832e-22,  5.93176e-09])
156     , -2336.8     , array([ 0.351985   ,  0.689898   ,  1.68663e-22,  5.93769e-09])
157     , -2336.8     , array([ 0.351985   ,  0.676856   ,  1.68663e-22,  5.65491e-09])
158     , -2336.8     , array([ 0.351985   ,  0.676856   ,  1.68663e-22,  5.65491e-09])
159     , -2336.8     , array([ 0.352338   ,  0.676856   ,  1.68663e-22,  5.65491e-09])
160     , -2336.8     , array([ 0.351985   ,  0.677533   ,  1.68663e-22,  5.65491e-09])
161     , -2336.8     , array([ 0.351985   ,  0.676856   ,  1.68832e-22,  5.65491e-09])
162     , -2336.8     , array([ 0.351985   ,  0.676856   ,  1.68663e-22,  5.66056e-09])
163     , -2336.8     , array([ 0.351985   ,  0.657803   ,  1.68663e-22,  5.30827e-09])
164     , -2336.8     , array([ 0.351985   ,  0.657803   ,  1.68663e-22,  5.30827e-09])
165     , -2336.8     , array([ 0.352338   ,  0.657803   ,  1.68663e-22,  5.30827e-09])
166     , -2336.8     , array([ 0.351985   ,  0.658461   ,  1.68663e-22,  5.30827e-09])
167     , -2336.8     , array([ 0.351985   ,  0.657803   ,  1.68832e-22,  5.30827e-09])
168     , -2336.8     , array([ 0.351985   ,  0.657803   ,  1.68663e-22,  5.31358e-09])
169     , -2336.8     , array([ 0.351985   ,  0.629328   ,  1.68663e-22,  4.88015e-09])
170     , -2336.8     , array([ 0.351985   ,  0.629328   ,  1.68663e-22,  4.88015e-09])
171     , -2336.8     , array([ 0.352338   ,  0.629328   ,  1.68663e-22,  4.88015e-09])
172     , -2336.8     , array([ 0.351985   ,  0.629958   ,  1.68663e-22,  4.88015e-09])
173     , -2336.8     , array([ 0.351985   ,  0.629328   ,  1.68832e-22,  4.88015e-09])
174     , -2336.8     , array([ 0.351985   ,  0.629328   ,  1.68663e-22,  4.88503e-09])
175     , -2336.8     , array([ 0.351985   ,  0.586079   ,  1.68663e-22,  4.3607e-09 ])
176     , -2336.8     , array([ 0.351985   ,  0.586079   ,  1.68663e-22,  4.3607e-09 ])
177     , -2336.8     , array([ 0.352338   ,  0.586079   ,  1.68663e-22,  4.3607e-09 ])
178     , -2336.8     , array([ 0.351985   ,  0.586665   ,  1.68663e-22,  4.3607e-09 ])
179     , -2336.8     , array([ 0.351985   ,  0.586079   ,  1.68832e-22,  4.3607e-09 ])
180     , -2336.8     , array([ 0.351985   ,  0.586079   ,  1.68663e-22,  4.36507e-09])
181     , -2336.8     , array([ 0.351985   ,  0.52104    ,  1.68663e-22,  3.75579e-09])
