1590    , -2292.94    , array([ 0.242356   ,  0.00221925 ,  0.000756445,  3.14701e-79])
1591    , -2292.99    , array([ 0.242599   ,  0.00221925 ,  0.000756445,  3.14701e-79])
1592    , -2292.94    , array([ 0.242356   ,  0.00222147 ,  0.000756445,  3.14701e-79])
1593    , -2292.89    , array([ 0.242356   ,  0.00221925 ,  0.000757202,  3.14701e-79])
1594    , -2292.94    , array([ 0.242356   ,  0.00221925 ,  0.000756445,  3.15016e-79])
1595    , -2292.94    , array([ 0.242356   ,  0.00221925 ,  0.000756445,  3.14701e-79])
1596    , -2149.9     , array([ 0.108414   ,  0.00221925 ,  0.00139317 ,  3.14701e-79])
1597    , -2149.9     , array([ 0.108414   ,  0.00221925 ,  0.00139317 ,  3.14701e-79])
1598    , -2150.08    , array([ 0.108523   ,  0.00221925 ,  0.00139317 ,  3.14701e-79])
1599    , -2149.9     , array([ 0.108414   ,  0.00222147 ,  0.00139317 ,  3.14701e-79])
1600    , -2149.74    , array([ 0.108414   ,  0.00221925 ,  0.00139456 ,  3.14701e-79])
1601    , -2149.9     , array([ 0.108414   ,  0.00221925 ,  0.00139317 ,  3.15016e-79])
1602    , -4227.6     , array([ 0.00434126 ,  0.00221925 ,  0.0160291  ,  3.14701e-79])
1603    , -4227.6     , array([ 0.00434126 ,  0.00221925 ,  0.0160291  ,  3.14701e-79])
1604    , -4235.32    , array([ 0.0043456  ,  0.00221925 ,  0.0160291  ,  3.14701e-79])
1605    , -4227.6     , array([ 0.00434126 ,  0.00222147 ,  0.0160291  ,  3.14701e-79])
1606    , -4216.97    , array([ 0.00434126 ,  0.00221925 ,  0.0160451  ,  3.14701e-79])
1607    , -4227.6     , array([ 0.00434126 ,  0.00221925 ,  0.0160291  ,  3.15016e-79])
1608    , -2141.95    , array([ 0.105593   ,  0.00221925 ,  0.00142134 ,  3.14701e-79])
1609    , -2141.95    , array([ 0.105593   ,  0.00221925 ,  0.00142134 ,  3.14701e-79])
1610    , -2142.13    , array([ 0.105699   ,  0.00221925 ,  0.00142134 ,  3.14701e-79])
1611    , -2141.95    , array([ 0.105593   ,  0.00222147 ,  0.00142134 ,  3.14701e-79])
1612    , -2141.79    , array([ 0.105593   ,  0.00221925 ,  0.00142276 ,  3.14701e-79])
1613    , -2141.95    , array([ 0.105593   ,  0.00221925 ,  0.00142134 ,  3.15016e-79])
1614    , -2133.58    , array([ 0.102788   ,  0.00221925 ,  0.00145069 ,  3.14701e-79])
1615    , -2133.58    , array([ 0.102788   ,  0.00221925 ,  0.00145069 ,  3.14701e-79])
1616    , -2133.77    , array([ 0.102891   ,  0.00221925 ,  0.00145069 ,  3.14701e-79])
1617    , -2133.58    , array([ 0.102788   ,  0.00222147 ,  0.00145069 ,  3.14701e-79])
1618    , -2133.41    , array([ 0.102788   ,  0.00221925 ,  0.00145214 ,  3.14701e-79])
1619    , -2133.58    , array([ 0.102788   ,  0.00221925 ,  0.00145069 ,  3.15016e-79])
1620    , -2238.09    , array([ 0.0211241  ,  0.00221925 ,  0.00482216 ,  3.14701e-79])
1621    , -2238.09    , array([ 0.0211241  ,  0.00221925 ,  0.00482216 ,  3.14701e-79])
1622    , -2236.77    , array([ 0.0211453  ,  0.00221925 ,  0.00482216 ,  3.14701e-79])
1623    , -2238.09    , array([ 0.0211241  ,  0.00222147 ,  0.00482216 ,  3.14701e-79])
1624    , -2239.23    , array([ 0.0211241  ,  0.00221925 ,  0.00482698 ,  3.14701e-79])
1625    , -2238.09    , array([ 0.0211241  ,  0.00221925 ,  0.00482216 ,  3.15016e-79])
1626    , -1805.8     , array([ 0.0454417  ,  0.00221925 ,  0.0026958  ,  3.14701e-79])
1627    , -1805.8     , array([ 0.0454417  ,  0.00221925 ,  0.0026958  ,  3.14701e-79])
1628    , -1805.99    , array([ 0.0454871  ,  0.00221925 ,  0.0026958  ,  3.14701e-79])
1629    , -1805.8     , array([ 0.0454417  ,  0.00222147 ,  0.0026958  ,  3.14701e-79])
1630    , -1805.61    , array([ 0.0454417  ,  0.00221925 ,  0.00269849 ,  3.14701e-79])
1631    , -1805.8     , array([ 0.0454417  ,  0.00221925 ,  0.0026958  ,  3.15016e-79])
1632    , -1761.36    , array([ 0.0355533  ,  0.00221925 ,  0.00324783 ,  3.14701e-79])
1633    , -1761.36    , array([ 0.0355533  ,  0.00221925 ,  0.00324783 ,  3.14701e-79])
1634    , -1761.33    , array([ 0.0355889  ,  0.00221925 ,  0.00324783 ,  3.14701e-79])
1635    , -1761.36    , array([ 0.0355533  ,  0.00222147 ,  0.00324783 ,  3.14701e-79])
1636    , -1761.35    , array([ 0.0355533  ,  0.00221925 ,  0.00325108 ,  3.14701e-79])
1637    , -1761.36    , array([ 0.0355533  ,  0.00221925 ,  0.00324783 ,  3.15016e-79])
1644    , -1761.36    , array([ 0.0355536  ,  0.00221925 ,  0.00324788 ,  3.14701e-79])
1645    , -1761.36    , array([ 0.0355536  ,  0.00221925 ,  0.00324788 ,  3.14701e-79])
1646    , -1761.33    , array([ 0.0355891  ,  0.00221925 ,  0.00324788 ,  3.14701e-79])
1647    , -1761.36    , array([ 0.0355536  ,  0.00222147 ,  0.00324788 ,  3.14701e-79])
1648    , -1761.35    , array([ 0.0355536  ,  0.00221925 ,  0.00325113 ,  3.14701e-79])
1649    , -1761.36    , array([ 0.0355536  ,  0.00221925 ,  0.00324788 ,  3.15016e-79])
1650    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.003248   ,  3.14701e-79])
1651    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.003248   ,  3.14701e-79])
1652    , -1761.32    , array([ 0.0355896  ,  0.00221925 ,  0.003248   ,  3.14701e-79])
1653    , -1761.35    , array([ 0.0355541  ,  0.00222147 ,  0.003248   ,  3.14701e-79])
1654    , -1761.34    , array([ 0.0355541  ,  0.00221925 ,  0.00325125 ,  3.14701e-79])
1655    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.003248   ,  3.15016e-79])
1662    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.00324801 ,  3.14701e-79])
1663    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.00324801 ,  3.14701e-79])
1664    , -1761.32    , array([ 0.0355897  ,  0.00221925 ,  0.00324801 ,  3.14701e-79])
1665    , -1761.35    , array([ 0.0355541  ,  0.00222147 ,  0.00324801 ,  3.14701e-79])
1666    , -1761.34    , array([ 0.0355541  ,  0.00221925 ,  0.00325126 ,  3.14701e-79])
1667    , -1761.35    , array([ 0.0355541  ,  0.00221925 ,  0.00324801 ,  3.15016e-79])
1668    , -1761.35    , array([ 0.0355543  ,  0.00221925 ,  0.00324804 ,  3.14701e-79])
1669    , -1761.35    , array([ 0.0355543  ,  0.00221925 ,  0.00324804 ,  3.14701e-79])
1670    , -1761.32    , array([ 0.0355898  ,  0.00221925 ,  0.00324804 ,  3.14701e-79])
1671    , -1761.35    , array([ 0.0355543  ,  0.00222147 ,  0.00324804 ,  3.14701e-79])
1672    , -1761.34    , array([ 0.0355543  ,  0.00221925 ,  0.00325129 ,  3.14701e-79])
1673    , -1761.35    , array([ 0.0355543  ,  0.00221925 ,  0.00324804 ,  3.15016e-79])
1674    , -558.543    , array([ 0.266963   ,  0.00221925 ,  0.497127   ,  3.14701e-79])
1675    , -558.543    , array([ 0.266963   ,  0.00221925 ,  0.497127   ,  3.14701e-79])
1676    , -558.325    , array([ 0.26723    ,  0.00221925 ,  0.497127   ,  3.14701e-79])
1677    , -558.543    , array([ 0.266963   ,  0.00222147 ,  0.497127   ,  3.14701e-79])
1678    , -559.549    , array([ 0.266963   ,  0.00221925 ,  0.497625   ,  3.14701e-79])
1679    , -558.543    , array([ 0.266963   ,  0.00221925 ,  0.497127   ,  3.15016e-79])
1680    , -1759.76    , array([ 0.0372814  ,  0.00221925 ,  0.00365619 ,  3.14701e-79])
1681    , -1759.76    , array([ 0.0372814  ,  0.00221925 ,  0.00365619 ,  3.14701e-79])
1682    , -1759.68    , array([ 0.0373187  ,  0.00221925 ,  0.00365619 ,  3.14701e-79])
1683    , -1759.76    , array([ 0.0372814  ,  0.00222147 ,  0.00365619 ,  3.14701e-79])
1684    , -1759.79    , array([ 0.0372814  ,  0.00221925 ,  0.00365985 ,  3.14701e-79])
1685    , -1759.76    , array([ 0.0372814  ,  0.00221925 ,  0.00365619 ,  3.15016e-79])
1686    , -1756.29    , array([ 0.0401963  ,  0.00221925 ,  0.00402205 ,  3.14701e-79])
1687    , -1756.29    , array([ 0.0401963  ,  0.00221925 ,  0.00402205 ,  3.14701e-79])
1688    , -1756.2     , array([ 0.0402365  ,  0.00221925 ,  0.00402205 ,  3.14701e-79])
1689    , -1756.29    , array([ 0.0401963  ,  0.00222147 ,  0.00402205 ,  3.14701e-79])
1690    , -1756.32    , array([ 0.0401963  ,  0.00221925 ,  0.00402608 ,  3.14701e-79])
1691    , -1756.29    , array([ 0.0401963  ,  0.00221925 ,  0.00402205 ,  3.15016e-79])
1692    , -1737.55    , array([ 0.0543199  ,  0.00221925 ,  0.00589013 ,  3.14701e-79])
1693    , -1737.55    , array([ 0.0543199  ,  0.00221925 ,  0.00589013 ,  3.14701e-79])
1694    , -1737.43    , array([ 0.0543743  ,  0.00221925 ,  0.00589013 ,  3.14701e-79])
1695    , -1737.55    , array([ 0.0543199  ,  0.00222147 ,  0.00589013 ,  3.14701e-79])
1696    , -1737.58    , array([ 0.0543199  ,  0.00221925 ,  0.00589602 ,  3.14701e-79])
1697    , -1737.55    , array([ 0.0543199  ,  0.00221925 ,  0.00589013 ,  3.15016e-79])
1698    , -1500.09    , array([ 0.181156   ,  0.00221925 ,  0.0270914  ,  3.14701e-79])
1699    , -1500.09    , array([ 0.181156   ,  0.00221925 ,  0.0270914  ,  3.14701e-79])
1700    , -1500.12    , array([ 0.181337   ,  0.00221925 ,  0.0270914  ,  3.14701e-79])
1701    , -1500.09    , array([ 0.181156   ,  0.00222147 ,  0.0270914  ,  3.14701e-79])
1702    , -1499.79    , array([ 0.181156   ,  0.00221925 ,  0.0271185  ,  3.14701e-79])
1703    , -1500.09    , array([ 0.181156   ,  0.00221925 ,  0.0270914  ,  3.15016e-79])
1710    , -1500.08    , array([ 0.181158   ,  0.00221925 ,  0.0270919  ,  3.14701e-79])
1711    , -1500.08    , array([ 0.181158   ,  0.00221925 ,  0.0270919  ,  3.14701e-79])
1712    , -1500.12    , array([ 0.181339   ,  0.00221925 ,  0.0270919  ,  3.14701e-79])
1713    , -1500.08    , array([ 0.181158   ,  0.00222147 ,  0.0270919  ,  3.14701e-79])
1714    , -1499.79    , array([ 0.181158   ,  0.00221925 ,  0.027119   ,  3.14701e-79])
1715    , -1500.08    , array([ 0.181158   ,  0.00221925 ,  0.0270919  ,  3.15016e-79])
1716    , -1500.08    , array([ 0.18116    ,  0.00221925 ,  0.0270923  ,  3.14701e-79])
1717    , -1500.08    , array([ 0.18116    ,  0.00221925 ,  0.0270923  ,  3.14701e-79])
1718    , -1500.11    , array([ 0.181342   ,  0.00221925 ,  0.0270923  ,  3.14701e-79])
1719    , -1500.08    , array([ 0.18116    ,  0.00222147 ,  0.0270923  ,  3.14701e-79])
1720    , -1499.79    , array([ 0.18116    ,  0.00221925 ,  0.0271194  ,  3.14701e-79])
1721    , -1500.08    , array([ 0.18116    ,  0.00221925 ,  0.0270923  ,  3.15016e-79])
1722    , -5817.79    , array([ 2.01485    ,  0.00221925 ,  0.573131   ,  3.14701e-79])
1723    , -5817.79    , array([ 2.01485    ,  0.00221925 ,  0.573131   ,  3.14701e-79])
1724    , -5823.76    , array([ 2.01687    ,  0.00221925 ,  0.573131   ,  3.14701e-79])
1725    , -5817.79    , array([ 2.01485    ,  0.00222147 ,  0.573131   ,  3.14701e-79])
1726    , -5818.57    , array([ 2.01485    ,  0.00221925 ,  0.573704   ,  3.14701e-79])
1727    , -5817.79    , array([ 2.01485    ,  0.00221925 ,  0.573131   ,  3.15016e-79])
1728    , -1337       , array([ 0.291309   ,  0.00221925 ,  0.0494534  ,  3.14701e-79])
1729    , -1337       , array([ 0.291309   ,  0.00221925 ,  0.0494534  ,  3.14701e-79])
1730    , -1337.37    , array([ 0.2916     ,  0.00221925 ,  0.0494534  ,  3.14701e-79])
1731    , -1337       , array([ 0.291309   ,  0.00222147 ,  0.0494534  ,  3.14701e-79])
1732    , -1336.46    , array([ 0.291309   ,  0.00221925 ,  0.0495028  ,  3.14701e-79])
1733    , -1337       , array([ 0.291309   ,  0.00221925 ,  0.0494534  ,  3.15016e-79])
1734    , -1284.46    , array([ 0.45788    ,  0.00221925 ,  0.0877027  ,  3.14701e-79])
1735    , -1284.46    , array([ 0.45788    ,  0.00221925 ,  0.0877027  ,  3.14701e-79])
1736    , -1285.45    , array([ 0.458338   ,  0.00221925 ,  0.0877027  ,  3.14701e-79])
1737    , -1284.46    , array([ 0.45788    ,  0.00222147 ,  0.0877027  ,  3.14701e-79])
1738    , -1283.82    , array([ 0.45788    ,  0.00221925 ,  0.0877904  ,  3.14701e-79])
1739    , -1284.46    , array([ 0.45788    ,  0.00221925 ,  0.0877027  ,  3.15016e-79])
1740    , -1277.56    , array([ 0.387479   ,  0.00221925 ,  0.0709837  ,  3.14701e-79])
1741    , -1277.56    , array([ 0.387479   ,  0.00221925 ,  0.0709837  ,  3.14701e-79])
1742    , -1278.28    , array([ 0.387867   ,  0.00221925 ,  0.0709837  ,  3.14701e-79])
1743    , -1277.56    , array([ 0.387479   ,  0.00222147 ,  0.0709837  ,  3.14701e-79])
1744    , -1276.93    , array([ 0.387479   ,  0.00221925 ,  0.0710548  ,  3.14701e-79])
1745    , -1277.56    , array([ 0.387479   ,  0.00221925 ,  0.0709837  ,  3.15016e-79])
1746    , -1275.28    , array([ 0.410778   ,  0.00221925 ,  0.0764339  ,  3.14701e-79])
1747    , -1275.28    , array([ 0.410778   ,  0.00221925 ,  0.0764339  ,  3.14701e-79])
1748    , -1276.09    , array([ 0.411189   ,  0.00221925 ,  0.0764339  ,  3.14701e-79])
1749    , -1275.28    , array([ 0.410778   ,  0.00222147 ,  0.0764339  ,  3.14701e-79])
1750    , -1274.64    , array([ 0.410778   ,  0.00221925 ,  0.0765104  ,  3.14701e-79])
1751    , -1275.28    , array([ 0.410778   ,  0.00221925 ,  0.0764339  ,  3.15016e-79])
1758    , -1275.28    , array([ 0.410784   ,  0.00221925 ,  0.0764355  ,  3.14701e-79])
1759    , -1275.28    , array([ 0.410784   ,  0.00221925 ,  0.0764355  ,  3.14701e-79])
1760    , -1276.09    , array([ 0.411195   ,  0.00221925 ,  0.0764355  ,  3.14701e-79])
1761    , -1275.28    , array([ 0.410784   ,  0.00222147 ,  0.0764355  ,  3.14701e-79])
1762    , -1274.64    , array([ 0.410784   ,  0.00221925 ,  0.0765119  ,  3.14701e-79])
1763    , -1275.28    , array([ 0.410784   ,  0.00221925 ,  0.0764355  ,  3.15016e-79])
1764    , -1275.28    , array([ 0.410802   ,  0.00221925 ,  0.0764398  ,  3.14701e-79])
1765    , -1275.28    , array([ 0.410802   ,  0.00221925 ,  0.0764398  ,  3.14701e-79])
1766    , -1276.09    , array([ 0.411213   ,  0.00221925 ,  0.0764398  ,  3.14701e-79])
1767    , -1275.28    , array([ 0.410802   ,  0.00222147 ,  0.0764398  ,  3.14701e-79])
1768    , -1274.64    , array([ 0.410802   ,  0.00221925 ,  0.0765163  ,  3.14701e-79])
1769    , -1275.28    , array([ 0.410802   ,  0.00221925 ,  0.0764398  ,  3.15016e-79])
1776    , -1275.28    , array([ 0.410803   ,  0.00221925 ,  0.0764402  ,  3.14701e-79])
1777    , -1275.28    , array([ 0.410803   ,  0.00221925 ,  0.0764402  ,  3.14701e-79])
1778    , -1276.09    , array([ 0.411214   ,  0.00221925 ,  0.0764402  ,  3.14701e-79])
1779    , -1275.28    , array([ 0.410803   ,  0.00222147 ,  0.0764402  ,  3.14701e-79])
1780    , -1274.64    , array([ 0.410803   ,  0.00221925 ,  0.0765167  ,  3.14701e-79])
1781    , -1275.28    , array([ 0.410803   ,  0.00221925 ,  0.0764402  ,  3.15016e-79])
1782    , -1275.28    , array([ 0.410808   ,  0.00221925 ,  0.0764413  ,  3.14701e-79])
1783    , -1275.28    , array([ 0.410808   ,  0.00221925 ,  0.0764413  ,  3.14701e-79])
