70763   , -79089      , array([ 0.965213   ,  0.963318   ,  3.4186e-26 ,  4.69674e-34,  2.26233e-07])
70764   , -79089      , array([ 0.966179   ,  0.963318   ,  3.4186e-26 ,  4.69674e-34,  2.26233e-07])
70765   , -79089      , array([ 0.965213   ,  0.964281   ,  3.4186e-26 ,  4.69674e-34,  2.26233e-07])
70766   , -79089      , array([ 0.965213   ,  0.963318   ,  3.42202e-26,  4.69674e-34,  2.26233e-07])
70767   , -79089      , array([ 0.965213   ,  0.963318   ,  3.4186e-26 ,  4.70144e-34,  2.26233e-07])
70768   , -79089      , array([ 0.965213   ,  0.963318   ,  3.4186e-26 ,  4.69674e-34,  2.2646e-07 ])
70769   , -79089      , array([ 0.965213   ,  0.963318   ,  3.4186e-26 ,  4.69674e-34,  2.26233e-07])
70770   , -79088.5    , array([ 0.800518   ,  0.731125   ,  3.4186e-26 ,  4.69674e-34,  3.60926e-07])
70771   , -79088.5    , array([ 0.800518   ,  0.731125   ,  3.4186e-26 ,  4.69674e-34,  3.60926e-07])
70772   , -79088.5    , array([ 0.801318   ,  0.731125   ,  3.4186e-26 ,  4.69674e-34,  3.60926e-07])
70773   , -79088.5    , array([ 0.800518   ,  0.731857   ,  3.4186e-26 ,  4.69674e-34,  3.60926e-07])
70774   , -79088.5    , array([ 0.800518   ,  0.731125   ,  3.42202e-26,  4.69674e-34,  3.60926e-07])
70775   , -79088.5    , array([ 0.800518   ,  0.731125   ,  3.4186e-26 ,  4.70144e-34,  3.60926e-07])
70776   , -79088.5    , array([ 0.800518   ,  0.731125   ,  3.4186e-26 ,  4.69674e-34,  3.61288e-07])
70777   , -79073.2    , array([ 0.378758   ,  0.242594   ,  3.4186e-26 ,  4.69674e-34,  2.33813e-06])
70778   , -79073.2    , array([ 0.378758   ,  0.242594   ,  3.4186e-26 ,  4.69674e-34,  2.33813e-06])
70779   , -79073.2    , array([ 0.379136   ,  0.242594   ,  3.4186e-26 ,  4.69674e-34,  2.33813e-06])
70780   , -79073.2    , array([ 0.378758   ,  0.242837   ,  3.4186e-26 ,  4.69674e-34,  2.33813e-06])
70781   , -79073.2    , array([ 0.378758   ,  0.242594   ,  3.42202e-26,  4.69674e-34,  2.33813e-06])
70782   , -79073.2    , array([ 0.378758   ,  0.242594   ,  3.4186e-26 ,  4.70144e-34,  2.33813e-06])
70783   , -79073.1    , array([ 0.378758   ,  0.242594   ,  3.4186e-26 ,  4.69674e-34,  2.34047e-06])
70784   , -45905.3    , array([ 0.0189812  ,  0.0029406  ,  3.4186e-26 ,  4.69674e-34,  0.00411781 ])
70785   , -45905.3    , array([ 0.0189812  ,  0.0029406  ,  3.4186e-26 ,  4.69674e-34,  0.00411781 ])
70786   , -45891.9    , array([ 0.0190002  ,  0.0029406  ,  3.4186e-26 ,  4.69674e-34,  0.00411781 ])
70787   , -45855.7    , array([ 0.0189812  ,  0.00294355 ,  3.4186e-26 ,  4.69674e-34,  0.00411781 ])
70788   , -45905.3    , array([ 0.0189812  ,  0.0029406  ,  3.42202e-26,  4.69674e-34,  0.00411781 ])
70789   , -45905.3    , array([ 0.0189812  ,  0.0029406  ,  3.4186e-26 ,  4.70144e-34,  0.00411781 ])
70790   , -45967.3    , array([ 0.0189812  ,  0.0029406  ,  3.4186e-26 ,  4.69674e-34,  0.00412193 ])
70791   , -79073.1    , array([ 0.378465   ,  0.242318   ,  3.4186e-26 ,  4.69674e-34,  2.34264e-06])
70792   , -79073.1    , array([ 0.378465   ,  0.242318   ,  3.4186e-26 ,  4.69674e-34,  2.34264e-06])
70793   , -79073.1    , array([ 0.378844   ,  0.242318   ,  3.4186e-26 ,  4.69674e-34,  2.34264e-06])
70794   , -79073.1    , array([ 0.378465   ,  0.242561   ,  3.4186e-26 ,  4.69674e-34,  2.34264e-06])
70795   , -79073.1    , array([ 0.378465   ,  0.242318   ,  3.42202e-26,  4.69674e-34,  2.34264e-06])
70796   , -79073.1    , array([ 0.378465   ,  0.242318   ,  3.4186e-26 ,  4.70144e-34,  2.34264e-06])
70797   , -79073.1    , array([ 0.378465   ,  0.242318   ,  3.4186e-26 ,  4.69674e-34,  2.34499e-06])
70798   , -44360.9    , array([ 0.047332   ,  0.011309   ,  3.4186e-26 ,  4.69674e-34,  0.000420627])
70799   , -44360.9    , array([ 0.047332   ,  0.011309   ,  3.4186e-26 ,  4.69674e-34,  0.000420627])
70800   , -44363.5    , array([ 0.0473794  ,  0.011309   ,  3.4186e-26 ,  4.69674e-34,  0.000420627])
70801   , -44381.7    , array([ 0.047332   ,  0.0113203  ,  3.4186e-26 ,  4.69674e-34,  0.000420627])
70802   , -44360.9    , array([ 0.047332   ,  0.011309   ,  3.42202e-26,  4.69674e-34,  0.000420627])
70803   , -44360.9    , array([ 0.047332   ,  0.011309   ,  3.4186e-26 ,  4.70144e-34,  0.000420627])
70804   , -44337.3    , array([ 0.047332   ,  0.011309   ,  3.4186e-26 ,  4.69674e-34,  0.000421048])
70805   , -4478.51    , array([ 0.0275329  ,  0.00508808 ,  3.4186e-26 ,  4.69674e-34,  0.00162696 ])
70806   , -4478.51    , array([ 0.0275329  ,  0.00508808 ,  3.4186e-26 ,  4.69674e-34,  0.00162696 ])
70807   , -4474.53    , array([ 0.0275604  ,  0.00508808 ,  3.4186e-26 ,  4.69674e-34,  0.00162696 ])
70808   , -4480.57    , array([ 0.0275329  ,  0.00509317 ,  3.4186e-26 ,  4.69674e-34,  0.00162696 ])
70809   , -4478.51    , array([ 0.0275329  ,  0.00508808 ,  3.42202e-26,  4.69674e-34,  0.00162696 ])
70810   , -4478.51    , array([ 0.0275329  ,  0.00508808 ,  3.4186e-26 ,  4.70144e-34,  0.00162696 ])
