Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-395.25	798.5	600.4	38685.41	1.3669,0.1924,29.9893,0.4201
our_model	Round_1_Replicate_2	-393.77	795.54	598.41	4985.8	29.817,1.4908,29.8279,4.2436
our_model	Round_1_Replicate_3	-395.48	798.96	600.77	27491.33	2.7685,0.2707,2.6466,0.6168
our_model	Round_1_Replicate_4	-396.06	800.12	603.11	15132.86	29.9999,0.4887,3.8715,1.2042
our_model	Round_1_Replicate_5	-395.55	799.1	601.75	7967.89	30.0,0.9303,9.4862,2.3315
our_model	Round_1_Replicate_6	-394.41	796.82	600.27	118134.46	0.4757,0.0627,1.2545,0.1462
our_model	Round_1_Replicate_7	-394.65	797.3	599.29	48091.75	1.2433,0.1549,29.8962,0.3603
our_model	Round_1_Replicate_8	-396.36	800.72	602.63	45259.73	1.2396,0.1641,0.019,0.3283
our_model	Round_1_Replicate_9	-394.02	796.04	598.18	35862.71	2.9289,0.2078,3.1331,0.5552
our_model	Round_1_Replicate_10	-393.41	794.82	597.72	7272.67	29.8595,1.0227,25.4656,3.2269
our_model	Round_2_Replicate_1	-398.17	804.34	606.59	4219.73	30.0,1.7512,14.8927,3.773
our_model	Round_2_Replicate_2	-400.15	808.3	610.19	2167.76	30.0,3.4028,30.0,6.4411
our_model	Round_2_Replicate_3	-398.89	805.78	607.91	4624.82	30.0,1.5967,12.6813,3.3932
our_model	Round_2_Replicate_4	-398.61	805.22	607.39	2343.34	30.0,3.1521,30.0,6.269
our_model	Round_2_Replicate_5	-397.77	803.54	605.85	2484.06	30.0,2.976,29.8403,6.1189
our_model	Round_2_Replicate_6	-396.6	801.2	603.7	3786.04	13.5763,1.9552,30.0,3.9405
our_model	Round_2_Replicate_7	-394.42	796.84	598.79	9532.75	11.8577,0.7818,12.1169,2.0281
our_model	Round_2_Replicate_8	-393.94	795.88	598.08	13492.64	5.7948,0.5522,19.8881,1.4351
our_model	Round_2_Replicate_9	-397.88	803.76	606.06	2454.56	30.0,3.0115,30.0,6.1591
our_model	Round_2_Replicate_10	-396.64	801.28	603.78	16623.03	2.6268,0.4453,30.0,0.8676
our_model	Round_3_Replicate_1	-393.48	794.96	597.86	9424.0	14.2199,0.7891,21.5219,2.3375
our_model	Round_3_Replicate_2	-396.52	801.04	603.56	5197.66	8.9043,1.4244,30.0,2.822
our_model	Round_3_Replicate_3	-395.26	798.52	601.21	6607.6	8.1384,1.1223,30.0,2.437
our_model	Round_3_Replicate_4	-398.68	805.36	607.52	2333.77	30.0,3.1648,30.0,6.2785
our_model	Round_3_Replicate_5	-394.31	796.62	598.62	11037.6	6.1583,0.6752,23.0251,1.6545
our_model	Round_3_Replicate_6	-396.19	800.38	602.94	3181.78	30.0,2.3277,25.9411,5.2467
our_model	Round_3_Replicate_7	-395.43	798.86	601.52	5562.94	9.6798,1.3327,30.0,2.866
our_model	Round_3_Replicate_8	-398.24	804.48	606.72	2396.52	30.0,3.0833,30.0,6.2164
our_model	Round_3_Replicate_9	-394.33	796.66	599.46	4480.81	29.8474,1.6573,25.7917,4.3713
our_model	Round_3_Replicate_10	-395.51	799.02	601.67	3116.01	30.0,2.379,30.0,5.5361
our_model	Round_3_Replicate_11	-394.23	796.46	599.27	9965.73	8.6824,0.7453,14.3853,1.8857
our_model	Round_3_Replicate_12	-396.34	800.68	603.21	6175.37	7.4687,1.1991,30.0,2.3932
our_model	Round_3_Replicate_13	-396.08	800.16	602.74	7454.29	6.2884,0.9937,30.0,2.0131
our_model	Round_3_Replicate_14	-396.98	801.96	604.4	3160.01	30.0,2.3415,23.6545,5.104
our_model	Round_3_Replicate_15	-396.52	801.04	603.56	6976.6	6.4097,1.0612,30.0,2.0881
our_model	Round_3_Replicate_16	-394.06	796.12	598.95	8404.2	30.0,0.884,13.4201,2.5203
our_model	Round_3_Replicate_17	-393.95	795.9	598.74	5100.82	29.9999,1.4567,25.9288,4.0589
our_model	Round_3_Replicate_18	-394.9	797.8	600.54	9703.12	5.7626,0.7646,30.0,1.7113
our_model	Round_3_Replicate_19	-394.45	796.9	598.92	6245.45	30.0,1.1928,16.8467,3.2299
our_model	Round_3_Replicate_20	-397.83	803.66	605.96	3118.97	30.0,2.3701,22.1022,5.0088
