282022  , -243476     , array([ 0.0136039  ,  0.153474   ,  6.93486e-65,  3.35502e-33,  0.0537198  ])
282023  , -243283     , array([ 0.0136175  ,  0.153474   ,  6.93486e-65,  3.35502e-33,  0.0537198  ])
282024  , -243489     , array([ 0.0136039  ,  0.153628   ,  6.93486e-65,  3.35502e-33,  0.0537198  ])
282025  , -243476     , array([ 0.0136039  ,  0.153474   ,  6.9418e-65 ,  3.35502e-33,  0.0537198  ])
282026  , -243476     , array([ 0.0136039  ,  0.153474   ,  6.93486e-65,  3.35837e-33,  0.0537198  ])
282027  , -243633     , array([ 0.0136039  ,  0.153474   ,  6.93486e-65,  3.35502e-33,  0.0537735  ])
282028  , -243476     , array([ 0.0136039  ,  0.153474   ,  6.93486e-65,  3.35502e-33,  0.0537198  ])
282029  , -89997.2    , array([ 0.0296879  ,  0.145384   ,  6.93486e-65,  3.35502e-33,  0.0283577  ])
282030  , -89997.2    , array([ 0.0296879  ,  0.145384   ,  6.93486e-65,  3.35502e-33,  0.0283577  ])
282031  , -89921.9    , array([ 0.0297176  ,  0.145384   ,  6.93486e-65,  3.35502e-33,  0.0283577  ])
282032  , -90014.4    , array([ 0.0296879  ,  0.14553    ,  6.93486e-65,  3.35502e-33,  0.0283577  ])
282033  , -89997.2    , array([ 0.0296879  ,  0.145384   ,  6.9418e-65 ,  3.35502e-33,  0.0283577  ])
282034  , -89997.2    , array([ 0.0296879  ,  0.145384   ,  6.93486e-65,  3.35837e-33,  0.0283577  ])
282035  , -90045.3    , array([ 0.0296879  ,  0.145384   ,  6.93486e-65,  3.35502e-33,  0.028386   ])
282043  , -89837      , array([ 0.0297727  ,  0.14468    ,  6.93486e-65,  3.35502e-33,  0.0284395  ])
282044  , -89837      , array([ 0.0297727  ,  0.14468    ,  6.93486e-65,  3.35502e-33,  0.0284395  ])
282045  , -89761.8    , array([ 0.0298025  ,  0.14468    ,  6.93486e-65,  3.35502e-33,  0.0284395  ])
282046  , -89854.3    , array([ 0.0297727  ,  0.144825   ,  6.93486e-65,  3.35502e-33,  0.0284395  ])
282047  , -89837      , array([ 0.0297727  ,  0.14468    ,  6.9418e-65 ,  3.35502e-33,  0.0284395  ])
282048  , -89837      , array([ 0.0297727  ,  0.14468    ,  6.93486e-65,  3.35837e-33,  0.0284395  ])
282049  , -89885.2    , array([ 0.0297727  ,  0.14468    ,  6.93486e-65,  3.35502e-33,  0.028468   ])
282050  , -87426.2    , array([ 0.0310948  ,  0.134372   ,  6.93486e-65,  3.35502e-33,  0.0297153  ])
282051  , -87426.2    , array([ 0.0310948  ,  0.134372   ,  6.93486e-65,  3.35502e-33,  0.0297153  ])
282052  , -87351.7    , array([ 0.0311259  ,  0.134372   ,  6.93486e-65,  3.35502e-33,  0.0297153  ])
282053  , -87443.1    , array([ 0.0310948  ,  0.134507   ,  6.93486e-65,  3.35502e-33,  0.0297153  ])
282054  , -87426.2    , array([ 0.0310948  ,  0.134372   ,  6.9418e-65 ,  3.35502e-33,  0.0297153  ])
282055  , -87426.2    , array([ 0.0310948  ,  0.134372   ,  6.93486e-65,  3.35837e-33,  0.0297153  ])
282056  , -87474.3    , array([ 0.0310948  ,  0.134372   ,  6.93486e-65,  3.35502e-33,  0.0297451  ])
282057  , -2.79452e+06, array([ 0.481311   ,  0.00127111 ,  6.93486e-65,  3.35502e-33,  0.472848   ])
282058  , -2.79452e+06, array([ 0.481311   ,  0.00127111 ,  6.93486e-65,  3.35502e-33,  0.472848   ])
282059  , -2.79449e+06, array([ 0.481793   ,  0.00127111 ,  6.93486e-65,  3.35502e-33,  0.472848   ])
282060  , -2.79448e+06, array([ 0.481311   ,  0.00127238 ,  6.93486e-65,  3.35502e-33,  0.472848   ])
282061  , -2.79452e+06, array([ 0.481311   ,  0.00127111 ,  6.9418e-65 ,  3.35502e-33,  0.472848   ])
282062  , -2.79448e+06, array([ 0.481311   ,  0.00127111 ,  6.93486e-65,  3.35837e-33,  0.472848   ])
282063  , -2.79454e+06, array([ 0.481311   ,  0.00127111 ,  6.93486e-65,  3.35502e-33,  0.473321   ])
282064  , -86059.9    , array([ 0.0318873  ,  0.12874    ,  6.93486e-65,  3.35502e-33,  0.0304804  ])
282065  , -86059.9    , array([ 0.0318873  ,  0.12874    ,  6.93486e-65,  3.35502e-33,  0.0304804  ])
282066  , -85985.7    , array([ 0.0319192  ,  0.12874    ,  6.93486e-65,  3.35502e-33,  0.0304804  ])
282067  , -86076.4    , array([ 0.0318873  ,  0.128869   ,  6.93486e-65,  3.35502e-33,  0.0304804  ])
282068  , -86059.9    , array([ 0.0318873  ,  0.12874    ,  6.9418e-65 ,  3.35502e-33,  0.0304804  ])
282069  , -86059.9    , array([ 0.0318873  ,  0.12874    ,  6.93486e-65,  3.35837e-33,  0.0304804  ])
282070  , -86107.9    , array([ 0.0318873  ,  0.12874    ,  6.93486e-65,  3.35502e-33,  0.0305109  ])
282071  , -74441.1    , array([ 0.0419509  ,  0.080732   ,  6.93486e-65,  3.35502e-33,  0.0402111  ])
282072  , -74441.1    , array([ 0.0419509  ,  0.080732   ,  6.93486e-65,  3.35502e-33,  0.0402111  ])
282073  , -74373.4    , array([ 0.0419928  ,  0.080732   ,  6.93486e-65,  3.35502e-33,  0.0402111  ])
282074  , -74447.7    , array([ 0.0419509  ,  0.0808128  ,  6.93486e-65,  3.35502e-33,  0.0402111  ])
282075  , -74441.1    , array([ 0.0419509  ,  0.080732   ,  6.9418e-65 ,  3.35502e-33,  0.0402111  ])
282076  , -74441.1    , array([ 0.0419509  ,  0.080732   ,  6.93486e-65,  3.35837e-33,  0.0402111  ])
282077  , -74494.2    , array([ 0.0419509  ,  0.080732   ,  6.93486e-65,  3.35502e-33,  0.0402514  ])
