74475   , -53379.4    , array([ 0.0109434  ,  0.37756    ,  1.02522e-72,  1.7364e-71 ,  0.00128589 ])
74476   , -53373.6    , array([ 0.0109543  ,  0.37756    ,  1.02522e-72,  1.7364e-71 ,  0.00128589 ])
74477   , -53381.2    , array([ 0.0109434  ,  0.377937   ,  1.02522e-72,  1.7364e-71 ,  0.00128589 ])
74478   , -53379.4    , array([ 0.0109434  ,  0.37756    ,  1.02624e-72,  1.7364e-71 ,  0.00128589 ])
74479   , -53379.4    , array([ 0.0109434  ,  0.37756    ,  1.02522e-72,  1.73814e-71,  0.00128589 ])
74480   , -53383.1    , array([ 0.0109434  ,  0.37756    ,  1.02522e-72,  1.7364e-71 ,  0.00128718 ])
74481   , -53379.4    , array([ 0.0109434  ,  0.37756    ,  1.02522e-72,  1.7364e-71 ,  0.00128589 ])
74482   , -60797.1    , array([ 0.0250989  ,  0.293453   ,  1.02522e-72,  1.7364e-71 ,  0.000766595])
74483   , -60797.1    , array([ 0.0250989  ,  0.293453   ,  1.02522e-72,  1.7364e-71 ,  0.000766595])
74484   , -60806.5    , array([ 0.025124   ,  0.293453   ,  1.02522e-72,  1.7364e-71 ,  0.000766595])
74485   , -60799.1    , array([ 0.0250989  ,  0.293747   ,  1.02522e-72,  1.7364e-71 ,  0.000766595])
74486   , -60797.1    , array([ 0.0250989  ,  0.293453   ,  1.02624e-72,  1.7364e-71 ,  0.000766595])
74487   , -60797.1    , array([ 0.0250989  ,  0.293453   ,  1.02522e-72,  1.73814e-71,  0.000766595])
74488   , -60785.5    , array([ 0.0250989  ,  0.293453   ,  1.02522e-72,  1.7364e-71 ,  0.000767362])
74489   , -52823      , array([ 0.0126017  ,  0.361728   ,  1.02522e-72,  1.7364e-71 ,  0.00117766 ])
74490   , -52823      , array([ 0.0126017  ,  0.361728   ,  1.02522e-72,  1.7364e-71 ,  0.00117766 ])
74491   , -52822.7    , array([ 0.0126143  ,  0.361728   ,  1.02522e-72,  1.7364e-71 ,  0.00117766 ])
74492   , -52824.8    , array([ 0.0126017  ,  0.36209    ,  1.02522e-72,  1.7364e-71 ,  0.00117766 ])
74493   , -52823      , array([ 0.0126017  ,  0.361728   ,  1.02624e-72,  1.7364e-71 ,  0.00117766 ])
74494   , -52823      , array([ 0.0126017  ,  0.361728   ,  1.02522e-72,  1.73814e-71,  0.00117766 ])
74495   , -52821.1    , array([ 0.0126017  ,  0.361728   ,  1.02522e-72,  1.7364e-71 ,  0.00117884 ])
74496   , -51335.4    , array([ 0.0156736  ,  0.25064    ,  1.02522e-72,  1.7364e-71 ,  0.00146459 ])
74497   , -51335.4    , array([ 0.0156736  ,  0.25064    ,  1.02522e-72,  1.7364e-71 ,  0.00146459 ])
74498   , -51334.8    , array([ 0.0156892  ,  0.25064    ,  1.02522e-72,  1.7364e-71 ,  0.00146459 ])
74499   , -51338.5    , array([ 0.0156736  ,  0.250891   ,  1.02522e-72,  1.7364e-71 ,  0.00146459 ])
74500   , -51335.4    , array([ 0.0156736  ,  0.25064    ,  1.02624e-72,  1.7364e-71 ,  0.00146459 ])
74501   , -51335.4    , array([ 0.0156736  ,  0.25064    ,  1.02522e-72,  1.73814e-71,  0.00146459 ])
74502   , -51332.5    , array([ 0.0156736  ,  0.25064    ,  1.02522e-72,  1.7364e-71 ,  0.00146606 ])
74503   , -29995.4    , array([ 0.0375077  ,  0.0577734  ,  1.02522e-72,  1.7364e-71 ,  0.00350353 ])
74504   , -29995.4    , array([ 0.0375077  ,  0.0577734  ,  1.02522e-72,  1.7364e-71 ,  0.00350353 ])
74505   , -29989.8    , array([ 0.0375452  ,  0.0577734  ,  1.02522e-72,  1.7364e-71 ,  0.00350353 ])
74506   , -30011.7    , array([ 0.0375077  ,  0.0578312  ,  1.02522e-72,  1.7364e-71 ,  0.00350353 ])
74507   , -29995.4    , array([ 0.0375077  ,  0.0577734  ,  1.02624e-72,  1.7364e-71 ,  0.00350353 ])
