187671  , -79089      , array([ 11.3603    ,  0.00872972 ,  1.07663e-77,  1.60644e-34,  3.09666e-09])
187672  , -79089      , array([ 11.3717    ,  0.00872972 ,  1.07663e-77,  1.60644e-34,  3.09666e-09])
187673  , -79089      , array([ 11.3603    ,  0.00873846 ,  1.07663e-77,  1.60644e-34,  3.09666e-09])
187674  , -79089      , array([ 11.3603    ,  0.00872972 ,  1.07771e-77,  1.60644e-34,  3.09666e-09])
187675  , -79089      , array([ 11.3603    ,  0.00872972 ,  1.07663e-77,  1.60805e-34,  3.09666e-09])
187676  , -79089      , array([ 11.3603    ,  0.00872972 ,  1.07663e-77,  1.60644e-34,  3.09976e-09])
187677  , -79089      , array([ 11.3603    ,  0.00872972 ,  1.07663e-77,  1.60644e-34,  3.09666e-09])
187678  , -79088.5    , array([ 11.3578    ,  0.00575549 ,  1.07663e-77,  1.60644e-34,  4.70012e-09])
187679  , -79088.5    , array([ 11.3578    ,  0.00575549 ,  1.07663e-77,  1.60644e-34,  4.70012e-09])
187680  , -79088.5    , array([ 11.3692    ,  0.00575549 ,  1.07663e-77,  1.60644e-34,  4.70012e-09])
187681  , -79088.5    , array([ 11.3578    ,  0.00576125 ,  1.07663e-77,  1.60644e-34,  4.70012e-09])
187682  , -79088.5    , array([ 11.3578    ,  0.00575549 ,  1.07771e-77,  1.60644e-34,  4.70012e-09])
187683  , -79088.5    , array([ 11.3578    ,  0.00575549 ,  1.07663e-77,  1.60805e-34,  4.70012e-09])
187684  , -79088.5    , array([ 11.3578    ,  0.00575549 ,  1.07663e-77,  1.60644e-34,  4.70483e-09])
187685  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49445e-08])
187686  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49445e-08])
187687  , -79062.5    , array([ 11.3593    ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49445e-08])
187688  , -79062.5    , array([ 11.348     ,  0.00108854 ,  1.07663e-77,  1.60644e-34,  2.49445e-08])
187689  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07771e-77,  1.60644e-34,  2.49445e-08])
187690  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60805e-34,  2.49445e-08])
187691  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49694e-08])
187699  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49446e-08])
187700  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49446e-08])
187701  , -79062.5    , array([ 11.3593    ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49446e-08])
187702  , -79062.5    , array([ 11.348     ,  0.00108853 ,  1.07663e-77,  1.60644e-34,  2.49446e-08])
187703  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07771e-77,  1.60644e-34,  2.49446e-08])
187704  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60805e-34,  2.49446e-08])
187705  , -79062.5    , array([ 11.348     ,  0.00108745 ,  1.07663e-77,  1.60644e-34,  2.49695e-08])
187706  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187707  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187708  , -79062.5    , array([ 11.3593    ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187709  , -79062.5    , array([ 11.348     ,  0.00108853 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187710  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07771e-77,  1.60644e-34,  2.49447e-08])
187711  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60805e-34,  2.49447e-08])
187712  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49696e-08])
187720  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187721  , -79062.5    , array([ 11.348     ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
187722  , -79062.5    , array([ 11.3593    ,  0.00108744 ,  1.07663e-77,  1.60644e-34,  2.49447e-08])
