1       , -583.899    , array([ 0.030196   ,  2.27321    ,  0.0064356  ,  0.0427313  ])
2       , -584.893    , array([ 0.0302262  ,  2.27321    ,  0.0064356  ,  0.0427313  ])
3       , -583.96     , array([ 0.030196   ,  2.27548    ,  0.0064356  ,  0.0427313  ])
4       , -582.945    , array([ 0.030196   ,  2.27321    ,  0.00644203 ,  0.0427313  ])
5       , -584.056    , array([ 0.030196   ,  2.27321    ,  0.0064356  ,  0.042774   ])
6       , -583.899    , array([ 0.030196   ,  2.27321    ,  0.0064356  ,  0.0427313  ])
7       , -570.216    , array([ 0.0146505  ,  2.17508    ,  0.0128863  ,  0.0381259  ])
8       , -570.216    , array([ 0.0146505  ,  2.17508    ,  0.0128863  ,  0.0381259  ])
9       , -568.512    , array([ 0.0146652  ,  2.17508    ,  0.0128863  ,  0.0381259  ])
10      , -570.554    , array([ 0.0146505  ,  2.17726    ,  0.0128863  ,  0.0381259  ])
11      , -571.856    , array([ 0.0146505  ,  2.17508    ,  0.0128992  ,  0.0381259  ])
12      , -570.942    , array([ 0.0146505  ,  2.17508    ,  0.0128863  ,  0.0381641  ])
13      , -176.785    , array([ 0.0229155  ,  2.23526    ,  0.00838725 ,  0.0409122  ])
14      , -176.785    , array([ 0.0229155  ,  2.23526    ,  0.00838725 ,  0.0409122  ])
15      , -177.223    , array([ 0.0229384  ,  2.23526    ,  0.00838725 ,  0.0409122  ])
16      , -176.814    , array([ 0.0229155  ,  2.2375     ,  0.00838725 ,  0.0409122  ])
17      , -176.361    , array([ 0.0229155  ,  2.23526    ,  0.00839564 ,  0.0409122  ])
18      , -176.776    , array([ 0.0229155  ,  2.23526    ,  0.00838725 ,  0.0409531  ])
25      , -176.784    , array([ 0.0229155  ,  2.23526    ,  0.00838726 ,  0.0409125  ])
26      , -176.784    , array([ 0.0229155  ,  2.23526    ,  0.00838726 ,  0.0409125  ])
27      , -177.221    , array([ 0.0229384  ,  2.23526    ,  0.00838726 ,  0.0409125  ])
28      , -176.813    , array([ 0.0229155  ,  2.2375     ,  0.00838726 ,  0.0409125  ])
29      , -176.36     , array([ 0.0229155  ,  2.23526    ,  0.00839565 ,  0.0409125  ])
30      , -176.775    , array([ 0.0229155  ,  2.23526    ,  0.00838726 ,  0.0409535  ])
31      , -176.779    , array([ 0.0229154  ,  2.23526    ,  0.00838731 ,  0.0409139  ])
32      , -176.779    , array([ 0.0229154  ,  2.23526    ,  0.00838731 ,  0.0409139  ])
33      , -177.217    , array([ 0.0229383  ,  2.23526    ,  0.00838731 ,  0.0409139  ])
34      , -176.808    , array([ 0.0229154  ,  2.2375     ,  0.00838731 ,  0.0409139  ])
35      , -176.355    , array([ 0.0229154  ,  2.23526    ,  0.0083957  ,  0.0409139  ])
36      , -176.77     , array([ 0.0229154  ,  2.23526    ,  0.00838731 ,  0.0409549  ])
37      , -10518.4    , array([ 0.0158622  ,  2.04966    ,  0.014121   ,  0.731289   ])
38      , -10518.4    , array([ 0.0158622  ,  2.04966    ,  0.014121   ,  0.731289   ])
39      , -10511.2    , array([ 0.0158781  ,  2.04966    ,  0.014121   ,  0.731289   ])
40      , -10526.8    , array([ 0.0158622  ,  2.05171    ,  0.014121   ,  0.731289   ])
41      , -10525.4    , array([ 0.0158622  ,  2.04966    ,  0.0141351  ,  0.731289   ])
42      , -10519      , array([ 0.0158622  ,  2.04966    ,  0.014121   ,  0.732021   ])
43      , -173.93     , array([ 0.0228443  ,  2.23363    ,  0.00842427 ,  0.0419219  ])
44      , -173.93     , array([ 0.0228443  ,  2.23363    ,  0.00842427 ,  0.0419219  ])
45      , -174.355    , array([ 0.0228672  ,  2.23363    ,  0.00842427 ,  0.0419219  ])
46      , -173.969    , array([ 0.0228443  ,  2.23586    ,  0.00842427 ,  0.0419219  ])
47      , -173.52     , array([ 0.0228443  ,  2.23363    ,  0.0084327  ,  0.0419219  ])
48      , -173.97     , array([ 0.0228443  ,  2.23363    ,  0.00842427 ,  0.0419638  ])
49      , -168.264    , array([ 0.0229602  ,  1.91154    ,  0.00848966 ,  0.0432472  ])
50      , -168.264    , array([ 0.0229602  ,  1.91154    ,  0.00848966 ,  0.0432472  ])
51      , -168.697    , array([ 0.0229831  ,  1.91154    ,  0.00848966 ,  0.0432472  ])
52      , -168.299    , array([ 0.0229602  ,  1.91345    ,  0.00848966 ,  0.0432472  ])
53      , -167.847    , array([ 0.0229602  ,  1.91154    ,  0.00849815 ,  0.0432472  ])
54      , -168.301    , array([ 0.0229602  ,  1.91154    ,  0.00848966 ,  0.0432905  ])
55      , -161.129    , array([ 0.0234294  ,  1.02536    ,  0.00875631 ,  0.048981   ])
56      , -161.129    , array([ 0.0234294  ,  1.02536    ,  0.00875631 ,  0.048981   ])
57      , -161.582    , array([ 0.0234529  ,  1.02536    ,  0.00875631 ,  0.048981   ])
58      , -161.08     , array([ 0.0234294  ,  1.02638    ,  0.00875631 ,  0.048981   ])
59      , -160.692    , array([ 0.0234294  ,  1.02536    ,  0.00876507 ,  0.048981   ])
60      , -161.084    , array([ 0.0234294  ,  1.02536    ,  0.00875631 ,  0.04903    ])
61      , -137.298    , array([ 0.0231697  ,  1.05715    ,  0.00916341 ,  0.0483694  ])
62      , -137.298    , array([ 0.0231697  ,  1.05715    ,  0.00916341 ,  0.0483694  ])
63      , -137.68     , array([ 0.0231929  ,  1.05715    ,  0.00916341 ,  0.0483694  ])
64      , -137.257    , array([ 0.0231697  ,  1.05821    ,  0.00916341 ,  0.0483694  ])
65      , -136.93     , array([ 0.0231697  ,  1.05715    ,  0.00917258 ,  0.0483694  ])
66      , -137.255    , array([ 0.0231697  ,  1.05715    ,  0.00916341 ,  0.0484178  ])
67      , -102.321    , array([ 0.0110344  ,  1.02367    ,  0.00483327 ,  0.0499505  ])
68      , -102.321    , array([ 0.0110344  ,  1.02367    ,  0.00483327 ,  0.0499505  ])
