166699  , -138012     , array([ 0.00431772 ,  0.0016398  ,  2.16236e-57,  5.88993e-47,  0.00439369 ])
166700  , -137955     , array([ 0.00432204 ,  0.0016398  ,  2.16236e-57,  5.88993e-47,  0.00439369 ])
166701  , -137917     , array([ 0.00431772 ,  0.00164144 ,  2.16236e-57,  5.88993e-47,  0.00439369 ])
166702  , -138012     , array([ 0.00431772 ,  0.0016398  ,  2.16452e-57,  5.88993e-47,  0.00439369 ])
166703  , -138012     , array([ 0.00431772 ,  0.0016398  ,  2.16236e-57,  5.89582e-47,  0.00439369 ])
166704  , -138163     , array([ 0.00431772 ,  0.0016398  ,  2.16236e-57,  5.88993e-47,  0.00439809 ])
166705  , -138012     , array([ 0.00431772 ,  0.0016398  ,  2.16236e-57,  5.88993e-47,  0.00439369 ])
166706  , -33900.2    , array([ 0.00589355 ,  0.00273639 ,  2.16236e-57,  5.88993e-47,  0.00194857 ])
166707  , -33900.2    , array([ 0.00589355 ,  0.00273639 ,  2.16236e-57,  5.88993e-47,  0.00194857 ])
166708  , -33871.6    , array([ 0.00589945 ,  0.00273639 ,  2.16236e-57,  5.88993e-47,  0.00194857 ])
166709  , -33885.8    , array([ 0.00589355 ,  0.00273913 ,  2.16236e-57,  5.88993e-47,  0.00194857 ])
166710  , -33900.2    , array([ 0.00589355 ,  0.00273639 ,  2.16452e-57,  5.88993e-47,  0.00194857 ])
166711  , -33900.2    , array([ 0.00589355 ,  0.00273639 ,  2.16236e-57,  5.89582e-47,  0.00194857 ])
166712  , -33942.9    , array([ 0.00589355 ,  0.00273639 ,  2.16236e-57,  5.88993e-47,  0.00195052 ])
166720  , -33826.8    , array([ 0.00590811 ,  0.00273147 ,  2.16236e-57,  5.88993e-47,  0.00194725 ])
166721  , -33826.8    , array([ 0.00590811 ,  0.00273147 ,  2.16236e-57,  5.88993e-47,  0.00194725 ])
166722  , -33798.2    , array([ 0.00591402 ,  0.00273147 ,  2.16236e-57,  5.88993e-47,  0.00194725 ])
166723  , -33812.3    , array([ 0.00590811 ,  0.0027342  ,  2.16236e-57,  5.88993e-47,  0.00194725 ])
166724  , -33826.8    , array([ 0.00590811 ,  0.00273147 ,  2.16452e-57,  5.88993e-47,  0.00194725 ])
166725  , -33826.8    , array([ 0.00590811 ,  0.00273147 ,  2.16236e-57,  5.89582e-47,  0.00194725 ])
166726  , -33869.4    , array([ 0.00590811 ,  0.00273147 ,  2.16236e-57,  5.88993e-47,  0.0019492  ])
166727  , -26478.1    , array([ 0.00920375 ,  0.00197615 ,  2.16236e-57,  5.88993e-47,  0.00172371 ])
166728  , -26478.1    , array([ 0.00920375 ,  0.00197615 ,  2.16236e-57,  5.88993e-47,  0.00172371 ])
166729  , -26464.2    , array([ 0.00921296 ,  0.00197615 ,  2.16236e-57,  5.88993e-47,  0.00172371 ])
166730  , -26450.6    , array([ 0.00920375 ,  0.00197813 ,  2.16236e-57,  5.88993e-47,  0.00172371 ])
166731  , -26478.1    , array([ 0.00920375 ,  0.00197615 ,  2.16452e-57,  5.88993e-47,  0.00172371 ])
166732  , -26478.1    , array([ 0.00920375 ,  0.00197615 ,  2.16236e-57,  5.89582e-47,  0.00172371 ])
166733  , -26519.3    , array([ 0.00920375 ,  0.00197615 ,  2.16236e-57,  5.88993e-47,  0.00172543 ])
166741  , -26477.8    , array([ 0.00919681 ,  0.00197465 ,  2.16236e-57,  5.88993e-47,  0.00172238 ])
166742  , -26477.8    , array([ 0.00919681 ,  0.00197465 ,  2.16236e-57,  5.88993e-47,  0.00172238 ])
166743  , -26463.9    , array([ 0.00920601 ,  0.00197465 ,  2.16236e-57,  5.88993e-47,  0.00172238 ])
166744  , -26450.2    , array([ 0.00919681 ,  0.00197663 ,  2.16236e-57,  5.88993e-47,  0.00172238 ])
166745  , -26477.8    , array([ 0.00919681 ,  0.00197465 ,  2.16452e-57,  5.88993e-47,  0.00172238 ])
166746  , -26477.8    , array([ 0.00919681 ,  0.00197465 ,  2.16236e-57,  5.89582e-47,  0.00172238 ])
166747  , -26519      , array([ 0.00919681 ,  0.00197465 ,  2.16236e-57,  5.88993e-47,  0.0017241  ])
166748  , -26477.5    , array([ 0.00918987 ,  0.00197315 ,  2.16236e-57,  5.88993e-47,  0.00172105 ])
166749  , -26477.5    , array([ 0.00918987 ,  0.00197315 ,  2.16236e-57,  5.88993e-47,  0.00172105 ])
166750  , -26463.5    , array([ 0.00919907 ,  0.00197315 ,  2.16236e-57,  5.88993e-47,  0.00172105 ])
166751  , -26449.9    , array([ 0.00918987 ,  0.00197513 ,  2.16236e-57,  5.88993e-47,  0.00172105 ])
166752  , -26477.5    , array([ 0.00918987 ,  0.00197315 ,  2.16452e-57,  5.88993e-47,  0.00172105 ])
166753  , -26477.5    , array([ 0.00918987 ,  0.00197315 ,  2.16236e-57,  5.89582e-47,  0.00172105 ])
166754  , -26518.7    , array([ 0.00918987 ,  0.00197315 ,  2.16236e-57,  5.88993e-47,  0.00172277 ])
166762  , -26477.4    , array([ 0.00918814 ,  0.00197278 ,  2.16236e-57,  5.88993e-47,  0.00172071 ])
166763  , -26477.4    , array([ 0.00918814 ,  0.00197278 ,  2.16236e-57,  5.88993e-47,  0.00172071 ])
166764  , -26463.5    , array([ 0.00919733 ,  0.00197278 ,  2.16236e-57,  5.88993e-47,  0.00172071 ])
166765  , -26449.8    , array([ 0.00918814 ,  0.00197475 ,  2.16236e-57,  5.88993e-47,  0.00172071 ])
166766  , -26477.4    , array([ 0.00918814 ,  0.00197278 ,  2.16452e-57,  5.88993e-47,  0.00172071 ])
166767  , -26477.4    , array([ 0.00918814 ,  0.00197278 ,  2.16236e-57,  5.89582e-47,  0.00172071 ])
166768  , -26518.6    , array([ 0.00918814 ,  0.00197278 ,  2.16236e-57,  5.88993e-47,  0.00172243 ])
166769  , -26477.3    , array([ 0.00918641 ,  0.0019724  ,  2.16236e-57,  5.88993e-47,  0.00172038 ])
166770  , -26477.3    , array([ 0.00918641 ,  0.0019724  ,  2.16236e-57,  5.88993e-47,  0.00172038 ])
166771  , -26463.4    , array([ 0.0091956  ,  0.0019724  ,  2.16236e-57,  5.88993e-47,  0.00172038 ])
166772  , -26449.7    , array([ 0.00918641 ,  0.00197437 ,  2.16236e-57,  5.88993e-47,  0.00172038 ])
166773  , -26477.3    , array([ 0.00918641 ,  0.0019724  ,  2.16452e-57,  5.88993e-47,  0.00172038 ])
166774  , -26477.3    , array([ 0.00918641 ,  0.0019724  ,  2.16236e-57,  5.89582e-47,  0.00172038 ])
166775  , -26518.5    , array([ 0.00918641 ,  0.0019724  ,  2.16236e-57,  5.88993e-47,  0.0017221  ])
166783  , -26477.3    , array([ 0.00918597 ,  0.00197231 ,  2.16236e-57,  5.88993e-47,  0.0017203  ])
166784  , -26477.3    , array([ 0.00918597 ,  0.00197231 ,  2.16236e-57,  5.88993e-47,  0.0017203  ])
166785  , -26463.4    , array([ 0.00919516 ,  0.00197231 ,  2.16236e-57,  5.88993e-47,  0.0017203  ])
166786  , -26449.7    , array([ 0.00918597 ,  0.00197428 ,  2.16236e-57,  5.88993e-47,  0.0017203  ])
166787  , -26477.3    , array([ 0.00918597 ,  0.00197231 ,  2.16452e-57,  5.88993e-47,  0.0017203  ])
166788  , -26477.3    , array([ 0.00918597 ,  0.00197231 ,  2.16236e-57,  5.89582e-47,  0.0017203  ])
