Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2027.79	4065.58	1377.88	9568.33	2.0276,0.1896,1.4391,4.4399,30.0
our_model	Round_1_Replicate_2	-2002.71	4015.42	1326.13	9858.66	1.9912,0.1695,1.4957,5.0094,30.0
our_model	Round_1_Replicate_3	-2018.13	4046.26	1358.21	9089.89	2.143,0.1941,1.3709,4.3496,30.0
our_model	Round_1_Replicate_4	-1331.2	2672.4	40.07	20042.71	0.9276,0.116,5.3178,2.0208,0.0587
our_model	Round_1_Replicate_5	-1615.22	3240.44	573.9	19152.66	1.0654,0.1752,4.615,1.2099,0.0865
our_model	Round_1_Replicate_6	-2035.72	4081.44	1393.82	8317.61	2.3253,0.2227,1.2487,3.7733,30.0
our_model	Round_1_Replicate_7	-1437.11	2884.22	249.86	19788.53	0.9555,0.1455,5.5078,0.9321,0.0688
our_model	Round_1_Replicate_8	-1359.77	2729.54	99.7	19886.04	1.0109,0.1161,5.2398,0.897,0.0513
our_model	Round_1_Replicate_9	-1584.28	3178.56	590.42	20659.38	0.7846,0.1354,8.1022,0.5496,0.0652
our_model	Round_1_Replicate_10	-1320.71	2651.42	19.71	20038.71	0.9636,0.1084,5.3447,1.7528,0.0522
our_model	Round_2_Replicate_1	-1332.77	2675.54	44.2	20108.83	1.0012,0.0817,4.6999,3.3932,0.0402
our_model	Round_2_Replicate_2	-1776.92	3563.84	1029.8	20363.71	1.0714,0.0258,0.01,11.0978,0.0111
our_model	Round_2_Replicate_3	-1386.92	2783.84	155.21	20405.74	0.8697,0.0695,4.976,4.1215,0.0338
our_model	Round_2_Replicate_4	-1449.32	2908.64	287.27	19897.9	1.3702,0.0609,3.4868,4.5856,0.0278
our_model	Round_2_Replicate_5	-2235.97	4481.94	1764.22	52236.02	0.3361,0.0458,9.2348,17.7631,0.896
our_model	Round_2_Replicate_6	-1763.41	3536.82	993.84	20379.53	0.9977,0.0275,0.0161,9.106,0.0115
our_model	Round_2_Replicate_7	-1763.32	3536.64	997.36	20349.77	1.0662,0.0273,0.01,9.3962,0.0115
our_model	Round_2_Replicate_8	-1315.95	2641.9	9.95	19911.77	1.0063,0.109,4.9499,2.1379,0.0544
our_model	Round_2_Replicate_9	-1312.32	2634.64	2.76	19975.35	1.0073,0.0996,4.8745,2.7573,0.051
our_model	Round_2_Replicate_10	-1311.25	2632.5	0.63	19996.01	0.9925,0.1018,4.9883,2.4266,0.051
our_model	Round_3_Replicate_1	-1478.13	2966.26	350.84	19884.31	1.4725,0.0588,3.4048,4.1573,0.0262
our_model	Round_3_Replicate_2	-1344.39	2698.78	68.1	19857.44	1.0205,0.1128,4.8673,1.0903,0.0507
our_model	Round_3_Replicate_3	-1315.36	2640.72	8.82	19966.57	0.9904,0.1085,5.1231,2.2078,0.0549
our_model	Round_3_Replicate_4	-1412.56	2835.12	203.3	19799.37	0.972,0.1389,5.4389,0.8372,0.0642
our_model	Round_3_Replicate_5	-1327.99	2665.98	34.41	20115.62	0.9924,0.0839,4.8319,3.4359,0.0419
our_model	Round_3_Replicate_6	-1312.77	2635.54	3.66	19969.88	0.9937,0.1044,5.0001,2.435,0.0523
our_model	Round_3_Replicate_7	-1438.89	2887.78	266.62	20052.92	1.1743,0.06,3.6629,4.353,0.027
