34687   , -2498.27    , array([ 1.23334    ,  20.8305    ,  0.0423568  ,  1.6737e-37 ])
34688   , -2499.01    , array([ 1.23457    ,  20.8305    ,  0.0423568  ,  1.6737e-37 ])
34689   , -2498.27    , array([ 1.23334    ,  20.8513    ,  0.0423568  ,  1.6737e-37 ])
34690   , -2498.43    , array([ 1.23334    ,  20.8305    ,  0.0423992  ,  1.6737e-37 ])
34691   , -2498.27    , array([ 1.23334    ,  20.8305    ,  0.0423568  ,  1.67538e-37])
34692   , -2498.27    , array([ 1.23334    ,  20.8305    ,  0.0423568  ,  1.6737e-37 ])
34693   , -1792.65    , array([ 0.459399   ,  20.8305    ,  0.0342749  ,  1.6737e-37 ])
34694   , -1792.65    , array([ 0.459399   ,  20.8305    ,  0.0342749  ,  1.6737e-37 ])
34695   , -1793.34    , array([ 0.459858   ,  20.8305    ,  0.0342749  ,  1.6737e-37 ])
34696   , -1792.65    , array([ 0.459399   ,  20.8513    ,  0.0342749  ,  1.6737e-37 ])
34697   , -1792.24    , array([ 0.459399   ,  20.8305    ,  0.0343092  ,  1.6737e-37 ])
34698   , -1792.65    , array([ 0.459399   ,  20.8305    ,  0.0342749  ,  1.67538e-37])
34699   , -2962.21    , array([ 0.0644992  ,  20.8305    ,  0.0412355  ,  1.6737e-37 ])
34700   , -2962.21    , array([ 0.0644992  ,  20.8305    ,  0.0412355  ,  1.6737e-37 ])
34701   , -2959.58    , array([ 0.0645637  ,  20.8305    ,  0.0412355  ,  1.6737e-37 ])
34702   , -2962.21    , array([ 0.0644992  ,  20.8513    ,  0.0412355  ,  1.6737e-37 ])
34703   , -2963.19    , array([ 0.0644992  ,  20.8305    ,  0.0412768  ,  1.6737e-37 ])
34704   , -2962.21    , array([ 0.0644992  ,  20.8305    ,  0.0412355  ,  1.67538e-37])
34705   , -1430.9     , array([ 0.242675   ,  20.8305    ,  0.036398   ,  1.6737e-37 ])
34706   , -1430.9     , array([ 0.242675   ,  20.8305    ,  0.036398   ,  1.6737e-37 ])
34707   , -1431.15    , array([ 0.242918   ,  20.8305    ,  0.036398   ,  1.6737e-37 ])
34708   , -1430.9     , array([ 0.242675   ,  20.8513    ,  0.036398   ,  1.6737e-37 ])
34709   , -1430.46    , array([ 0.242675   ,  20.8305    ,  0.0364344  ,  1.6737e-37 ])
34710   , -1430.9     , array([ 0.242675   ,  20.8305    ,  0.036398   ,  1.67538e-37])
34711   , -1442.23    , array([ 0.157663   ,  20.8305    ,  0.0482416  ,  1.6737e-37 ])
34712   , -1442.23    , array([ 0.157663   ,  20.8305    ,  0.0482416  ,  1.6737e-37 ])
34713   , -1441.43    , array([ 0.15782    ,  20.8305    ,  0.0482416  ,  1.6737e-37 ])
34714   , -1442.23    , array([ 0.157663   ,  20.8513    ,  0.0482416  ,  1.6737e-37 ])
34715   , -1442.18    , array([ 0.157663   ,  20.8305    ,  0.0482899  ,  1.6737e-37 ])
