118147  , -37897.5    , array([ 0.141681   ,  0.00398908 ,  5.31138e-17,  4.14274e-40,  0.000215202])
118148  , -37897.9    , array([ 0.141823   ,  0.00398908 ,  5.31138e-17,  4.14274e-40,  0.000215202])
118149  , -37922.9    , array([ 0.141681   ,  0.00399307 ,  5.31138e-17,  4.14274e-40,  0.000215202])
118150  , -37897.5    , array([ 0.141681   ,  0.00398908 ,  5.3167e-17 ,  4.14274e-40,  0.000215202])
118151  , -37897.5    , array([ 0.141681   ,  0.00398908 ,  5.31138e-17,  4.14689e-40,  0.000215202])
118152  , -37871.6    , array([ 0.141681   ,  0.00398908 ,  5.31138e-17,  4.14274e-40,  0.000215417])
118153  , -37897.5    , array([ 0.141681   ,  0.00398908 ,  5.31138e-17,  4.14274e-40,  0.000215202])
118154  , -5289.35    , array([ 0.139988   ,  0.00196519 ,  5.31138e-17,  4.14274e-40,  0.000442219])
118155  , -5289.35    , array([ 0.139988   ,  0.00196519 ,  5.31138e-17,  4.14274e-40,  0.000442219])
118156  , -5289.45    , array([ 0.140128   ,  0.00196519 ,  5.31138e-17,  4.14274e-40,  0.000442219])
118157  , -5301.58    , array([ 0.139988   ,  0.00196715 ,  5.31138e-17,  4.14274e-40,  0.000442219])
118158  , -5289.35    , array([ 0.139988   ,  0.00196519 ,  5.3167e-17 ,  4.14274e-40,  0.000442219])
118159  , -5289.35    , array([ 0.139988   ,  0.00196519 ,  5.31138e-17,  4.14689e-40,  0.000442219])
118160  , -5277.02    , array([ 0.139988   ,  0.00196519 ,  5.31138e-17,  4.14274e-40,  0.000442661])
118168  , -5282.34    , array([ 0.14264    ,  0.00194528 ,  5.31138e-17,  4.14274e-40,  0.000438103])
118169  , -5282.34    , array([ 0.14264    ,  0.00194528 ,  5.31138e-17,  4.14274e-40,  0.000438103])
118170  , -5282.45    , array([ 0.142782   ,  0.00194528 ,  5.31138e-17,  4.14274e-40,  0.000438103])
118171  , -5294.55    , array([ 0.14264    ,  0.00194723 ,  5.31138e-17,  4.14274e-40,  0.000438103])
118172  , -5282.34    , array([ 0.14264    ,  0.00194528 ,  5.3167e-17 ,  4.14274e-40,  0.000438103])
118173  , -5282.34    , array([ 0.14264    ,  0.00194528 ,  5.31138e-17,  4.14689e-40,  0.000438103])
118174  , -5270.03    , array([ 0.14264    ,  0.00194528 ,  5.31138e-17,  4.14274e-40,  0.000438541])
118175  , -5275.24    , array([ 0.14536    ,  0.00192544 ,  5.31138e-17,  4.14274e-40,  0.000433998])
118176  , -5275.24    , array([ 0.14536    ,  0.00192544 ,  5.31138e-17,  4.14274e-40,  0.000433998])
118177  , -5275.34    , array([ 0.145505   ,  0.00192544 ,  5.31138e-17,  4.14274e-40,  0.000433998])
118178  , -5287.43    , array([ 0.14536    ,  0.00192737 ,  5.31138e-17,  4.14274e-40,  0.000433998])
118179  , -5275.24    , array([ 0.14536    ,  0.00192544 ,  5.3167e-17 ,  4.14274e-40,  0.000433998])
118180  , -5275.24    , array([ 0.14536    ,  0.00192544 ,  5.31138e-17,  4.14689e-40,  0.000433998])
118181  , -5262.94    , array([ 0.14536    ,  0.00192544 ,  5.31138e-17,  4.14274e-40,  0.000434432])
118189  , -5273.44    , array([ 0.146053   ,  0.00192048 ,  5.31138e-17,  4.14274e-40,  0.000432971])
118190  , -5273.44    , array([ 0.146053   ,  0.00192048 ,  5.31138e-17,  4.14274e-40,  0.000432971])
118191  , -5273.54    , array([ 0.146199   ,  0.00192048 ,  5.31138e-17,  4.14274e-40,  0.000432971])
118192  , -5285.63    , array([ 0.146053   ,  0.0019224  ,  5.31138e-17,  4.14274e-40,  0.000432971])
118193  , -5273.44    , array([ 0.146053   ,  0.00192048 ,  5.3167e-17 ,  4.14274e-40,  0.000432971])
118194  , -5273.44    , array([ 0.146053   ,  0.00192048 ,  5.31138e-17,  4.14689e-40,  0.000432971])
118195  , -5261.15    , array([ 0.146053   ,  0.00192048 ,  5.31138e-17,  4.14274e-40,  0.000433404])
118196  , -5271.64    , array([ 0.146751   ,  0.00191552 ,  5.31138e-17,  4.14274e-40,  0.000431944])
118197  , -5271.64    , array([ 0.146751   ,  0.00191552 ,  5.31138e-17,  4.14274e-40,  0.000431944])
118198  , -5271.74    , array([ 0.146897   ,  0.00191552 ,  5.31138e-17,  4.14274e-40,  0.000431944])
118199  , -5283.83    , array([ 0.146751   ,  0.00191744 ,  5.31138e-17,  4.14274e-40,  0.000431944])
118200  , -5271.64    , array([ 0.146751   ,  0.00191552 ,  5.3167e-17 ,  4.14274e-40,  0.000431944])
118201  , -5271.64    , array([ 0.146751   ,  0.00191552 ,  5.31138e-17,  4.14689e-40,  0.000431944])
118202  , -5259.35    , array([ 0.146751   ,  0.00191552 ,  5.31138e-17,  4.14274e-40,  0.000432376])
118210  , -5271.19    , array([ 0.146926   ,  0.00191428 ,  5.31138e-17,  4.14274e-40,  0.000431687])
118211  , -5271.19    , array([ 0.146926   ,  0.00191428 ,  5.31138e-17,  4.14274e-40,  0.000431687])
118212  , -5271.29    , array([ 0.147073   ,  0.00191428 ,  5.31138e-17,  4.14274e-40,  0.000431687])
118213  , -5283.37    , array([ 0.146926   ,  0.0019162  ,  5.31138e-17,  4.14274e-40,  0.000431687])
118214  , -5271.19    , array([ 0.146926   ,  0.00191428 ,  5.3167e-17 ,  4.14274e-40,  0.000431687])
118215  , -5271.19    , array([ 0.146926   ,  0.00191428 ,  5.31138e-17,  4.14689e-40,  0.000431687])
118216  , -5258.9     , array([ 0.146926   ,  0.00191428 ,  5.31138e-17,  4.14274e-40,  0.000432119])
118217  , -5270.74    , array([ 0.147101   ,  0.00191304 ,  5.31138e-17,  4.14274e-40,  0.000431431])
118218  , -5270.74    , array([ 0.147101   ,  0.00191304 ,  5.31138e-17,  4.14274e-40,  0.000431431])
118219  , -5270.83    , array([ 0.147248   ,  0.00191304 ,  5.31138e-17,  4.14274e-40,  0.000431431])
118220  , -5282.92    , array([ 0.147101   ,  0.00191496 ,  5.31138e-17,  4.14274e-40,  0.000431431])
118221  , -5270.74    , array([ 0.147101   ,  0.00191304 ,  5.3167e-17 ,  4.14274e-40,  0.000431431])
118222  , -5270.74    , array([ 0.147101   ,  0.00191304 ,  5.31138e-17,  4.14689e-40,  0.000431431])
118223  , -5258.45    , array([ 0.147101   ,  0.00191304 ,  5.31138e-17,  4.14274e-40,  0.000431863])
118231  , -5270.62    , array([ 0.147145   ,  0.00191273 ,  5.31138e-17,  4.14274e-40,  0.000431367])
118232  , -5270.62    , array([ 0.147145   ,  0.00191273 ,  5.31138e-17,  4.14274e-40,  0.000431367])
118233  , -5270.72    , array([ 0.147292   ,  0.00191273 ,  5.31138e-17,  4.14274e-40,  0.000431367])
118234  , -5282.81    , array([ 0.147145   ,  0.00191465 ,  5.31138e-17,  4.14274e-40,  0.000431367])
118235  , -5270.62    , array([ 0.147145   ,  0.00191273 ,  5.3167e-17 ,  4.14274e-40,  0.000431367])
118236  , -5270.62    , array([ 0.147145   ,  0.00191273 ,  5.31138e-17,  4.14689e-40,  0.000431367])
118237  , -5258.34    , array([ 0.147145   ,  0.00191273 ,  5.31138e-17,  4.14274e-40,  0.000431798])
118238  , -5270.51    , array([ 0.147189   ,  0.00191242 ,  5.31138e-17,  4.14274e-40,  0.000431303])
118239  , -5270.51    , array([ 0.147189   ,  0.00191242 ,  5.31138e-17,  4.14274e-40,  0.000431303])
118240  , -5270.61    , array([ 0.147336   ,  0.00191242 ,  5.31138e-17,  4.14274e-40,  0.000431303])
118241  , -5282.69    , array([ 0.147189   ,  0.00191434 ,  5.31138e-17,  4.14274e-40,  0.000431303])
118242  , -5270.51    , array([ 0.147189   ,  0.00191242 ,  5.3167e-17 ,  4.14274e-40,  0.000431303])
118243  , -5270.51    , array([ 0.147189   ,  0.00191242 ,  5.31138e-17,  4.14689e-40,  0.000431303])
118244  , -5258.23    , array([ 0.147189   ,  0.00191242 ,  5.31138e-17,  4.14274e-40,  0.000431734])
118252  , -5270.48    , array([ 0.1472     ,  0.00191235 ,  5.31138e-17,  4.14274e-40,  0.000431286])
118253  , -5270.48    , array([ 0.1472     ,  0.00191235 ,  5.31138e-17,  4.14274e-40,  0.000431286])
118254  , -5270.58    , array([ 0.147347   ,  0.00191235 ,  5.31138e-17,  4.14274e-40,  0.000431286])
118255  , -5282.66    , array([ 0.1472     ,  0.00191426 ,  5.31138e-17,  4.14274e-40,  0.000431286])
118256  , -5270.48    , array([ 0.1472     ,  0.00191235 ,  5.3167e-17 ,  4.14274e-40,  0.000431286])
118257  , -5270.48    , array([ 0.1472     ,  0.00191235 ,  5.31138e-17,  4.14689e-40,  0.000431286])
118258  , -5258.2     , array([ 0.1472     ,  0.00191235 ,  5.31138e-17,  4.14274e-40,  0.000431718])
118259  , -5270.45    , array([ 0.147211   ,  0.00191227 ,  5.31138e-17,  4.14274e-40,  0.00043127 ])
118260  , -5270.45    , array([ 0.147211   ,  0.00191227 ,  5.31138e-17,  4.14274e-40,  0.00043127 ])
118261  , -5270.55    , array([ 0.147358   ,  0.00191227 ,  5.31138e-17,  4.14274e-40,  0.00043127 ])
118262  , -5282.64    , array([ 0.147211   ,  0.00191418 ,  5.31138e-17,  4.14274e-40,  0.00043127 ])
118263  , -5270.45    , array([ 0.147211   ,  0.00191227 ,  5.3167e-17 ,  4.14274e-40,  0.00043127 ])
118264  , -5270.45    , array([ 0.147211   ,  0.00191227 ,  5.31138e-17,  4.14689e-40,  0.00043127 ])
118265  , -5258.17    , array([ 0.147211   ,  0.00191227 ,  5.31138e-17,  4.14274e-40,  0.000431702])
118273  , -5270.44    , array([ 0.147214   ,  0.00191225 ,  5.31138e-17,  4.14274e-40,  0.000431266])
118274  , -5270.44    , array([ 0.147214   ,  0.00191225 ,  5.31138e-17,  4.14274e-40,  0.000431266])
118275  , -5270.54    , array([ 0.147361   ,  0.00191225 ,  5.31138e-17,  4.14274e-40,  0.000431266])
118276  , -5282.63    , array([ 0.147214   ,  0.00191416 ,  5.31138e-17,  4.14274e-40,  0.000431266])
118277  , -5270.44    , array([ 0.147214   ,  0.00191225 ,  5.3167e-17 ,  4.14274e-40,  0.000431266])
118278  , -5270.44    , array([ 0.147214   ,  0.00191225 ,  5.31138e-17,  4.14689e-40,  0.000431266])
118279  , -5258.16    , array([ 0.147214   ,  0.00191225 ,  5.31138e-17,  4.14274e-40,  0.000431698])
118280  , -5270.44    , array([ 0.147216   ,  0.00191223 ,  5.31138e-17,  4.14274e-40,  0.000431262])
118281  , -5270.44    , array([ 0.147216   ,  0.00191223 ,  5.31138e-17,  4.14274e-40,  0.000431262])
118282  , -5270.54    , array([ 0.147364   ,  0.00191223 ,  5.31138e-17,  4.14274e-40,  0.000431262])
118283  , -5282.62    , array([ 0.147216   ,  0.00191414 ,  5.31138e-17,  4.14274e-40,  0.000431262])
118284  , -5270.44    , array([ 0.147216   ,  0.00191223 ,  5.3167e-17 ,  4.14274e-40,  0.000431262])
118285  , -5270.44    , array([ 0.147216   ,  0.00191223 ,  5.31138e-17,  4.14689e-40,  0.000431262])
118286  , -5258.16    , array([ 0.147216   ,  0.00191223 ,  5.31138e-17,  4.14274e-40,  0.000431694])
118294  , -5270.44    , array([ 0.147217   ,  0.00191222 ,  5.31138e-17,  4.14274e-40,  0.000431261])
