189890  , -76293.8    , array([ 0.0967588  ,  0.0180396  ,  9.64689e-30,  0.000155599,  3.9057e-05 ])
189891  , -76294.1    , array([ 0.0968556  ,  0.0180396  ,  9.64689e-30,  0.000155599,  3.9057e-05 ])
189892  , -76296.2    , array([ 0.0967588  ,  0.0180577  ,  9.64689e-30,  0.000155599,  3.9057e-05 ])
189893  , -76293.8    , array([ 0.0967588  ,  0.0180396  ,  9.65654e-30,  0.000155599,  3.9057e-05 ])
189894  , -76293.8    , array([ 0.0967588  ,  0.0180396  ,  9.64689e-30,  0.000155754,  3.9057e-05 ])
189895  , -76291.1    , array([ 0.0967588  ,  0.0180396  ,  9.64689e-30,  0.000155599,  3.90961e-05])
189896  , -76293.8    , array([ 0.0967588  ,  0.0180396  ,  9.64689e-30,  0.000155599,  3.9057e-05 ])
189897  , -68823.1    , array([ 0.0889813  ,  0.00924855 ,  9.64689e-30,  0.000155599,  8.29158e-05])
189898  , -68823.1    , array([ 0.0889813  ,  0.00924855 ,  9.64689e-30,  0.000155599,  8.29158e-05])
189899  , -68823.7    , array([ 0.0890703  ,  0.00924855 ,  9.64689e-30,  0.000155599,  8.29158e-05])
189900  , -68831.8    , array([ 0.0889813  ,  0.0092578  ,  9.64689e-30,  0.000155599,  8.29158e-05])
189901  , -68823.1    , array([ 0.0889813  ,  0.00924855 ,  9.65654e-30,  0.000155599,  8.29158e-05])
189902  , -68823.1    , array([ 0.0889813  ,  0.00924855 ,  9.64689e-30,  0.000155754,  8.29158e-05])
189903  , -68813.7    , array([ 0.0889813  ,  0.00924855 ,  9.64689e-30,  0.000155599,  8.29988e-05])
189911  , -68818.6    , array([ 0.0889787  ,  0.00924642 ,  9.64689e-30,  0.000155599,  8.29374e-05])
189912  , -68818.6    , array([ 0.0889787  ,  0.00924642 ,  9.64689e-30,  0.000155599,  8.29374e-05])
189913  , -68819.2    , array([ 0.0890678  ,  0.00924642 ,  9.64689e-30,  0.000155599,  8.29374e-05])
189914  , -68827.4    , array([ 0.0889787  ,  0.00925567 ,  9.64689e-30,  0.000155599,  8.29374e-05])
189915  , -68818.6    , array([ 0.0889787  ,  0.00924642 ,  9.65654e-30,  0.000155599,  8.29374e-05])
189916  , -68818.6    , array([ 0.0889787  ,  0.00924642 ,  9.64689e-30,  0.000155754,  8.29374e-05])
189917  , -68809.3    , array([ 0.0889787  ,  0.00924642 ,  9.64689e-30,  0.000155599,  8.30204e-05])
189918  , -68814.1    , array([ 0.0889762  ,  0.00924429 ,  9.64689e-30,  0.000155599,  8.29589e-05])
189919  , -68814.1    , array([ 0.0889762  ,  0.00924429 ,  9.64689e-30,  0.000155599,  8.29589e-05])
189920  , -68814.7    , array([ 0.0890652  ,  0.00924429 ,  9.64689e-30,  0.000155599,  8.29589e-05])
189921  , -68822.9    , array([ 0.0889762  ,  0.00925354 ,  9.64689e-30,  0.000155599,  8.29589e-05])
189922  , -68814.1    , array([ 0.0889762  ,  0.00924429 ,  9.65654e-30,  0.000155599,  8.29589e-05])
189923  , -68814.1    , array([ 0.0889762  ,  0.00924429 ,  9.64689e-30,  0.000155754,  8.29589e-05])
189924  , -68804.8    , array([ 0.0889762  ,  0.00924429 ,  9.64689e-30,  0.000155599,  8.30419e-05])
189925  , -11460.7    , array([ 0.0752493  ,  0.00243033 ,  9.64689e-30,  0.000155599,  0.00037379 ])
189926  , -11460.7    , array([ 0.0752493  ,  0.00243033 ,  9.64689e-30,  0.000155599,  0.00037379 ])
189927  , -11461      , array([ 0.0753246  ,  0.00243033 ,  9.64689e-30,  0.000155599,  0.00037379 ])
