196972  , -169707     , array([ 0.00804151 ,  3.41233    ,  7.4196e-05 ,  3.91365e-11,  0.0111803  ])
196973  , -169607     , array([ 0.00804956 ,  3.41233    ,  7.4196e-05 ,  3.91365e-11,  0.0111803  ])
196974  , -169708     , array([ 0.00804151 ,  3.41575    ,  7.4196e-05 ,  3.91365e-11,  0.0111803  ])
196975  , -169707     , array([ 0.00804151 ,  3.41233    ,  7.42702e-05,  3.91365e-11,  0.0111803  ])
196976  , -169707     , array([ 0.00804151 ,  3.41233    ,  7.4196e-05 ,  3.91757e-11,  0.0111803  ])
196977  , -169792     , array([ 0.00804151 ,  3.41233    ,  7.4196e-05 ,  3.91365e-11,  0.0111915  ])
196978  , -169707     , array([ 0.00804151 ,  3.41233    ,  7.4196e-05 ,  3.91365e-11,  0.0111803  ])
196979  , -75731.2    , array([ 0.0174025  ,  3.38097    ,  7.41962e-05,  3.91365e-11,  0.00582974 ])
196980  , -75731.2    , array([ 0.0174025  ,  3.38097    ,  7.41962e-05,  3.91365e-11,  0.00582974 ])
196981  , -75689.2    , array([ 0.0174199  ,  3.38097    ,  7.41962e-05,  3.91365e-11,  0.00582974 ])
196982  , -75732      , array([ 0.0174025  ,  3.38435    ,  7.41962e-05,  3.91365e-11,  0.00582974 ])
196983  , -75731.2    , array([ 0.0174025  ,  3.38097    ,  7.42704e-05,  3.91365e-11,  0.00582974 ])
196984  , -75731.2    , array([ 0.0174025  ,  3.38097    ,  7.41962e-05,  3.91757e-11,  0.00582974 ])
196985  , -75768.6    , array([ 0.0174025  ,  3.38097    ,  7.41962e-05,  3.91365e-11,  0.00583557 ])
196993  , -75671.3    , array([ 0.0171565  ,  3.36896    ,  7.41961e-05,  3.91365e-11,  0.00572834 ])
196994  , -75671.3    , array([ 0.0171565  ,  3.36896    ,  7.41961e-05,  3.91365e-11,  0.00572834 ])
196995  , -75629.4    , array([ 0.0171736  ,  3.36896    ,  7.41961e-05,  3.91365e-11,  0.00572834 ])
196996  , -75672.1    , array([ 0.0171565  ,  3.37233    ,  7.41961e-05,  3.91365e-11,  0.00572834 ])
196997  , -75671.3    , array([ 0.0171565  ,  3.36896    ,  7.42703e-05,  3.91365e-11,  0.00572834 ])
196998  , -75671.3    , array([ 0.0171565  ,  3.36896    ,  7.41961e-05,  3.91757e-11,  0.00572834 ])
196999  , -75708.7    , array([ 0.0171565  ,  3.36896    ,  7.41961e-05,  3.91365e-11,  0.00573407 ])
197000  , -75609.7    , array([ 0.0169105  ,  3.35683    ,  7.4196e-05 ,  3.91365e-11,  0.00562731 ])
197001  , -75609.7    , array([ 0.0169105  ,  3.35683    ,  7.4196e-05 ,  3.91365e-11,  0.00562731 ])
197002  , -75567.8    , array([ 0.0169274  ,  3.35683    ,  7.4196e-05 ,  3.91365e-11,  0.00562731 ])
197003  , -75610.4    , array([ 0.0169105  ,  3.36019    ,  7.4196e-05 ,  3.91365e-11,  0.00562731 ])
197004  , -75609.7    , array([ 0.0169105  ,  3.35683    ,  7.42702e-05,  3.91365e-11,  0.00562731 ])
197005  , -75609.7    , array([ 0.0169105  ,  3.35683    ,  7.4196e-05 ,  3.91757e-11,  0.00562731 ])
197006  , -75647      , array([ 0.0169105  ,  3.35683    ,  7.4196e-05 ,  3.91365e-11,  0.00563294 ])
197014  , -75593.9    , array([ 0.0168487  ,  3.35376    ,  7.4196e-05 ,  3.91365e-11,  0.00560197 ])
197015  , -75593.9    , array([ 0.0168487  ,  3.35376    ,  7.4196e-05 ,  3.91365e-11,  0.00560197 ])
197016  , -75552      , array([ 0.0168656  ,  3.35376    ,  7.4196e-05 ,  3.91365e-11,  0.00560197 ])
197017  , -75594.6    , array([ 0.0168487  ,  3.35712    ,  7.4196e-05 ,  3.91365e-11,  0.00560197 ])
197018  , -75593.9    , array([ 0.0168487  ,  3.35376    ,  7.42702e-05,  3.91365e-11,  0.00560197 ])
197019  , -75593.9    , array([ 0.0168487  ,  3.35376    ,  7.4196e-05 ,  3.91757e-11,  0.00560197 ])
197020  , -75631.2    , array([ 0.0168487  ,  3.35376    ,  7.4196e-05 ,  3.91365e-11,  0.00560758 ])
197021  , -75578      , array([ 0.0167869  ,  3.35069    ,  7.41959e-05,  3.91365e-11,  0.00557667 ])
197022  , -75578      , array([ 0.0167869  ,  3.35069    ,  7.41959e-05,  3.91365e-11,  0.00557667 ])
197023  , -75536.2    , array([ 0.0168037  ,  3.35069    ,  7.41959e-05,  3.91365e-11,  0.00557667 ])
197024  , -75578.7    , array([ 0.0167869  ,  3.35404    ,  7.41959e-05,  3.91365e-11,  0.00557667 ])
197025  , -75578      , array([ 0.0167869  ,  3.35069    ,  7.42702e-05,  3.91365e-11,  0.00557667 ])
197026  , -75578      , array([ 0.0167869  ,  3.35069    ,  7.41959e-05,  3.91757e-11,  0.00557667 ])
197027  , -75615.3    , array([ 0.0167869  ,  3.35069    ,  7.41959e-05,  3.91365e-11,  0.00558225 ])
197035  , -75574      , array([ 0.0167715  ,  3.34991    ,  7.41959e-05,  3.91365e-11,  0.00557034 ])
197036  , -75574      , array([ 0.0167715  ,  3.34991    ,  7.41959e-05,  3.91365e-11,  0.00557034 ])
197037  , -75532.2    , array([ 0.0167882  ,  3.34991    ,  7.41959e-05,  3.91365e-11,  0.00557034 ])
197038  , -75574.7    , array([ 0.0167715  ,  3.35327    ,  7.41959e-05,  3.91365e-11,  0.00557034 ])
197039  , -75574      , array([ 0.0167715  ,  3.34991    ,  7.42702e-05,  3.91365e-11,  0.00557034 ])
197040  , -75574      , array([ 0.0167715  ,  3.34991    ,  7.41959e-05,  3.91757e-11,  0.00557034 ])
197041  , -75611.3    , array([ 0.0167715  ,  3.34991    ,  7.41959e-05,  3.91365e-11,  0.00557591 ])
197042  , -75570      , array([ 0.016756   ,  3.34914    ,  7.41959e-05,  3.91365e-11,  0.00556401 ])
197043  , -75570      , array([ 0.016756   ,  3.34914    ,  7.41959e-05,  3.91365e-11,  0.00556401 ])
197044  , -75528.2    , array([ 0.0167728  ,  3.34914    ,  7.41959e-05,  3.91365e-11,  0.00556401 ])
197045  , -75570.7    , array([ 0.016756   ,  3.35249    ,  7.41959e-05,  3.91365e-11,  0.00556401 ])
197046  , -75570      , array([ 0.016756   ,  3.34914    ,  7.42702e-05,  3.91365e-11,  0.00556401 ])
197047  , -75570      , array([ 0.016756   ,  3.34914    ,  7.41959e-05,  3.91757e-11,  0.00556401 ])
197048  , -75607.3    , array([ 0.016756   ,  3.34914    ,  7.41959e-05,  3.91365e-11,  0.00556958 ])
197056  , -75569      , array([ 0.0167521  ,  3.34895    ,  7.41959e-05,  3.91365e-11,  0.00556243 ])
197057  , -75569      , array([ 0.0167521  ,  3.34895    ,  7.41959e-05,  3.91365e-11,  0.00556243 ])
197058  , -75527.2    , array([ 0.0167689  ,  3.34895    ,  7.41959e-05,  3.91365e-11,  0.00556243 ])
197059  , -75569.7    , array([ 0.0167521  ,  3.3523     ,  7.41959e-05,  3.91365e-11,  0.00556243 ])
197060  , -75569      , array([ 0.0167521  ,  3.34895    ,  7.42702e-05,  3.91365e-11,  0.00556243 ])
197061  , -75569      , array([ 0.0167521  ,  3.34895    ,  7.41959e-05,  3.91757e-11,  0.00556243 ])
197062  , -75606.3    , array([ 0.0167521  ,  3.34895    ,  7.41959e-05,  3.91365e-11,  0.005568   ])
197063  , -75568      , array([ 0.0167483  ,  3.34876    ,  7.41959e-05,  3.91365e-11,  0.00556085 ])
197064  , -75568      , array([ 0.0167483  ,  3.34876    ,  7.41959e-05,  3.91365e-11,  0.00556085 ])
197065  , -75526.2    , array([ 0.016765   ,  3.34876    ,  7.41959e-05,  3.91365e-11,  0.00556085 ])
197066  , -75568.7    , array([ 0.0167483  ,  3.35211    ,  7.41959e-05,  3.91365e-11,  0.00556085 ])
197067  , -75568      , array([ 0.0167483  ,  3.34876    ,  7.42702e-05,  3.91365e-11,  0.00556085 ])
197068  , -75568      , array([ 0.0167483  ,  3.34876    ,  7.41959e-05,  3.91757e-11,  0.00556085 ])
197069  , -75605.3    , array([ 0.0167483  ,  3.34876    ,  7.41959e-05,  3.91365e-11,  0.00556641 ])
197070  , -60054.1    , array([ 0.00100852 ,  1.65973    ,  7.41797e-05,  3.91365e-11,  0.000174312])
197071  , -60054.1    , array([ 0.00100852 ,  1.65973    ,  7.41797e-05,  3.91365e-11,  0.000174312])
197072  , -60035.9    , array([ 0.00100953 ,  1.65973    ,  7.41797e-05,  3.91365e-11,  0.000174312])
197073  , -60054.1    , array([ 0.00100852 ,  1.66139    ,  7.41797e-05,  3.91365e-11,  0.000174312])
197074  , -60054.1    , array([ 0.00100852 ,  1.65973    ,  7.42539e-05,  3.91365e-11,  0.000174312])
197075  , -60054.1    , array([ 0.00100852 ,  1.65973    ,  7.41797e-05,  3.91757e-11,  0.000174312])
197076  , -60072.2    , array([ 0.00100852 ,  1.65973    ,  7.41797e-05,  3.91365e-11,  0.000174486])
197084  , -60054.1    , array([ 0.00100851 ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197085  , -60054.1    , array([ 0.00100851 ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197086  , -60035.8    , array([ 0.00100952 ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197087  , -60054.1    , array([ 0.00100851 ,  1.66138    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197088  , -60054.1    , array([ 0.00100851 ,  1.65972    ,  7.42539e-05,  3.91365e-11,  0.00017431 ])
197089  , -60054.1    , array([ 0.00100851 ,  1.65972    ,  7.41797e-05,  3.91757e-11,  0.00017431 ])
197090  , -60072.2    , array([ 0.00100851 ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.000174485])
197098  , -60054      , array([ 0.0010085  ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197099  , -60054      , array([ 0.0010085  ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197100  , -60035.8    , array([ 0.00100951 ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197101  , -60054.1    , array([ 0.0010085  ,  1.66138    ,  7.41797e-05,  3.91365e-11,  0.00017431 ])
197102  , -60054      , array([ 0.0010085  ,  1.65972    ,  7.42539e-05,  3.91365e-11,  0.00017431 ])
197103  , -60054      , array([ 0.0010085  ,  1.65972    ,  7.41797e-05,  3.91757e-11,  0.00017431 ])
197104  , -60072.2    , array([ 0.0010085  ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.000174484])
197112  , -60054      , array([ 0.0010085  ,  1.65972    ,  7.41797e-05,  3.91365e-11,  0.000174309])
