18840   , -2372.56    , array([ 1.80837    ,  0.382507   ,  0.00404628 ,  5.2456e-41 ])
18841   , -2372.6     , array([ 1.81018    ,  0.382507   ,  0.00404628 ,  5.2456e-41 ])
18842   , -2372.56    , array([ 1.80837    ,  0.38289    ,  0.00404628 ,  5.2456e-41 ])
18843   , -2372.6     , array([ 1.80837    ,  0.382507   ,  0.00405033 ,  5.2456e-41 ])
18844   , -2372.56    , array([ 1.80837    ,  0.382507   ,  0.00404628 ,  5.25084e-41])
18845   , -2372.56    , array([ 1.80837    ,  0.382507   ,  0.00404628 ,  5.2456e-41 ])
18846   , -2328.09    , array([ 0.824635   ,  0.382507   ,  0.00214381 ,  5.2456e-41 ])
18847   , -2328.09    , array([ 0.824635   ,  0.382507   ,  0.00214381 ,  5.2456e-41 ])
18848   , -2328.14    , array([ 0.82546    ,  0.382507   ,  0.00214381 ,  5.2456e-41 ])
18849   , -2328.09    , array([ 0.824635   ,  0.38289    ,  0.00214381 ,  5.2456e-41 ])
18850   , -2328.08    , array([ 0.824635   ,  0.382507   ,  0.00214596 ,  5.2456e-41 ])
18851   , -2328.09    , array([ 0.824635   ,  0.382507   ,  0.00214381 ,  5.25084e-41])
18852   , -2140.12    , array([ 0.129545   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18853   , -2140.12    , array([ 0.129545   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18854   , -2140.31    , array([ 0.129674   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18855   , -2140.12    , array([ 0.129545   ,  0.38289    ,  0.00180875 ,  5.2456e-41 ])
18856   , -2139.95    , array([ 0.129545   ,  0.382507   ,  0.00181056 ,  5.2456e-41 ])
18857   , -2140.12    , array([ 0.129545   ,  0.382507   ,  0.00180875 ,  5.25084e-41])
18864   , -2140.11    , array([ 0.129543   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18865   , -2140.11    , array([ 0.129543   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18866   , -2140.3     , array([ 0.129672   ,  0.382507   ,  0.00180875 ,  5.2456e-41 ])
18867   , -2140.11    , array([ 0.129543   ,  0.38289    ,  0.00180875 ,  5.2456e-41 ])
18868   , -2139.95    , array([ 0.129543   ,  0.382507   ,  0.00181056 ,  5.2456e-41 ])
18869   , -2140.11    , array([ 0.129543   ,  0.382507   ,  0.00180875 ,  5.25084e-41])
18870   , -2140.11    , array([ 0.129541   ,  0.382507   ,  0.00180874 ,  5.2456e-41 ])
18871   , -2140.11    , array([ 0.129541   ,  0.382507   ,  0.00180874 ,  5.2456e-41 ])
18872   , -2140.3     , array([ 0.12967    ,  0.382507   ,  0.00180874 ,  5.2456e-41 ])
18873   , -2140.11    , array([ 0.129541   ,  0.38289    ,  0.00180874 ,  5.2456e-41 ])
18874   , -2139.95    , array([ 0.129541   ,  0.382507   ,  0.00181055 ,  5.2456e-41 ])
18875   , -2140.11    , array([ 0.129541   ,  0.382507   ,  0.00180874 ,  5.25084e-41])
18876   , -3596.83    , array([ 0.00319691 ,  0.382507   ,  0.00128754 ,  5.2456e-41 ])
18877   , -3596.83    , array([ 0.00319691 ,  0.382507   ,  0.00128754 ,  5.2456e-41 ])
18878   , -3593.89    , array([ 0.0032001  ,  0.382507   ,  0.00128754 ,  5.2456e-41 ])
18879   , -3596.83    , array([ 0.00319691 ,  0.38289    ,  0.00128754 ,  5.2456e-41 ])
18880   , -3599.69    , array([ 0.00319691 ,  0.382507   ,  0.00128883 ,  5.2456e-41 ])
18881   , -3596.83    , array([ 0.00319691 ,  0.382507   ,  0.00128754 ,  5.25084e-41])
18882   , -1878.41    , array([ 0.0378226  ,  0.382507   ,  0.00161542 ,  5.2456e-41 ])
18883   , -1878.41    , array([ 0.0378226  ,  0.382507   ,  0.00161542 ,  5.2456e-41 ])
18884   , -1878.65    , array([ 0.0378605  ,  0.382507   ,  0.00161542 ,  5.2456e-41 ])
18885   , -1878.41    , array([ 0.0378226  ,  0.38289    ,  0.00161542 ,  5.2456e-41 ])
18886   , -1878.18    , array([ 0.0378226  ,  0.382507   ,  0.00161704 ,  5.2456e-41 ])
18887   , -1878.41    , array([ 0.0378226  ,  0.382507   ,  0.00161542 ,  5.25084e-41])
18888   , -1781.65    , array([ 0.0174345  ,  0.382507   ,  0.00150454 ,  5.2456e-41 ])
18889   , -1781.65    , array([ 0.0174345  ,  0.382507   ,  0.00150454 ,  5.2456e-41 ])
18890   , -1781.62    , array([ 0.0174519  ,  0.382507   ,  0.00150454 ,  5.2456e-41 ])
18891   , -1781.65    , array([ 0.0174345  ,  0.38289    ,  0.00150454 ,  5.2456e-41 ])
18892   , -1781.66    , array([ 0.0174345  ,  0.382507   ,  0.00150604 ,  5.2456e-41 ])
18893   , -1781.65    , array([ 0.0174345  ,  0.382507   ,  0.00150454 ,  5.25084e-41])
18894   , -2020.74    , array([ 0.0683839  ,  0.382507   ,  0.00164366 ,  5.2456e-41 ])
18895   , -2020.74    , array([ 0.0683839  ,  0.382507   ,  0.00164366 ,  5.2456e-41 ])
18896   , -2020.98    , array([ 0.0684523  ,  0.382507   ,  0.00164366 ,  5.2456e-41 ])
18897   , -2020.74    , array([ 0.0683839  ,  0.38289    ,  0.00164366 ,  5.2456e-41 ])
18898   , -2020.51    , array([ 0.0683839  ,  0.382507   ,  0.00164531 ,  5.2456e-41 ])
18899   , -2020.74    , array([ 0.0683839  ,  0.382507   ,  0.00164366 ,  5.25084e-41])
18900   , -1781.05    , array([ 0.0184004  ,  0.382507   ,  0.0015098  ,  5.2456e-41 ])
18901   , -1781.05    , array([ 0.0184004  ,  0.382507   ,  0.0015098  ,  5.2456e-41 ])
18902   , -1781.05    , array([ 0.0184188  ,  0.382507   ,  0.0015098  ,  5.2456e-41 ])
18903   , -1781.05    , array([ 0.0184004  ,  0.38289    ,  0.0015098  ,  5.2456e-41 ])
18904   , -1781.02    , array([ 0.0184004  ,  0.382507   ,  0.00151131 ,  5.2456e-41 ])
18905   , -1781.05    , array([ 0.0184004  ,  0.382507   ,  0.0015098  ,  5.25084e-41])
18906   , -1779.74    , array([ 0.0196427  ,  0.382507   ,  0.00162065 ,  5.2456e-41 ])
18907   , -1779.74    , array([ 0.0196427  ,  0.382507   ,  0.00162065 ,  5.2456e-41 ])
18908   , -1779.74    , array([ 0.0196623  ,  0.382507   ,  0.00162065 ,  5.2456e-41 ])
18909   , -1779.74    , array([ 0.0196427  ,  0.38289    ,  0.00162065 ,  5.2456e-41 ])
18910   , -1779.71    , array([ 0.0196427  ,  0.382507   ,  0.00162227 ,  5.2456e-41 ])
18911   , -1779.74    , array([ 0.0196427  ,  0.382507   ,  0.00162065 ,  5.25084e-41])
18912   , -1773.51    , array([ 0.0255092  ,  0.382507   ,  0.00215168 ,  5.2456e-41 ])
18913   , -1773.51    , array([ 0.0255092  ,  0.382507   ,  0.00215168 ,  5.2456e-41 ])
18914   , -1773.52    , array([ 0.0255347  ,  0.382507   ,  0.00215168 ,  5.2456e-41 ])
18915   , -1773.51    , array([ 0.0255092  ,  0.38289    ,  0.00215168 ,  5.2456e-41 ])
18916   , -1773.49    , array([ 0.0255092  ,  0.382507   ,  0.00215383 ,  5.2456e-41 ])
18917   , -1773.51    , array([ 0.0255092  ,  0.382507   ,  0.00215168 ,  5.25084e-41])
18918   , -1722.08    , array([ 0.072557   ,  0.382507   ,  0.00668534 ,  5.2456e-41 ])
18919   , -1722.08    , array([ 0.072557   ,  0.382507   ,  0.00668534 ,  5.2456e-41 ])
18920   , -1722.12    , array([ 0.0726296  ,  0.382507   ,  0.00668534 ,  5.2456e-41 ])
18921   , -1722.08    , array([ 0.072557   ,  0.38289    ,  0.00668534 ,  5.2456e-41 ])
18922   , -1721.97    , array([ 0.072557   ,  0.382507   ,  0.00669203 ,  5.2456e-41 ])
18923   , -1722.08    , array([ 0.072557   ,  0.382507   ,  0.00668534 ,  5.25084e-41])
18924   , -11536      , array([ 4.74909    ,  0.382507   ,  0.623035   ,  5.2456e-41 ])
18925   , -11536      , array([ 4.74909    ,  0.382507   ,  0.623035   ,  5.2456e-41 ])
18926   , -11542.6    , array([ 4.75384    ,  0.382507   ,  0.623035   ,  5.2456e-41 ])
18927   , -11536      , array([ 4.74909    ,  0.38289    ,  0.623035   ,  5.2456e-41 ])
18928   , -11539.8    , array([ 4.74909    ,  0.382507   ,  0.623658   ,  5.2456e-41 ])
18929   , -11536      , array([ 4.74909    ,  0.382507   ,  0.623035   ,  5.25084e-41])
18930   , -1630.08    , array([ 0.175435   ,  0.382507   ,  0.0174166  ,  5.2456e-41 ])
18931   , -1630.08    , array([ 0.175435   ,  0.382507   ,  0.0174166  ,  5.2456e-41 ])
18932   , -1630.3     , array([ 0.175611   ,  0.382507   ,  0.0174166  ,  5.2456e-41 ])
18933   , -1630.08    , array([ 0.175435   ,  0.38289    ,  0.0174166  ,  5.2456e-41 ])
18934   , -1629.77    , array([ 0.175435   ,  0.382507   ,  0.0174341  ,  5.2456e-41 ])
18935   , -1630.08    , array([ 0.175435   ,  0.382507   ,  0.0174166  ,  5.25084e-41])
18936   , -1594.89    , array([ 0.399718   ,  0.382507   ,  0.0425425  ,  5.2456e-41 ])
18937   , -1594.89    , array([ 0.399718   ,  0.382507   ,  0.0425425  ,  5.2456e-41 ])
18938   , -1595.58    , array([ 0.400118   ,  0.382507   ,  0.0425425  ,  5.2456e-41 ])
18939   , -1594.89    , array([ 0.399718   ,  0.38289    ,  0.0425425  ,  5.2456e-41 ])
18940   , -1594.37    , array([ 0.399718   ,  0.382507   ,  0.0425851  ,  5.2456e-41 ])
18941   , -1594.89    , array([ 0.399718   ,  0.382507   ,  0.0425425  ,  5.25084e-41])
18942   , -1590.33    , array([ 0.258363   ,  0.382507   ,  0.0265023  ,  5.2456e-41 ])
18943   , -1590.33    , array([ 0.258363   ,  0.382507   ,  0.0265023  ,  5.2456e-41 ])
18944   , -1590.72    , array([ 0.258621   ,  0.382507   ,  0.0265023  ,  5.2456e-41 ])
18945   , -1590.33    , array([ 0.258363   ,  0.38289    ,  0.0265023  ,  5.2456e-41 ])
18946   , -1589.9     , array([ 0.258363   ,  0.382507   ,  0.0265288  ,  5.2456e-41 ])
18947   , -1590.33    , array([ 0.258363   ,  0.382507   ,  0.0265023  ,  5.25084e-41])
18948   , -1581.55    , array([ 0.320899   ,  0.382507   ,  0.0335257  ,  5.2456e-41 ])
18949   , -1581.55    , array([ 0.320899   ,  0.382507   ,  0.0335257  ,  5.2456e-41 ])
18950   , -1582.08    , array([ 0.32122    ,  0.382507   ,  0.0335257  ,  5.2456e-41 ])
18951   , -1581.55    , array([ 0.320899   ,  0.38289    ,  0.0335257  ,  5.2456e-41 ])
18952   , -1581.07    , array([ 0.320899   ,  0.382507   ,  0.0335592  ,  5.2456e-41 ])
18953   , -1581.55    , array([ 0.320899   ,  0.382507   ,  0.0335257  ,  5.25084e-41])
18960   , -1581.55    , array([ 0.320903   ,  0.382507   ,  0.0335262  ,  5.2456e-41 ])
18961   , -1581.55    , array([ 0.320903   ,  0.382507   ,  0.0335262  ,  5.2456e-41 ])
18962   , -1582.08    , array([ 0.321224   ,  0.382507   ,  0.0335262  ,  5.2456e-41 ])
18963   , -1581.55    , array([ 0.320903   ,  0.38289    ,  0.0335262  ,  5.2456e-41 ])
18964   , -1581.07    , array([ 0.320903   ,  0.382507   ,  0.0335597  ,  5.2456e-41 ])
18965   , -1581.55    , array([ 0.320903   ,  0.382507   ,  0.0335262  ,  5.25084e-41])
18966   , -1581.55    , array([ 0.320917   ,  0.382507   ,  0.0335278  ,  5.2456e-41 ])
18967   , -1581.55    , array([ 0.320917   ,  0.382507   ,  0.0335278  ,  5.2456e-41 ])
18968   , -1582.08    , array([ 0.321238   ,  0.382507   ,  0.0335278  ,  5.2456e-41 ])
18969   , -1581.55    , array([ 0.320917   ,  0.38289    ,  0.0335278  ,  5.2456e-41 ])
