25      , -2206.64    , array([ 0.467476   ,  1.33815    ,  0.0065462  ,  3.8408e-08 ])
26      , -2206.86    , array([ 0.467944   ,  1.33815    ,  0.0065462  ,  3.8408e-08 ])
27      , -2206.64    , array([ 0.467476   ,  1.33949    ,  0.0065462  ,  3.8408e-08 ])
28      , -2206.52    , array([ 0.467476   ,  1.33815    ,  0.00655275 ,  3.8408e-08 ])
29      , -2206.64    , array([ 0.467476   ,  1.33815    ,  0.0065462  ,  3.84464e-08])
30      , -2206.64    , array([ 0.467476   ,  1.33815    ,  0.0065462  ,  3.8408e-08 ])
31      , -1819.23    , array([ 0.192243   ,  1.33815    ,  0.0105804  ,  3.8408e-08 ])
32      , -1819.23    , array([ 0.192243   ,  1.33815    ,  0.0105804  ,  3.8408e-08 ])
33      , -1819.58    , array([ 0.192435   ,  1.33815    ,  0.0105804  ,  3.8408e-08 ])
34      , -1819.23    , array([ 0.192243   ,  1.33949    ,  0.0105804  ,  3.8408e-08 ])
35      , -1818.91    , array([ 0.192243   ,  1.33815    ,  0.010591   ,  3.8408e-08 ])
36      , -1819.23    , array([ 0.192243   ,  1.33815    ,  0.0105804  ,  3.84464e-08])
37      , -2333.73    , array([ 0.00549813 ,  1.33814    ,  0.0722017  ,  3.84079e-08])
38      , -2333.73    , array([ 0.00549813 ,  1.33814    ,  0.0722017  ,  3.84079e-08])
39      , -2333.69    , array([ 0.00550363 ,  1.33814    ,  0.0722017  ,  3.84079e-08])
40      , -2333.73    , array([ 0.00549813 ,  1.33948    ,  0.0722017  ,  3.84079e-08])
41      , -2333.77    , array([ 0.00549813 ,  1.33814    ,  0.072274   ,  3.84079e-08])
42      , -2333.73    , array([ 0.00549813 ,  1.33814    ,  0.0722017  ,  3.84463e-08])
43      , -1724.28    , array([ 0.0869551  ,  1.33815    ,  0.0162431  ,  3.84079e-08])
44      , -1724.28    , array([ 0.0869551  ,  1.33815    ,  0.0162431  ,  3.84079e-08])
45      , -1723.69    , array([ 0.0870421  ,  1.33815    ,  0.0162431  ,  3.84079e-08])
46      , -1724.28    , array([ 0.0869551  ,  1.33949    ,  0.0162431  ,  3.84079e-08])
47      , -1724.51    , array([ 0.0869551  ,  1.33815    ,  0.0162593  ,  3.84079e-08])
48      , -1724.28    , array([ 0.0869551  ,  1.33815    ,  0.0162431  ,  3.84464e-08])
49      , -1672.7     , array([ 0.137731   ,  1.33815    ,  0.0126692  ,  3.8408e-08 ])
50      , -1672.7     , array([ 0.137731   ,  1.33815    ,  0.0126692  ,  3.8408e-08 ])
51      , -1672.88    , array([ 0.137868   ,  1.33815    ,  0.0126692  ,  3.8408e-08 ])
52      , -1672.7     , array([ 0.137731   ,  1.33949    ,  0.0126692  ,  3.8408e-08 ])
53      , -1672.45    , array([ 0.137731   ,  1.33815    ,  0.0126819  ,  3.8408e-08 ])
54      , -1672.7     , array([ 0.137731   ,  1.33815    ,  0.0126692  ,  3.84464e-08])
55      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141003  ,  3.8408e-08 ])
56      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141003  ,  3.8408e-08 ])
57      , -1639.18    , array([ 0.113095   ,  1.33815    ,  0.0141003  ,  3.8408e-08 ])
58      , -1639.24    , array([ 0.112982   ,  1.33949    ,  0.0141003  ,  3.8408e-08 ])
59      , -1639.12    , array([ 0.112982   ,  1.33815    ,  0.0141144  ,  3.8408e-08 ])
60      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141003  ,  3.84464e-08])
67      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141005  ,  3.8408e-08 ])
68      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141005  ,  3.8408e-08 ])
69      , -1639.17    , array([ 0.113095   ,  1.33815    ,  0.0141005  ,  3.8408e-08 ])
70      , -1639.24    , array([ 0.112982   ,  1.33949    ,  0.0141005  ,  3.8408e-08 ])
71      , -1639.12    , array([ 0.112982   ,  1.33815    ,  0.0141146  ,  3.8408e-08 ])
72      , -1639.24    , array([ 0.112982   ,  1.33815    ,  0.0141005  ,  3.84464e-08])
73      , -1639.22    , array([ 0.112983   ,  1.33815    ,  0.0141031  ,  3.8408e-08 ])
74      , -1639.22    , array([ 0.112983   ,  1.33815    ,  0.0141031  ,  3.8408e-08 ])
75      , -1639.15    , array([ 0.113096   ,  1.33815    ,  0.0141031  ,  3.8408e-08 ])
76      , -1639.22    , array([ 0.112983   ,  1.33949    ,  0.0141031  ,  3.8408e-08 ])
77      , -1639.1     , array([ 0.112983   ,  1.33815    ,  0.0141172  ,  3.8408e-08 ])
78      , -1639.22    , array([ 0.112983   ,  1.33815    ,  0.0141031  ,  3.84464e-08])
79      , -2336.81    , array([ 0.125489   ,  1.33815    ,  2.08906    ,  3.84101e-08])
80      , -2336.81    , array([ 0.125489   ,  1.33815    ,  2.08906    ,  3.84101e-08])
81      , -2336.81    , array([ 0.125614   ,  1.33815    ,  2.08906    ,  3.84101e-08])
82      , -2336.81    , array([ 0.125489   ,  1.33949    ,  2.08906    ,  3.84101e-08])
83      , -2336.81    , array([ 0.125489   ,  1.33815    ,  2.09115    ,  3.84101e-08])
84      , -2336.81    , array([ 0.125489   ,  1.33815    ,  2.08906    ,  3.84486e-08])
85      , -1629.23    , array([ 0.114139   ,  1.33815    ,  0.022904   ,  3.84082e-08])
86      , -1629.23    , array([ 0.114139   ,  1.33815    ,  0.022904   ,  3.84082e-08])
87      , -1628.69    , array([ 0.114254   ,  1.33815    ,  0.022904   ,  3.84082e-08])
88      , -1629.23    , array([ 0.114139   ,  1.33949    ,  0.022904   ,  3.84082e-08])
89      , -1629.32    , array([ 0.114139   ,  1.33815    ,  0.0229269  ,  3.84082e-08])
90      , -1629.23    , array([ 0.114139   ,  1.33815    ,  0.022904   ,  3.84466e-08])
91      , -1606.61    , array([ 0.121392   ,  1.33813    ,  0.0261446  ,  3.84085e-08])
92      , -1606.61    , array([ 0.121392   ,  1.33813    ,  0.0261446  ,  3.84085e-08])
93      , -1606.03    , array([ 0.121513   ,  1.33813    ,  0.0261446  ,  3.84085e-08])
94      , -1606.61    , array([ 0.121392   ,  1.33947    ,  0.0261446  ,  3.84085e-08])
95      , -1606.7     , array([ 0.121392   ,  1.33813    ,  0.0261708  ,  3.84085e-08])
96      , -1606.61    , array([ 0.121392   ,  1.33813    ,  0.0261446  ,  3.8447e-08 ])
97      , -1457.64    , array([ 0.155313   ,  1.33804    ,  0.0443884  ,  3.841e-08  ])
98      , -1457.64    , array([ 0.155313   ,  1.33804    ,  0.0443884  ,  3.841e-08  ])
99      , -1456.91    , array([ 0.155468   ,  1.33804    ,  0.0443884  ,  3.841e-08  ])
100     , -1457.64    , array([ 0.155313   ,  1.33938    ,  0.0443884  ,  3.841e-08  ])
101     , -1457.59    , array([ 0.155313   ,  1.33804    ,  0.0444328  ,  3.841e-08  ])
102     , -1457.64    , array([ 0.155313   ,  1.33804    ,  0.0443884  ,  3.84485e-08])
103     , -535.301    , array([ 0.416177   ,  1.33771    ,  0.368823   ,  3.8416e-08 ])
104     , -535.301    , array([ 0.416177   ,  1.33771    ,  0.368823   ,  3.8416e-08 ])
105     , -535.947    , array([ 0.416593   ,  1.33771    ,  0.368823   ,  3.8416e-08 ])
106     , -535.301    , array([ 0.416177   ,  1.33905    ,  0.368823   ,  3.8416e-08 ])
107     , -535.362    , array([ 0.416177   ,  1.33771    ,  0.369192   ,  3.8416e-08 ])
108     , -535.301    , array([ 0.416177   ,  1.33771    ,  0.368823   ,  3.84545e-08])
