29778   , -2782.01    , array([ 12.4706    ,  21.5784    ,  0.0201775  ,  4.4113e-68 ])
29779   , -2782.06    , array([ 12.4831    ,  21.5784    ,  0.0201775  ,  4.4113e-68 ])
29780   , -2782.01    , array([ 12.4706    ,  21.6       ,  0.0201775  ,  4.4113e-68 ])
29781   , -2782.53    , array([ 12.4706    ,  21.5784    ,  0.0201977  ,  4.4113e-68 ])
29782   , -2782.01    , array([ 12.4706    ,  21.5784    ,  0.0201775  ,  4.41571e-68])
29783   , -2782.01    , array([ 12.4706    ,  21.5784    ,  0.0201775  ,  4.4113e-68 ])
29784   , -2479.29    , array([ 11.3559    ,  21.5784    ,  0.00738109 ,  4.4113e-68 ])
29785   , -2479.29    , array([ 11.3559    ,  21.5784    ,  0.00738109 ,  4.4113e-68 ])
29786   , -2479.3     , array([ 11.3673    ,  21.5784    ,  0.00738109 ,  4.4113e-68 ])
29787   , -2479.29    , array([ 11.3559    ,  21.6       ,  0.00738109 ,  4.4113e-68 ])
29788   , -2479.44    , array([ 11.3559    ,  21.5784    ,  0.00738847 ,  4.4113e-68 ])
29789   , -2479.29    , array([ 11.3559    ,  21.5784    ,  0.00738109 ,  4.41571e-68])
29790   , -2418.38    , array([ 4.21915    ,  21.5784    ,  0.00524134 ,  4.4113e-68 ])
29791   , -2418.38    , array([ 4.21915    ,  21.5784    ,  0.00524134 ,  4.4113e-68 ])
29792   , -2418.4     , array([ 4.22337    ,  21.5784    ,  0.00524134 ,  4.4113e-68 ])
29793   , -2418.38    , array([ 4.21915    ,  21.6       ,  0.00524134 ,  4.4113e-68 ])
29794   , -2418.46    , array([ 4.21915    ,  21.5784    ,  0.00524659 ,  4.4113e-68 ])
29795   , -2418.38    , array([ 4.21915    ,  21.5784    ,  0.00524134 ,  4.41571e-68])
29796   , -2154.36    , array([ 0.221291   ,  21.5784    ,  0.00314175 ,  4.4113e-68 ])
29797   , -2154.36    , array([ 0.221291   ,  21.5784    ,  0.00314175 ,  4.4113e-68 ])
29798   , -2154.56    , array([ 0.221512   ,  21.5784    ,  0.00314175 ,  4.4113e-68 ])
29799   , -2154.36    , array([ 0.221291   ,  21.6       ,  0.00314175 ,  4.4113e-68 ])
29800   , -2154.2     , array([ 0.221291   ,  21.5784    ,  0.00314489 ,  4.4113e-68 ])
29801   , -2154.36    , array([ 0.221291   ,  21.5784    ,  0.00314175 ,  4.41571e-68])
29808   , -2154.35    , array([ 0.221282   ,  21.5784    ,  0.00314172 ,  4.4113e-68 ])
29809   , -2154.35    , array([ 0.221282   ,  21.5784    ,  0.00314172 ,  4.4113e-68 ])
29810   , -2154.55    , array([ 0.221503   ,  21.5784    ,  0.00314172 ,  4.4113e-68 ])
29811   , -2154.35    , array([ 0.221282   ,  21.6       ,  0.00314172 ,  4.4113e-68 ])
29812   , -2154.19    , array([ 0.221282   ,  21.5784    ,  0.00314487 ,  4.4113e-68 ])
29813   , -2154.35    , array([ 0.221282   ,  21.5784    ,  0.00314172 ,  4.41571e-68])
29814   , -2154.34    , array([ 0.221273   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29815   , -2154.34    , array([ 0.221273   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29816   , -2154.54    , array([ 0.221494   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29817   , -2154.34    , array([ 0.221273   ,  21.6       ,  0.0031417  ,  4.4113e-68 ])
29818   , -2154.19    , array([ 0.221273   ,  21.5784    ,  0.00314485 ,  4.4113e-68 ])
29819   , -2154.34    , array([ 0.221273   ,  21.5784    ,  0.0031417  ,  4.41571e-68])
29826   , -2154.34    , array([ 0.221271   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29827   , -2154.34    , array([ 0.221271   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29828   , -2154.54    , array([ 0.221492   ,  21.5784    ,  0.0031417  ,  4.4113e-68 ])
29829   , -2154.34    , array([ 0.221271   ,  21.6       ,  0.0031417  ,  4.4113e-68 ])
29830   , -2154.18    , array([ 0.221271   ,  21.5784    ,  0.00314484 ,  4.4113e-68 ])
29831   , -2154.34    , array([ 0.221271   ,  21.5784    ,  0.0031417  ,  4.41571e-68])
29832   , -2154.34    , array([ 0.221269   ,  21.5784    ,  0.00314169 ,  4.4113e-68 ])
29833   , -2154.34    , array([ 0.221269   ,  21.5784    ,  0.00314169 ,  4.4113e-68 ])
29834   , -2154.54    , array([ 0.22149    ,  21.5784    ,  0.00314169 ,  4.4113e-68 ])
29835   , -2154.34    , array([ 0.221269   ,  21.6       ,  0.00314169 ,  4.4113e-68 ])
